"lang"
{
"Language"	"turkish"
"[english]DOTA_Tooltip_modifier_brewmaster_earth_spell_immunity"	"Spell Immunity"
"DOTA_Tooltip_modifier_brewmaster_earth_spell_immunity_Description"	"Çoğu büyüye karşı bağışıklı"
"[english]DOTA_Tooltip_modifier_brewmaster_earth_spell_immunity_Description"	"Immune to most spells"
"DOTA_Tooltip_modifier_brewmaster_storm_wind_walk"	"Wind Walk"
"[english]DOTA_Tooltip_modifier_brewmaster_storm_wind_walk"	"Wind Walk"
"DOTA_Tooltip_modifier_brewmaster_storm_wind_walk_Description"	"Görünmez, hareket hızı %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE% arttırıldı."
"[english]DOTA_Tooltip_modifier_brewmaster_storm_wind_walk_Description"	"Invisible, movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%."
"DOTA_Tooltip_modifier_brewmaster_fire_permanent_immolation"	"Permanent Immolation"
"[english]DOTA_Tooltip_modifier_brewmaster_fire_permanent_immolation"	"Permanent Immolation"
"DOTA_Tooltip_modifier_brewmaster_fire_permanent_immolation_Description"	"Saniyede %dMODIFIER_PROPERTY_TOOLTIP% hasar alarak yanıyor."
"[english]DOTA_Tooltip_modifier_brewmaster_fire_permanent_immolation_Description"	"Burning for %dMODIFIER_PROPERTY_TOOLTIP% damage per second."
"DOTA_Tooltip_modifier_shadow_demon_disruption"	"Disruption"
"[english]DOTA_Tooltip_modifier_shadow_demon_disruption"	"Disruption"
"DOTA_Tooltip_modifier_shadow_demon_disruption_Description"	"Sürülmüş."
"[english]DOTA_Tooltip_modifier_shadow_demon_disruption_Description"	"Banished."
"DOTA_Tooltip_modifier_shadow_demon_soul_catcher"	"Soul Catcher"
"[english]DOTA_Tooltip_modifier_shadow_demon_soul_catcher"	"Soul Catcher"
"DOTA_Tooltip_modifier_shadow_demon_soul_catcher_Description"	"Alınan hasar %dMODIFIER_PROPERTY_TOOLTIP%%% arttırıldı."
"[english]DOTA_Tooltip_modifier_shadow_demon_soul_catcher_Description"	"Damage taken increased by %dMODIFIER_PROPERTY_TOOLTIP%%%."
"DOTA_Tooltip_modifier_shadow_demon_shadow_poison"	"Shadow Poison"
"[english]DOTA_Tooltip_modifier_shadow_demon_shadow_poison"	"Shadow Poison"
"DOTA_Tooltip_modifier_shadow_demon_shadow_poison_Description"	"%dMODIFIER_PROPERTY_TOOLTIP% hasar almak üzere."
"[english]DOTA_Tooltip_modifier_shadow_demon_shadow_poison_Description"	"About to take %dMODIFIER_PROPERTY_TOOLTIP% damage."
"DOTA_Tooltip_modifier_shadow_demon_purge_slow"	"Arındırıldı"
"[english]DOTA_Tooltip_modifier_shadow_demon_purge_slow"	"Purged"
"DOTA_Tooltip_modifier_shadow_demon_purge_slow_Description"	"Yavaşlatıldı."
"[english]DOTA_Tooltip_modifier_shadow_demon_purge_slow_Description"	"Slowed."
"DOTA_Tooltip_modifier_chaos_knight_reality_rift_bonus_damage"	"Reality Rift"
"[english]DOTA_Tooltip_modifier_chaos_knight_reality_rift_bonus_damage"	"Reality Rift"
"DOTA_Tooltip_modifier_chaos_knight_reality_rift_bonus_damage_Description"	"Hasar %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% arttırıldı."
"[english]DOTA_Tooltip_modifier_chaos_knight_reality_rift_bonus_damage_Description"	"Damage increased by %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%."
"DOTA_Hero_Selection_Filter_Suggestions"	"TAKIMIN ÖNERİLERİ (%s1)"
"[english]DOTA_Hero_Selection_Filter_Suggestions"	"TEAM'S SUGGESTIONS (%s1)"
"DOTA_Hero_Selection_AdvFilter_Attack_Melee"	"Yakın Dövüşçü"
"[english]DOTA_Hero_Selection_AdvFilter_Attack_Melee"	"Melee"
"DOTA_Hero_Selection_AdvFilter_Attack_Ranged"	"Menzilli"
"[english]DOTA_Hero_Selection_AdvFilter_Attack_Ranged"	"Ranged"
"DOTA_Hero_Selection_AdvFilter_MyHero_Favorites"	"Favorilerin"
"[english]DOTA_Hero_Selection_AdvFilter_MyHero_Favorites"	"Your Favorites"
"DOTA_Hero_Selection_AdvFilter_MyHero_BestAs"	"En İyi Olduğun"
"[english]DOTA_Hero_Selection_AdvFilter_MyHero_BestAs"	"Your Best"
"DOTA_Hero_Selection_AdvFilter_MyHero_Recent"	"En Son Oynadıkların"
"[english]DOTA_Hero_Selection_AdvFilter_MyHero_Recent"	"Your Recently Played"
"DOTA_ToolTip_Ability_Channeled"	"Süreli"
"[english]DOTA_ToolTip_Ability_Channeled"	"Channeled"
"DOTA_ToolTip_Targeting_AlliedHeroes"	"Dost Kahramanlar"
"[english]DOTA_ToolTip_Targeting_AlliedHeroes"	"Allied Heroes"
"DOTA_Tooltip_Targeting_All_Heroes"	"Kahramanlar"
"[english]DOTA_Tooltip_Targeting_All_Heroes"	"Heroes"
"DOTA_ToolTip_Targeting_Units"	"Birimler"
"[english]DOTA_ToolTip_Targeting_Units"	"Units"
"dota_dashboard_action_team_game"	"TAKIM LOBİLERİ"
"[english]dota_dashboard_action_team_game"	"TEAM LOBBIES"
"dota_dashboard_action_lan_game"	"YEREL LOBİLER"
"[english]dota_dashboard_action_lan_game"	"LOCAL LOBBIES"
"dota_dashboard_action_private_game"	"ÖZEL LOBİLER"
"[english]dota_dashboard_action_private_game"	"PRIVATE LOBBIES"
"DOTA_ReportReminder"	"Kötü davranış sergileyen oyuncuları rapor etmeyi veya birlikte oynamaktan keyif aldığınız kişileri övmeyi unutmayın. Bunu her an skor tablosunda isimlerine tıklayarak yapabilirsiniz."
"[english]DOTA_ReportReminder"	"Don't forget to report players for bad conduct, or commend them for being fun to play with. You can do this by clicking on their name in the scoreboard at any time."
"unknown_wait_time"	"Bilinmeyen Bekleme Süresi"
"[english]unknown_wait_time"	"Unknown Wait Time"
"matchmaking_settings_label"	"EŞLEŞTİRME AYARLARI"
"[english]matchmaking_settings_label"	"MATCHMAKING SETTINGS"
"lobby_settings_label"	"LOBİ AYARLARI"
"[english]lobby_settings_label"	"LOBBY SETTINGS"
"matchmaking_gamemode_label"	"OYUN MODLARI"
"[english]matchmaking_gamemode_label"	"GAME MODES"
"matchmaking_regions_label"	"BÖLGELER"
"[english]matchmaking_regions_label"	"REGIONS"
"matchmaking_select"	"SEÇ"
"[english]matchmaking_select"	"SELECT"
"dota_lobby_type_practice_games"	"ALIŞTIRMA OYUNLARI"
"[english]dota_lobby_type_practice_games"	"PRACTICE GAMES"
"dota_lobby_type_private_games"	"ÖZEL OYUNLAR"
"[english]dota_lobby_type_private_games"	"PRIVATE GAMES"
"dota_lobby_quests"	"EĞİTİM"
"[english]dota_lobby_quests"	"TRAINING"
"dota_lobby_tutorials"	"EĞİTİM"
"[english]dota_lobby_tutorials"	"TUTORIALS"
"dota_lobby_mentored_play"	"KOÇ BUL"
"[english]dota_lobby_mentored_play"	"FIND A COACH"
"dota_lobby_offline_title"	"ÇEVRİMDIŞI ALIŞTIRMA LOBİSİ"
"[english]dota_lobby_offline_title"	"OFFLINE PRACTICE LOBBY"
"dota_match_elapsed"	"GEÇEN ZAMAN:"
"[english]dota_match_elapsed"	"ELAPSED TIME:"
"dota_safe_to_abandon"	"Bu oyundan güvenli bir şekilde çıkılabilir."
"[english]dota_safe_to_abandon"	"This game is safe to leave."
"DOTA_create_online_lobby"	"ÇEVRİMİÇİ LOBİ OLUŞTUR"
"[english]DOTA_create_online_lobby"	"Create an online lobby"
"DOTA_create_online_lobby_desc"	"Tanıdığın insanlarla oynamak için özel bir lobi oluştur."
"[english]DOTA_create_online_lobby_desc"	"Create a private lobby when you want to play with people you know."
"DOTA_create_online_lobby_desc_bullets"	"- Belli oyuncu ve takımlara karşı ayarlanmış oyunlar oyna. \n- Arkadaşlarını davet et veya boş yerleri botlarla doldur. \n- Lobi ayarlarından parola belirleyerek lobiyi gizle."
"[english]DOTA_create_online_lobby_desc_bullets"	"- Play arranged games against specific players or teams. \n- Invite friends and fill empty player slots with bots. \n- Hide the lobby by setting a password in LOBBY SETTINGS."
"DOTA_no_friend_lobbies"	"Arkadaş lobisi bulunamadı."
"[english]DOTA_no_friend_lobbies"	"No friend lobbies found."
"DOTA_no_private_lobbies"	"Özel lobi bulunamadı."
"[english]DOTA_no_private_lobbies"	"No private lobbies found."
"DOTA_find_lobby"	"LOBİ BUL"
"[english]DOTA_find_lobby"	"FIND A LOBBY"
"lobby_password_label"	"LOBİ PAROLASI"
"[english]lobby_password_label"	"LOBBY PASSWORD"
"Find_lobby"	"Lobi Bul"
"[english]Find_lobby"	"Find Lobby"
"DOTA_Matchmaking_NoGameMode_Error"	"Bir oyun modu seç."
"[english]DOTA_Matchmaking_NoGameMode_Error"	"Please select a game mode."
"UI_SHOW_HERO_ICON"	"Mini Haritada Kahraman Simgelerini Göster"
"[english]UI_SHOW_HERO_ICON"	"Draw Hero Icons in Minimap"
"UI_SHOW_HERO_ALT_INDICATOR"	"ALT'a Basılı Tutmak Kahramanı Gösterir"
"[english]UI_SHOW_HERO_ALT_INDICATOR"	"Holding ALT Highlights Hero"
"UI_SHOW_HEALTH_BAR_NUMBER"	"Sağlık Çubuğunda Sağlık Puanını Göster"
"[english]UI_SHOW_HEALTH_BAR_NUMBER"	"Show Hitpoints Over Player Healthbar"
"UI_APPLY"	"UYGULA"
"[english]UI_APPLY"	"APPLY"
"UI_HERO"	"KAHRAMAN"
"[english]UI_HERO"	"HERO"
"UI_COURIER"	"KURYE"
"[english]UI_COURIER"	"COURIER"
"UI_NEUTRALS"	"TARAFSIZLAR"
"[english]UI_NEUTRALS"	"NEUTRALS"
"waiting_for_players_title"	"OYUNCULAR BEKLENİYOR"
"[english]waiting_for_players_title"	"WAITING FOR PLAYERS"
"party_block_player"	"Parti lideriyle tüm iletişimi engelle"
"[english]party_block_player"	"Block all communication from party leader"
"dota_suggest_invite_format"	"Lütfen %s1 adlı oyuncuyu partiye davet edin."
"[english]dota_suggest_invite_format"	"Please invite %s1 to the party."
"DOTA_LobbyKicked_Header"	"Lobiden Atıldı"
"[english]DOTA_LobbyKicked_Header"	"Kicked From Lobby"
"DOTA_LobbyKicked_Message"	"Lobi lideri tarafından oyun lobisinden atıldın."
"[english]DOTA_LobbyKicked_Message"	"You were kicked from the game lobby by the lobby leader."
"DOTA_PartyKicked_Header"	"Partiden Atıldı"
"[english]DOTA_PartyKicked_Header"	"Kicked From Party"
"DOTA_PartyKicked_Message"	"Parti lideri tarafından partiden atıldın."
"[english]DOTA_PartyKicked_Message"	"You were kicked from the party by the party leader."
"dota_hud_error_item_muted"	"Eşya Susturulmuş"
"[english]dota_hud_error_item_muted"	"Item is Muted"
"DOTA_Tooltip_ability_item_point_booster_Lore"	"Mükemmel forma sahip, tutulduğunda vücudu ve zihni besleyen bir ametist."
"[english]DOTA_Tooltip_ability_item_point_booster_Lore"	"A perfectly formed amethyst that nourishes body and mind when held."
"DOTA_Tooltip_ability_item_vitality_booster_Lore"	"Asırlardan beri savaşçı soyunda nesilden nesle geçen bir yakut."
"[english]DOTA_Tooltip_ability_item_vitality_booster_Lore"	"A ruby gemstone that has been passed down through generations of warrior kin."
"DOTA_Tooltip_ability_item_void_stone_Lore"	"Öteki dünya büyülerinde kullanılan gücü toplayan bu yüzük, enerji ile titrer."
"[english]DOTA_Tooltip_ability_item_void_stone_Lore"	"Jewelry that was once used to channel nether realm magic, this ring pulses with energy."
"DOTA_Tooltip_ability_item_veil_of_discord_debuff_radius"	"BÜYÜ ZAYIFLIĞI YARIÇAPI:"
"[english]DOTA_Tooltip_ability_item_veil_of_discord_debuff_radius"	"MAGIC WEAKNESS RADIUS:"
"DOTA_Tooltip_ability_item_veil_of_discord_resist_debuff"	"%ARTIRILMIŞ BÜYÜ HASARI:"
"[english]DOTA_Tooltip_ability_item_veil_of_discord_resist_debuff"	"%INCREASED MAGIC DAMAGE:"
"dota_game_stats"	"İSTATİSTİKLER"
"[english]dota_game_stats"	"STATS"
"dota_results"	"SONUÇLAR"
"[english]dota_results"	"RESULTS"
"UI_game_mode_command"	"OYUN MODLARINI SEÇ"
"[english]UI_game_mode_command"	"SELECT GAME MODES"
"UI_match_id_label"	"MAÇ NUMARASI"
"[english]UI_match_id_label"	"MATCH ID"
"watch_or_filter_by_label"	"YA DA:"
"[english]watch_or_filter_by_label"	"Or, filter by"
"MD_Finding_Replay"	"Tekrar Bulunuyor..."
"[english]MD_Finding_Replay"	"Finding Replay..."
"match_details_timeout"	"Maç Numarası %s1 için istek zaman aşımına uğradı."
"[english]match_details_timeout"	"Request for Match ID %s1 timed out."
"match_details_denied"	"Maç Numarası %s1 için erişim reddedildi."
"[english]match_details_denied"	"Access to Match ID %s1 denied."
"match_details_failed"	"Maç Numarası %s1 geçersiz."
"[english]match_details_failed"	"Invalid Match ID %s1."
"DOTA_RP_WATCHING_REPLAY"	"Tekrar İzliyor"
"[english]DOTA_RP_WATCHING_REPLAY"	"Watching A Replay"
"DOTA_RP_ONLINE"	"Çevrimiçi"
"[english]DOTA_RP_ONLINE"	"Online"
"DOTA_RP_BUSY"	"Meşgul"
"[english]DOTA_RP_BUSY"	"Busy"
"DOTA_RP_AWAY"	"Dışarıda"
"[english]DOTA_RP_AWAY"	"Away"
"DOTA_RP_SNOOZE"	"Uyuyor"
"[english]DOTA_RP_SNOOZE"	"Snooze"
"DOTA_RP_LOOKING_TO_TRADE"	"Takas Arıyor"
"[english]DOTA_RP_LOOKING_TO_TRADE"	"Looking To Trade"
"DOTA_RP_LOOKING_TO_PLAY"	"Oyun Bakıyor"
"[english]DOTA_RP_LOOKING_TO_PLAY"	"Looking To Play"
"dota_workshop_viewlegal"	"YASAL SÖZLEŞME"
"[english]dota_workshop_viewlegal"	"Legal Agreement"
"dota_workshop_publishnewitem"	"YENİ ÖĞE YAYINLA"
"[english]dota_workshop_publishnewitem"	"Publish New Submission"
"dota_workshop_browse"	"Atölyeye Gözat"
"[english]dota_workshop_browse"	"Browse Workshop"
"DOTA_KEYBIND_MENU_UNITACTIONS"	"BİRİM EYLEMLERİ"
"[english]DOTA_KEYBIND_MENU_UNITACTIONS"	"UNIT ACTIONS"
"DOTA_KEYBIND_MENU_ABILITIES"	"YETENEKLER"
"[english]DOTA_KEYBIND_MENU_ABILITIES"	"ABILITIES"
"DOTA_KEYBIND_MENU_ITEMS"	"EŞYALAR"
"[english]DOTA_KEYBIND_MENU_ITEMS"	"ITEMS"
"DOTA_KEYBIND_MENU_PLAYER"	"OYUNCU"
"[english]DOTA_KEYBIND_MENU_PLAYER"	"PLAYER"
"DOTA_KEYBIND_MENU_METAGAME"	"OYUN DIŞI"
"[english]DOTA_KEYBIND_MENU_METAGAME"	"METAGAME"
"DOTA_KEYBIND_MENU_SPECTATOR"	"İZLEYİCİ"
"[english]DOTA_KEYBIND_MENU_SPECTATOR"	"SPECTATOR"
"DOTA_Inventory1"	"Envanter 1"
"[english]DOTA_Inventory1"	"Inventory 1"
"DOTA_Inventory2"	"Envanter 2"
"[english]DOTA_Inventory2"	"Inventory 2"
"DOTA_Inventory3"	"Envanter 3"
"[english]DOTA_Inventory3"	"Inventory 3"
"DOTA_Inventory4"	"Envanter 4"
"[english]DOTA_Inventory4"	"Inventory 4"
"DOTA_Inventory5"	"Envanter 5"
"[english]DOTA_Inventory5"	"Inventory 5"
"DOTA_Inventory6"	"Envanter 6"
"[english]DOTA_Inventory6"	"Inventory 6"
"DOTA_SpectatorForward"	"İzleyici Kamerası İleri"
"[english]DOTA_SpectatorForward"	"Spectator Camera Forward"
"DOTA_SpectatorBack"	"İzleyici Kamerası Geri"
"[english]DOTA_SpectatorBack"	"Spectator Camera Back"
"DOTA_SpectatorLeft"	"İzleyici Kamerası Sola"
"[english]DOTA_SpectatorLeft"	"Spectator Camera Left"
"DOTA_SpectatorRight"	"İzleyici Kamerası Sağa"
"[english]DOTA_SpectatorRight"	"Spectator Camera Right"
"DOTA_SpectatorGrip"	"İzleyici Kamerasını Tut"
"[english]DOTA_SpectatorGrip"	"Spectator Camera Grip"
"DOTA_SpectatorPause"	"İzleyici Duraklatma"
"[english]DOTA_SpectatorPause"	"Spectator Pause"
"DOTA_SpectatorIncreaseReplaySpeed"	"Tekrar Hızını Arttır"
"[english]DOTA_SpectatorIncreaseReplaySpeed"	"Increase Replay Speed"
"DOTA_SpectatorDecreaseReplaySpeed"	"Tekrar Hızını Azalt"
"[english]DOTA_SpectatorDecreaseReplaySpeed"	"Decrease Replay Speed"
"DOTA_SpectatorChat"	"İzleyici Sohbeti"
"[english]DOTA_SpectatorChat"	"Spectator Chat"
"DOTA_SpectatorScoreboard"	"İzleyici Skor Tabelası"
"[english]DOTA_SpectatorScoreboard"	"Spectator Scoreboard"
"DOTA_SpectatorStatsHarvest"	"İzleyici Toplama İstatistikleri"
"[english]DOTA_SpectatorStatsHarvest"	"Spectator Harvest Stats"
"DOTA_SpectatorStatsItem"	"İzleyici Eşya İstatistikleri"
"[english]DOTA_SpectatorStatsItem"	"Spectator Item Stats"
"DOTA_SpectatorStatsGold"	"İzleyici Altın Grafiği"
"[english]DOTA_SpectatorStatsGold"	"Spectator Gold Graph"
"DOTA_SpectatorFOWBoth"	"İzleyici Savaş Sisi: Her İki Takım"
"[english]DOTA_SpectatorFOWBoth"	"Spectator FOW Both Teams"
"DOTA_SpectatorFOWRadient"	"İzleyici Savaş Sisi: Radiant"
"[english]DOTA_SpectatorFOWRadient"	"Spectator FOW Radiant"
"DOTA_SpectatorFOWDire"	"İzleyici Savaş Sisi: Dire"
"[english]DOTA_SpectatorFOWDire"	"Spectator FOW Dire"
"DOTA_Buyback"	"CANLAN"
"[english]DOTA_Buyback"	"BUYBACK"
"DOTA_Stash"	"ZULA"
"[english]DOTA_Stash"	"STASH"
"DOTA_Inventory_Grab_All"	"HEPSİNİ AL"
"[english]DOTA_Inventory_Grab_All"	"GRAB ALL"
"DOTA_Tooltip_ability_lina_light_strike_array_light_strike_array_aoe"	"YARIÇAP:"
"[english]DOTA_Tooltip_ability_lina_light_strike_array_light_strike_array_aoe"	"RADIUS:"
"DOTA_Tooltip_ability_lina_light_strike_array_light_strike_array_delay_time"	"KULLANMA GECİKMESİ:"
"[english]DOTA_Tooltip_ability_lina_light_strike_array_light_strike_array_delay_time"	"CAST DELAY:"
"DOTA_Tooltip_ability_witch_doctor_voodoo_restoration_radius"	"YARIÇAP:"
"[english]DOTA_Tooltip_ability_witch_doctor_voodoo_restoration_radius"	"RADIUS:"
"DOTA_Tooltip_ability_leshrac_split_earth_delay"	"SERSEMLETME GECİKMESİ:"
"[english]DOTA_Tooltip_ability_leshrac_split_earth_delay"	"STUN DELAY:"
"DOTA_Tooltip_ability_razor_unstable_current_slow_duration"	"YAVAŞLATMA SÜRESİ:"
"[english]DOTA_Tooltip_ability_razor_unstable_current_slow_duration"	"SLOW DURATION:"
"DOTA_Tooltip_ability_storm_spirit_overload_aoe"	"YARIÇAP:"
"[english]DOTA_Tooltip_ability_storm_spirit_overload_aoe"	"RADIUS:"
"DOTA_Tooltip_ability_storm_spirit_overload_tooltip_duration"	"SÜRE:"
"[english]DOTA_Tooltip_ability_storm_spirit_overload_tooltip_duration"	"DURATION:"
"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_radius"	"YARIÇAP:"
"[english]DOTA_Tooltip_ability_crystal_maiden_crystal_nova_radius"	"RADIUS:"
"DOTA_Tooltip_ability_crystal_maiden_freezing_field_radius"	"YARIÇAP:"
"[english]DOTA_Tooltip_ability_crystal_maiden_freezing_field_radius"	"RADIUS:"
"DOTA_Tooltip_ability_crystal_maiden_freezing_field_explosion_radius"	"PATLAMA YARIÇAPI:"
"[english]DOTA_Tooltip_ability_crystal_maiden_freezing_field_explosion_radius"	"EXPLOSION RADIUS:"
"DOTA_Tooltip_ability_warlock_upheaval_aoe"	"YARIÇAP:"
"[english]DOTA_Tooltip_ability_warlock_upheaval_aoe"	"RADIUS:"
"DOTA_Tooltip_ability_warlock_rain_of_chaos_aoe"	"ÇAĞIRMA PATLAMA YARIÇAPI:"
