"dota"
{
"DOTA_Accept"	"Принять"
"DOTA_WatchReplays_MatchType_Public"	"Матч №{s:match_id} - {s:game_mode}"
"DOTA_WatchReplays_Recommendations"	"{i:recommendations}"
"DOTA_WatchReplays_Recommendations1"	"{g:dota_persona:friend_1} + {i:recommendations}"
"DOTA_WatchReplays_Recommendations2"	"{g:dota_persona:friend_1}, {g:dota_persona:friend_2} + {i:recommendations}"
"DOTA_WatchReplays_Recommendations3Plus"	"{g:dota_persona:friend_1} + еще {i:friend_count_over_1} друзей + {i:recommendations}"
"DOTA_WatchReplays_Friends1"	"Участники: {g:dota_persona:b:friend_1}"
"DOTA_WatchReplays_Friends2"	"Участники: {g:dota_persona:b:friend_1} и {g:dota_persona:friend_2}"
"DOTA_WatchReplays_Friends3Plus"	"{g:dota_persona:b:friend_1} и {g:dota_persona:b:friend_2}. Еще друзей: {i:friend_count_over_2}"
"DOTA_WatchReplays_Views"	"Просмотров: {i:views}"
"DOTA_WatchReplays_Price"	"{g:dota_item_price:ticket_itemdef}"
"DOTA_WatchReplays_SharedMatch"	"{g:dota_persona:shared_by} говорит: «{s:shared_text}»"
"DOTA_WatchReplays_SharedHighlight"	"{g:dota_persona:shared_by} поделился интересным моментом"
"DOTA_WatchReplays_Duration"	"{s:minutes}:{s:seconds}"
"DOTA_WatchReplays_Tag"	"«{s:recommendation_text}»"
"DOTA_WatchTournaments_FeaturedTitle"	"{s:tournament_featured_title}"
"DOTA_WatchTournaments_FeaturedDates"	"{s:tournament_featured_start} - {s:tournament_featured_end}"
"DOTA_WatchTournaments_FeaturedDescription"	"{s:tournament_featured_description}"
"DOTA_WatchTournaments_FeaturedTeams"	"Команды"
"DOTA_WatchTournaments_PrizePool"	"Призовой фонд:"
"DOTA_WatchTournaments_PrizePoolAmt"	"{s:tournament_featured_prize_pool}"
"DOTA_WatchTournaments_Purchase"	"Билет на турнир - {s:tournament_featured_price}"
"DOTA_WatchTournament_TournamentName"	"{s:tournament_name}"
"DOTA_WatchTournament_Price"	"{s:price}"
"DOTA_Replays_Search"	"Поиск по номеру матча"
"DOTA_Watch_GameStatus"	"Состояние игры"
"DOTA_Watch_Pending"	"Ожидание начала просмотра игры…"
"DOTA_Watch_GameServerNotFound"	"Не найден сервер, на котором проходит игра."
"DOTA_Watch_Unavailable"	"В данный момент просмотр игры невозможен."
"DOTA_Watch_LobbyNotFound"	"Лобби не найдено."
"DOTA_Watch_MissingLeagueSubscription"	"Эта игра является частью платного турнира, к которому у вас нет доступа."
"vs"	"VS"
"dota_matchmaking_language_title"	"Выберите язык подбора игр"
"dota_matchmaking_language_primary_label"	"Ваш основной язык для подбора игр:"
"dota_matchmaking_language_primary"	"{s:environment_language}"
"dota_matchmaking_language_primary_invalid"	"Ваш язык ({s:environment_language}) недоступен в подборе игр в Dota 2."
"dota_matchmaking_language_select_secondary"	"Вы можете выбрать дополнительный язык:"
"dota_matchmaking_language_select_primary"	"Выберите язык для подбора игр:"
"dota_matchmaking_language_no_selection"	"Не выбран"
"dota_matchmaking_language_english"	"Английский"
"dota_matchmaking_language_russian"	"Русский"
"dota_matchmaking_language_chinese"	"Китайский"
"dota_matchmaking_language_schinese"	"Китайский"
"dota_matchmaking_language_korean"	"Корейский"
"dota_matchmaking_language_koreana"	"Корейский"
"dota_matchmaking_language_spanish"	"Испанский"
"dota_matchmaking_language_portuguese"	"Португальский"
"GameUI_Language_English"	"Английский"
"GameUI_Language_German"	"Немецкий"
"GameUI_Language_French"	"Французский"
"GameUI_Language_Italian"	"Итальянский"
"GameUI_Language_Korean"	"Корейский"
"GameUI_Language_Spanish"	"Испанский"
"GameUI_Language_Simplified_Chinese"	"Упрощенный китайский"
"GameUI_Language_Traditional_Chinese"	"Традиционный китайский"
"GameUI_Language_Russian"	"Русский"
"GameUI_Language_Thai"	"Тайский"
"GameUI_Language_Japanese"	"Японский"
"GameUI_Language_Portuguese"	"Португальский"
"GameUI_Language_Polish"	"Польский"
"GameUI_Language_Danish"	"Датский"
"GameUI_Language_Dutch"	"Голландский"
"GameUI_Language_Finnish"	"Финский"
"GameUI_Language_Norwegian"	"Норвежский"
"GameUI_Language_Swedish"	"Шведский"
"GameUI_Language_Hungarian"	"Венгерский"
"GameUI_Language_Czech"	"Чешский"
"GameUI_Language_Romanian"	"Румынский"
"GameUI_Language_Turkish"	"Турецкий"
"GameUI_Language_Brazilian"	"Бразильский португальский"
"GameUI_Language_Bulgarian"	"Болгарский"
"GameUI_Language_Greek"	"Греческий"
"GameUI_Language_Ukrainian"	"Украинский"
"client_version_out_of_date_title"	"Требуется обновление"
"client_version_out_of_date"	"Клиент игры устарел. Пожалуйста, закройте и перезапустите Dota 2, чтобы загрузить последнюю версию."
"dota_matchmaking_region_title"	"Выберите регионы подбора игр"
"dota_matchmaking_region_auto"	"Автоматически выбрать регион, подходящий моему местоположению"
"dota_matchmaking_region_select"	"Выберите до трех регионов подбора игры. Чем они ближе к вам, тем лучше."
"limited_heroes_abandon_header"	"Режим «Limited Heroes»"
"limited_heroes_abandon_explanation"	"Вы не понесете наказания за отключение от игр в режиме «Limited Heroes», так как контроль над вашим героем передастся боту. Но если вы забросите игру в другом режиме, то можете оказаться в очереди с низким приоритетом."
"dota_abandon_dialog_title"	"Покинуть игру"
"dota_abandon_dialog_confirm"	"Вы уверены, что хотите покинуть эту игру?"
"dota_abandon_dialog_yes"	"Да, покинуть игру."
"dota_leave_dialog_title"	"Покинуть игру"
"dota_leave_dialog_confirm"	"Вы действительно хотите покинуть эту игру?"
"dota_leave_dialog_yes"	"Да, покинуть игру."
"dota_accept_match_title"	"Ваша игра готова"
"dota_accept_match_readyup_title"	"Ожидание игроков"
"dota_accept_match_accept"	"Принять"
"dota_accept_match_accept_low_pri"	"Принять (низ. приоритет)"
"dota_accept_match_accept_button"	"{s:accept}"
"dota_accept_match_decline"	"Отклонить"
"dota_accept_match_subtitle"	"{s:subtitle}"
"dota_finding_match_players"	"(в поиске: {s:searching_player_count})"
"dota_finding_match_time"	"Время поиска игры: {s:find_match_time}"
"dota_finding_match_accept_count"	"Приняли: {s:match_num_accepted} / {s:match_num_total}"
"dota_finding_match_generic"	"Обычная игра"
"dota_finding_match_ranked"	"Рейтинговая игра"
"dota_finding_match_bot"	"Игра с ботами"
"dota_finding_match_bot_passive"	"Игра с пассивными ботами"
"dota_finding_match_bot_easy"	"Игра с легкими ботами"
"dota_finding_match_bot_medium"	"Игра со средними ботами"
"dota_finding_match_bot_hard"	"Игра со сложными ботами"
"dota_finding_match_bot_unfair"	"Игра с нечестными ботами"
"dota_finding_match_team"	"Командная рейтинговая игра"
"dota_finding_1v1_match_casual"	"Игра 1 на 1"
"dota_finding_match_practice_lobby"	"Игра в лобби"
"dota_safe_to_abandon_inline"	"Эту игру можно покинуть"
"dota_match_connected"	"Вы подключены к игре"
"dota_match_local_game"	"Вы подключены к локальной игре"
"dota_match_connecting"	"Подключение к игре…"
"dota_match_in_progress"	"Идет игра"
"dota_match_finished"	"Игра завершена"
"matchmaking_waiting_for_players"	"Ожидание других игроков"
"matchmaking_player_declined"	"Игрок отказался от участия"
"dota_match_wait_for_host"	"Ожидание сервера"
"dota_match_find_server"	"Поиск сервера"
"ranked_disabled"	"Рейтинговый подбор временно недоступен."
"ranked_mmr"	"Ваш рейтинг подбора игр"
"ranked_mmr_solo_label"	"Одиночный"
"ranked_mmr_solo_value"	"{i:solo_mmr}"
"ranked_mmr_solo_calibrating"	"Н/Д - игр осталось: {i:solo_calibrating_games}"
"ranked_mmr_solo_no_data"	"Игр до калибровки: {i:solo_calibrating_required_games}"
"ranked_mmr_party_label"	"Групповой"
"ranked_mmr_party_value"	"{i:party_mmr}"
"ranked_mmr_party_calibrating"	"Н/Д - игр осталось: {i:party_calibrating_games}"
"ranked_mmr_party_no_data"	"Игр до калибровки: {i:party_calibrating_required_games}"
"ranked_mmr_locked_explain"	"Рейтинговый подбор игр:\nОткрывается на 50 уровне трофея опыта.\nСоревновательный режим, который показывает MMR (рейтинг подбора игр) каждого игрока."
"matchmaking_account_disabled"	"Вам закрыт вход в чаты и подбор игр за плохое поведение. Подождите {t:r:match_denied_time}."
"matchmaking_match_disabled_party"	"Вы не сможете искать игру, потому что {s:match_denied_player_name} отклонил готовую игру или покинул предыдущую игру. Подождите {t:r:match_denied_time}."
"matchmaking_low_priority_party"	"{s:match_denied_player_name} покинул слишком много игр или получил слишком много жалоб. Осталось игр с низким приоритетом: {d:match_denied_games}"
"matchmaking_match_disabled_local"	"Вы не сможете искать игру, потому что отклонили готовую игру или покинули предыдущую игру. Подождите {t:r:match_denied_time}."
"matchmaking_low_priority_local"	"Вы покинули слишком много игр или получили слишком много жалоб. Осталось игр с низким приоритетом: {d:match_denied_games}"
"dota_ready_up_count"	"{s:ready_up_ready}/{s:ready_up_lobby_members}"
"dota_play_normal_match"	"Обычная игра"
"dota_play_ranked_match"	"Рейтинговая игра"
"dota_play_practice_1v1"	"Тренировка 1 на 1"
"dota_play_practice_with_bots"	"Тренировка с ботами"
"dota_play_practice_1v1_playtab"	"ТРЕНИРОВКА 1 НА 1"
"dota_play_1v1_desc"	"Потренируйтесь с другим игроком в игре на центральной линии. Игра окончится, когда один из игроков умрет дважды или потеряет башню."
"dota_play_practice_1v1_party_warning"	"Группы не могут участвовать в играх 1 на 1."
"dota_play_button_label"	"{s:play_button_label}"
"dota_play"	"Играть"
"dota_play_searching"	"Поиск матча"
"dota_play_connecting"	"Загрузка хоста…"
"dota_play_lobby_find_server"	"Поиск сервера"
"dota_play_find_match_label"	"{s:find_match_label}"
"dota_reconnect"	"Переподключиться"
"dota_abandon_game"	"Покинуть игру"
"dota_safe_leave_game"	"Покинуть игру"
"dota_disconnect"	"Отключиться"
"dota_play_unavailable"	"Недоступно"
"dota_leaver_consequence_tooltip_header"	"Последствия"
"dota_leaver_consequences"	"{s:leaver_consequences}"
"dota_leaver_consequences_details"	"{s:leaver_consequences_details}"
"dota_leaver_view_tooltip"	"Подробнее"
"dota_leaver_consequence_header_failure_to_reconnect"	"Если вы не переподключитесь к игре, то:"
"dota_leaver_consequence_header_leave_match"	"Если вы покинете эту игру, то:"
"dota_leaver_consequence_LetDownTeammates"	"Ваши товарищи по команде окажутся в невыгодном положении."
"dota_leaver_consequence_SmallMatchmakingCooldown"	"Вы будете лишены возможности подбора игр на некоторое время."
"dota_leaver_consequence_CreditWithAbandon"	"Вам засчитается преждевременный выход из игры."
"dota_leaver_consequence_ForcedLossForLeaver"	"Вам засчитается поражение."
"dota_leaver_consequence_ForcedLossForLeaversParty"	"Поражение будет засчитано <b>всем в вашей группе</b>."
"dota_leaver_consequence_ForcedLossForLeaversTeam"	"<b>Вашей команде</b> %s1 будет засчитано поражение."
"dota_leaver_consequence_MMRLossForLeaver"	"Ваш рейтинг подбора игр (MMR) уменьшится."
"dota_leaver_consequence_MMRLossForLeaversParty"	"Рейтинг подбора игр (MMR) <b>всех участников вашей группы</b> уменьшится."
"dota_leaver_consequence_MMRLossForLeaversTeam"	"Рейтинг подбора игр <b>вашей команды</b> %s1 уменьшится."
"dota_leaver_consequence_MatchDiscardedForOtherPlayers"	"Остальным игрокам не засчитается ни победа, ни поражение."
"dota_leaver_consequence_NotDecrementLowPriGamesRemaining"	"Эта игра не будет считаться завершенной вами."
"dota_reconnect_popup_title"	"Переподключиться?"
"dota_reconnect_popup_message"	"Заполнительный текст — желаете ли вы вернуться в игру?"
"dota_matchmaking_regions_refresh"	"Обновить"
"dota_matchmaking_region_ping"	"{s:region_ping}"
"dota_matchmaking_region_offline"	"На техобслуживании"
"dota_matchmaking_region_unknown_ping"	"Задержка: -"
"dota_matchmaking_region_ping_time"	"Задержка: {i:ping_ms} мс"
"DOTA_VAC_Verification_Header"	"Античит Valve (VAC)"
"DOTA_VAC_Verification_Header_Solo"	"Не удалось начать поиск игры, поскольку ваш компьютер блокирует систему VAC. Пожалуйста, убедитесь, что клиент Steam установлен правильно и вы не используете программы, конфликтующие с VAC."
"DOTA_VAC_Verification_Header_Party"	"Не удалось начать поиск игры, поскольку компьютер одного или нескольких членов группы блокирует систему VAC. Пожалуйста, убедитесь, что клиент Steam установлен правильно и вы не используете программы, конфликтующие с VAC."
