"dota"
{
"DOTA_Accept"	"Accepteren"
"DOTA_Workshop_Animation_IdleRare"	"Niet actief, zeldzaam"
"DOTA_Workshop_Animation_Run"	"Rennen"
"DOTA_Workshop_Animation_RunAlt"	"Rennen, alternatief"
"DOTA_Workshop_Animation_RunRare"	"Rennen, zeldzaam"
"DOTA_Workshop_Animation_RunHaste"	"Rennen, Haste"
"DOTA_Workshop_Animation_RunInjured"	"Rennen, gewond"
"DOTA_Workshop_Animation_Die"	"Doodgaan"
"DOTA_Workshop_Animation_Die2"	"Doodgaan, alternatief"
"DOTA_Workshop_Animation_Attack"	"Aanvallen"
"DOTA_Workshop_Animation_AttackB"	"Aanvallen, alternatief"
"DOTA_Workshop_Animation_Attack2"	"Aanvallen, offhand"
"DOTA_Workshop_Animation_Attack2B"	"Aanvallen, alternatief offhand"
"DOTA_Workshop_Animation_Flail"	"Hulpeloos"
"DOTA_Workshop_Animation_Flail_Desc"	"Een herhalende animatie die wordt gebruikt wanneer de eenheid is uitgeschakeld en wordt verplaatst (bijv. tijdens cyclone, black hole, in de lucht gesmeten)"
"DOTA_Workshop_Animation_Disabled"	"Uitgeschakeld/verlamd"
"DOTA_Workshop_Camera"	"Camera"
"DOTA_Workshop_CameraFOV"	"Gezichtsveld camera"
"DOTA_Workshop_EditAngles"	"Hoeken bewerken"
"DOTA_Workshop_EditPortrait"	"Portret bewerken"
"DOTA_Workshop_GameDay"	"Dag"
"DOTA_Workshop_GameNight"	"Nacht"
"DOTA_Workshop_ImportLog"	"Logbestand importeren"
"DOTA_Workshop_Next"	"Volgende"
"DOTA_Workshop_PickType"	"Type kiezen"
"DOTA_Workshop_Portrait"	"Portret"
"DOTA_Workshop_Prev"	"Vorige"
"DOTA_Workshop_Preview"	"Voorbeeld"
"DOTA_Workshop_PreviewInGame"	"Voorbeeld in spel"
"DOTA_Workshop_ShadowColor"	"Schaduwkleur"
"DOTA_Workshop_ShowPedestal"	"Voetstuk bekijken"
"DOTA_Workshop_Submit"	"Verzenden"
"DOTA_Workshop_Texture"	"Texture"
"DOTA_Workshop_Err_MissingInput"	"Vereiste input vermist: '%1'"
"DOTA_Workshop_Err_InvalidFile"	"Ongeldig bestand: '%1'"
"DOTA_Workshop_Err_FileDoesNotExist"	"Bronbestand '%1' bestaat niet"
"DOTA_Workshop_Err_FailedToCopy"	"Naar bestemming '%1' kopiëren mislukt"
"DOTA_Workshop_Err_FailedToWrite"	"Naar bestemming '%1' schrijven mislukt"
"DOTA_Workshop_Err_FailedToCompile"	"'%1' compileren mislukt"
"DOTA_Workshop_BrowseForZipCaption"	"Zip selecteren"
"DOTA_Workshop_BrowseForSessionCaption"	"Workshop-sessie selecteren"
"DOTA_Workshop_BrowseForSessionFilter"	"Workshop-sessie"
"DOTA_Workshop_LoadSession"	"Sessie laden"
"DOTA_Workshop_SaveSession"	"Sessie opslaan"
"DOTA_Workshop_Err_Misc"	"Interne fout (%1)"
"DOTA_Filter_Field_Category"	"Tags"
"DOTA_Armory_Tags_Popup_Title"	"Tags instellen"
"DOTA_Armory_Attributes"	"Attributen"
"DOTA_Event_Level"	"Level"
"DOTA_Skip"	"Overslaan"
"DOTA_Done"	"Gereed"
"DOTA_TryAgain"	"Opnieuw proberen"
"DOTA_Treasure_OpenTreasure"	"Schat openen"
"DOTA_Treasure_OpenFailed_NoItem"	"Kan geen schat in je inventaris vinden om te openen."
"DOTA_Treasure_OpenFailed_NoItemsReceived"	"Kan geen lijst met van de schat verkregen items ophalen."
"DOTA_Treasure_OpenSuccess"	"Gefeliciteerd! Je hebt ontvangen:"
"DOTA_Custom_Game_Created_By"	"Gemaakt door <b>{g:dota_persona:author}</b>"
"DOTA_View_Details"	"Details weergeven"
"DOTA_TabName_Featured"	"Uitgelicht"
"DOTA_TabName_Heroes"	"Helden"
"DOTA_Friends_ID"	"Vriend-ID:"
"DOTA_Profile_Edit"	"Profiel bewerken"
"DOTA_Profile_LifetimeStats"	"Statistieken aller tijden"
"DOTA_Profile_ViewSteamProfile"	"Steam-profiel weergeven"
"DOTA_Profile_SendMessage"	"Bericht verzenden"
"DOTA_Trophies_ViewAvailable"	"Beschikbaar"
"DOTA_TrophyXPProgress"	"{d:trophy_xp} / {d:total_trophy_xp} <span class=\"TrophyPointTextSmall\">TP</span>"
"DOTA_TrophyDetails_XP"	"{d:trophy_details_xp} <span class=\"TrophyPointTitleSmall\">TP</span>"
"DOTA_Trophy_Achieved"	"Trofee behaald"
"DOTA_TrophyPlusProfileXP"	"+{d:trophy_xp} trofeepunten"
"DOTA_Lobby_Settings_Tournament_None"	"Geen"
"DOTA_Lobby_Settings_Tournament"	"League"
"DOTA_WatchReplaysConextMenu_Watch"	"Kijken"
"DOTA_WatchReplaysConextMenu_DownloadWatch"	"Downloaden en nu bekijken"
"DOTA_WatchReplaysConextMenu_DownloadWatchLater"	"Downloaden en later bekijken"
"DOTA_WatchReplaysConextMenu_WatchLater"	"Later bekijken"
"DOTA_WatchReplaysConextMenu_WatchLaterClear"	"Verwijderen uit Later bekijken"
"DOTA_WatchReplays_Game1"	"Spel 1"
"DOTA_WatchReplays_Game2"	"Spel 2"
"DOTA_WatchReplays_Game3"	"Spel 3"
"DOTA_WatchReplays_Game4"	"Spel 4"
"DOTA_WatchReplays_Game5"	"Spel 5"
"DOTA_WatchReplayError"	"Fout bij kijken herhaling"
"DOTA_WatchReplayError_Incompatible"	"Deze herhaling is niet compatibel met deze versie van Dota."
"DOTA_WatchReplayError_DoesNotExist"	"Dit spel bestaat niet."
"DOTA_WatchTournaments_PrizePoolLabel"	"prijzenpot"
"DOTA_WatchTournaments_PrizePoolTicketPrice"	"Ticket {g:dota_item_price:ticket_itemdef}"
"DOTA_WatchTournaments_PrizePoolActivate"	"Ticket activeren"
"DOTA_WatchTournaments_View"	"Kijken"
"DOTA_WatchTournaments_Region_NA"	"Noord-Amerika"
"DOTA_WatchTournaments_Region_SA"	"Zuid-Amerika"
"DOTA_WatchTournaments_Region_EU"	"Europa"
"DOTA_WatchTournaments_Region_RU"	"Rusland"
"DOTA_WatchTournaments_Region_CN"	"China"
"DOTA_WatchTournaments_Region_SEA"	"Zuidoost-Azië"
"DOTA_WatchTournament_BestOf3"	"Beste van 3"
"DOTA_WatchTournament_BestOf5"	"Beste van 5"
"DOTA_WatchTournament_Website"	"Toernooiwebsite bekijken"
"DOTA_WatchTournament_Compendium"	"Compendium bekijken"
"DOTA_WatchTournament_Page"	"Pagina {i:page_cur} / {i:page_max}"
"DOTA_EquippedItem_Button_SingleItemShuffle"	"Uitrusten"
"DOTA_Armory_Category_EffigyBlocks"	"Effigy Blocks"
"DOTA_Armory_Category_Leagues"	"League-items"
"DOTA_Armory_Category_Treasures"	"Schatten"
"DOTA_Armory_Category_Gifts"	"Geschenken"
"DOTA_Armory_Category_Bundles"	"Bundels"
"DOTA_Armory_Category_Compendiums"	"Compendia"
"DOTA_Armory_Category_Tools"	"Gereedschappen"
"DOTA_Armory_ActiveFilterLabel"	"Filter:"
"DOTA_Armory_EditFilter"	"Filter bewerken"
"DOTA_Armory_ContextMenu_AddShuffle"	"Toevoegen aan husselen"
"DOTA_Armory_ContextMenu_RemoveShuffle"	"Verwijderen uit husselen"
"DOTA_Armory_Filter_Tradeable"	"RUILBAAR"
"DOTA_Armory_Filter_Equipped"	"UITGERUST"
"DOTA_Armory_Filter_Duplicate"	"DUBBEL"
"DOTA_Armory_Filter_HasSockets"	"HEEFT SOCKETS"
"DOTA_Armory_Filter_IsJunk"	"ALS ROMMEL GEMARKEERD"
"DOTA_Armory_Filter_WillExpire"	"ZAL VERLOPEN"
"DOTA_Armory_Filter_IsBundle"	"IS EEN BUNDEL"
"DOTA_Armory_Filter_IsGift"	"AAN MIJ GESCHONKEN"
"DOTA_Armory_Filter_Rarity"	"ZELDZAAMHEID"
"DOTA_Armory_Filter_Quality"	"KWALITEIT"
"DOTA_Armory_Filter_Tags"	"TAGS"
"DOTA_Armory_Filter_Delete"	"Filter verwijderen"
"DOTA_Armory_Filter_CreateNew"	"Nieuw filter..."
"DOTA_Armory_Filter_FilterName"	"Filternaam"
"DOTA_Armory_Filter_Required"	"VEREIST"
"DOTA_tooltip_econ_item_tags"	"Tags"
"Compendium_LeagueID"	"League-ID"
"Compendium_InvalidLeagueID"	"Ongeldige of geen league-ID gespecificeerd."
"Compendium_Unsupported"	"Compendium niet ondersteund"
"Compendium_Unsupported_Desc"	"Dit compendium is een oudere versie die momenteel niet wordt ondersteund."
"DOTA_GlobalItems_CursorPacks"	"Cursorpakketten"
"DOTA_Workshop_Materials"	"Materialen"
"DOTA_Workshop_Meshes"	"Meshes"
"DOTA_Workshop_EditTarget"	"Doel bewerken"
"DOTA_Workshop_Err_BadPath"	"Ongeldig pad: \"%1\""
"DOTA_Popup_Item_Received_Header_Unknown"	"Je hebt een item ontvangen!"
"DOTA_Popup_Item_Received_Header_Dropped"	"Je hebt een item ontvangen!"
"DOTA_Popup_Item_Received_Header_Traded"	"Je hebt een item geruild!"
"DOTA_Popup_Item_Received_Header_Purchased"	"Je hebt een item gekocht!"
"DOTA_Popup_Item_Received_Header_FoundInCrate"	"Je hebt een item ontvangen!"
"DOTA_Popup_Item_Received_Header_Gifted"	"Je hebt een geschenk ontvangen!"
"DOTA_Popup_Item_Received_Header_Earned"	"Je hebt een item verdiend!"
"DOTA_Popup_Item_Received_Header_Foreign"	"Je hebt een item in een ander spel gevonden!"
"DOTA_Popup_Item_Received_Header_PreviewItem"	"Je bent een nieuwe item aan het testen!"
"DOTA_Popup_Item_Received_Header_PreviewItemPurchased"	"Je hebt een item gekocht!"
"DOTA_Popup_Item_Received_Header_PeriodicScoreReward"	"Je hebt een item verdiend!"
"DOTA_Popup_Item_Received_Header_CommunityMarketPurchase"	"Je hebt een item gekocht!"
"DOTA_Popup_Item_Received_Label_IOfN"	"{d:item_i} van {d:item_n}"
"DOTA_Popup_Item_Received_Button_Accept"	"Accepteren"
"DOTA_Popup_Item_Received_Button_AcceptAll"	"Alles accepteren ({d:item_nl})"
"dota_casters"	"Uitzenders"
"LobbySetting_League"	"League"
"LobbySetting_League_Value"	"{s:lobbysetting_league}"
"DOTA_WatchLive_Purchase"	"Ticket {g:dota_item_price:ticket_itemdef}"
"DOTA_WatchLive_Activate"	"Ticket activeren"
"DOTA_WatchLive_LoadMore"	"Meer laden"
"DOTA_WatchReplays_Downloading"	"Downloaden... {i:download_pct}%"
"DOTA_WatchReplays_Decompressing"	"Uitpakken... {i:decompress_pct}%"
"LoadingScreenCastersInfo"	"Uitzenders: {i:casters_loaded}/{i:casters_total}"
"DOTA_Armory_ContextMenu_EquipSet"	"Set uitrusten"
"DOTA_Armory_Tag1_Default"	"Tag 1"
"DOTA_Armory_Tag2_Default"	"Tag 2"
"DOTA_Armory_Tag3_Default"	"Tag 3"
"DOTA_Armory_Tag4_Default"	"Tag 4"
"DOTA_Armory_Tag5_Default"	"Tag 5"
"DOTA_Armory_Tag6_Default"	"Tag 6"
"DOTA_Armory_Tag7_Default"	"Tag 7"
"DOTA_Armory_Tag8_Default"	"Tag 8"
"dota_page_match_details_replay_existence_decompressing"	"Uitpakken..."
"DOTA_Workshop_TextureName_trans"	"Transparantie"
"DOTA_Workshop_TextureName_normal"	"Normaal"
"DOTA_Workshop_Ward_Model"	"Wardmodel"
"DOTA_Workshop_CreateNewItem"	"Nieuw item maken"
"DOTA_Workshop_Err_Model_Portrait_NotEdited"	"Portret voor model %1 is niet geconfigureerd."
"DOTA_PreviewSounds_ExampleSounds"	"Voorbeeldgeluiden"
"DOTA_Tournament_Premium"	"Premium"
"DOTA_Tournament_Professional"	"Professioneel"
"DOTA_Tournament_Amateur"	"Amateur"
"DOTA_Treasure_MarketPurchase"	"Op de markt"
"DOTA_Treasure_HelpHeader"	"Elke schat bevat {d:items_per_treasure} van deze items"
"DOTA_Treasure_FilterAvailable"	"Beschikbaar"
"DOTA_Workshop_Tags_SingleItem"	"Enkele item"
"DOTA_Trophies_ViewMyCollection"	"Mijn verzameling"
"DOTA_Trophies_ViewActive"	"Actief"
"DOTA_Custom_Game_About"	"Over"
"DOTA_Custom_Game_Updates"	"Updates"
"DOTA_Workshop_Error_FailedToLoadCompiledModel"	"Model laden mislukt: %1"
"DOTA_EventName_International2014"	"The International 2014"
"DOTA_EventName_International2015"	"The International 2015"
"DOTA_Combine"	"Combineren"
"DOTA_Profile_SaveChanges"	"Wijzigingen opslaan"
"dota_lobby_broadcast_channel_title"	"Uitzendkanalen"
"dota_settings_shadowquality_off"	"Uit"
"dota_lobby_host"	"Lobbyhost: {s:lobby_host_name}"
"dota_lobby_row_region"	"{s:region}"
"dota_lobby_browser_header_region"	"Regio"
"dota_lobby_browser_all_regions"	"Alle regio's"
"DOTA_Armory_Category_Event"	"Herfstcompendium"
"DOTA_Armory_Category_CompendiumLevels"	"Levels"
"DOTA_Armory_Category_CompendiumCoins"	"Munten"
"dota_profile_recent_games_option_show_custom_games"	"Aangepaste spellen tonen"
"dota_profile_recent_game_result_uncalibrated_ranked"	"Kalibreren"
"dota_profile_recent_game_result_win_ranked"	"{i:ranked_mmr} (+{i:ranked_mmr_delta})"
"dota_profile_recent_game_result_loss_ranked"	"{i:ranked_mmr} ({i:ranked_mmr_delta})"
"DOTA_tooltip_econ_item_gift_dedication"	"{s:gift_dedication}"
"DOTA_econ_item_details_original_name_label"	"Oorspronkelijke naam:"
"DOTA_econ_item_details_add_socket"	"Socket toevoegen"
"DOTA_econ_item_details_add_gem"	"Juweel toevoegen"
"DOTA_econ_item_details_extract_gem"	"Juweel uit item halen"
"DOTA_econ_item_details_extract_gem_short"	"Uit item halen"
"DOTA_econ_item_details_reset_gem"	"Terugzetten"
"DOTA_econ_item_details_gift_header"	"Geschenk"
"DOTA_econ_item_details_gift_clear_gifter"	"Naam gever wissen"
"DOTA_econ_item_details_gift_clear_dedication"	"Toewijding wissen"
"DOTA_econ_item_details_sockets_header"	"Vaak voorkomende sockets"
"DOTA_econ_item_details_styles_header"	"Stijlen"
"DOTA_econ_item_details_style_name"	"{s:style_name}"
"DOTA_econ_item_details_style_selected"	"Geselecteerd"
"DOTA_econ_item_details_style_available"	"Selecteren"
"DOTA_econ_item_details_style_locked"	"Vergrendeld"
"DOTA_econ_item_details_tooltip_lock_reason"	"{s:style_lock_reason}"
"DOTA_econ_item_details_description_header"	"Beschrijving"
"DOTA_econ_item_details_description_reset"	"Resetten"
"DOTA_econ_item_details_description_edit"	"Bewerken"
"DOTA_Crafting"	"Ontwerpen"
"DOTA_CraftingResult_InvalidItems"	"Mislukt: ongeldige items."
"DOTA_CraftingResult_InternalError"	"Mislukt: interne fout."
"DOTA_CraftingResult_MissingLeague"	"Mislukt: je moet het compendium bezitten om dit recept te gebruiken."
"DOTA_Workshop_SubmitNew"	"Publiceren"
"DOTA_Workshop_SubmitUpdate"	"Update publiceren"
"DOTA_Workshop_SelectImportType"	"Wat ga je publiceren?"
"DOTA_Workshop_SelectHero"	"Held selecteren"
"DOTA_Workshop_SelectHeroWearable"	"Draagbaar item"
"DOTA_Workshop_SelectAbility"	"Vaardigheid selecteren"
"DOTA_Workshop_SelectHeroAbilityModel"	"Vaardigheidsmodel"
"DOTA_Workshop_SubmissionTypeImagesTitle"	"Wat voor soort afbeelding publiceer je?"
"DOTA_Workshop_SubmissionType_Wearable"	"Draagbaar item"
"DOTA_Workshop_SubmissionType_Wearable_Desc"	"Modelgeometrie die vastzit aan het basismodel van een specifieke held."
"DOTA_Workshop_SubmissionType_Courier"	"Koerier"
"DOTA_Workshop_SubmissionType_Courier_Desc"	"Twee modellen met de benodigde animaties om in het spel te functioneren, van zowel een koerier op de grond als voor een vliegende koerier van een team."
"DOTA_Workshop_SubmissionType_Ward_Desc"	"Een model met de vereiste animaties om in het spel te werken als Observer en Sentry Ward."
"DOTA_Workshop_SubmissionType_Other_Desc"	"Een inzending die niet onder één van de andere kopjes valt."
"DOTA_Workshop_SubmissionType_Ability"	"Vaardigheidsmodel"
"DOTA_Workshop_SubmissionType_HudSkin"	"Hud-skin"
"DOTA_Workshop_SubmissionType_HudSkin_Desc"	"Een set afbeeldingen die is ontworpen om de HUD in het spel te vervangen."
"DOTA_Workshop_SubmissionType_LoadingScreen"	"Laadscherm"
"DOTA_Workshop_SubmissionType_LoadingScreen_Desc"	"Een afbeelding om het laadscherm te vervangen."
"DOTA_Workshop_SubmissionType_Animation"	"Animatie"
"DOTA_Workshop_SubmissionType_Animation_Desc"	"Animaties die één of meerdere reeds bestaande animaties van een held vervangen."
"DOTA_Workshop_SubmissionType_Images"	"Afbeeldingen"
"DOTA_Workshop_SubmissionType_Images_Desc"	"Inzendingen die bestaan uit afbeeldingen, zoals laadschermen, HUD-skins, vaardigheidspictogrammen en chat-emoticons."
"DOTA_Workshop_SubmissionType_AbilityIcons"	"Vaardigheidspictogrammen"
"DOTA_Workshop_SubmissionType_AbilityIcons_Desc"	"Een set afbeeldingen die is ontworpen om de vaardigheidspictogrammen van een held te vervangen."
"DOTA_Workshop_SubmissionType_ChatEmoticon"	"Chat-emoticon"
"DOTA_Workshop_SubmissionType_ChatEmoticon_Desc"	"Een geanimeerde chat-emoticon."
"DOTA_Workshop_SubmissionType_CursorPack"	"Cursorpakket"
"DOTA_Workshop_SubmissionType_CursorPack_Desc"	"Een pakket cursors die de standaardcursors van de HUD vervangt."
"DOTA_Workshop_BrowseForGeoFilter"	"Modellen"
"DOTA_Workshop_BrowseForImageFilter"	"Afbeelding"
"DOTA_Workshop_BrowseForAnimFilter"	"Animaties"
"DOTA_Workshop_BrowseForPsdFilter"	"PSD"
"DOTA_Workshop_Imported_S1Mask_Text"	"De volgende bestanden zijn gemaakt: %1"
"DOTA_Workshop_Imported_S1MaskOverwrite_Title"	"Bestanden overschrijven?"
"DOTA_Workshop_Imported_S1MaskOverwrite_Text"	"WAARSCHUWING\nWeet je zeker dat je de volgende bestanden wilt overschrijven?\n%1"
"DOTA_Workshop_SaveSessionPrompt_Title"	"Sessie opslaan?"
"DOTA_Workshop_SaveSessionPrompt_Text"	"Je huidige sessie opslaan?"
"DOTA_Workshop_Error_FailedToLoadTexture"	"Laden van afbeeldingsbestand mislukt: %1"
"DOTA_Sale_24"	"24-uursuitverkoop"
"UI_File_Filter_PNG"	"PNG-bestanden (*.png)"
"DOTA_Teams_WindowTitle"	"TEAMS"
"DOTA_TeamManagement_FullName"	"Volledige teamnaam"
"DOTA_TeamManagement_TeamTag"	"Teamtag"
"DOTA_TeamManagement_Country"	"Land"
"DOTA_TeamManagement_URL"	"Team-URL"
"DOTA_TeamKickLabel"	"Verwijderen"
"DOTA_TeamKickMember"	"Teamlid verwijderen"
"DOTA_TeamConfirmKickMember"	"Dit teamlid verwijderen?"
"DOTA_TeamCreateNewTeam"	"Nieuw team maken"
"DOTA_TeamsMyTeams"	"Mijn teams"
"DOTA_OfficialTeamInfo"	"Mijn professionele info"
"DOTA_TeamsManageTeams"	"Teams beheren"
"DOTA_TeamImagesBrowse"	"Bladeren"
"DOTA_TeamBaseLogo"	"Basislogo team"
"DOTA_TeamBannerLogo"	"Bannerlogo team"
"DOTA_TeamSponsorLogo"	"Sponsorlogo team"
"DOTA_TeamTeamID"	"Team-ID:"
"DOTA_TeamTeamAdmin"	"Teamadmin:"
"DOTA_TeamBasicInfo"	"Basisinfo"
"DOTA_TeamRoster"	"Rooster"
"DOTA_TeamImages"	"Afbeeldingen"
"DOTA_TeamPlayerRoster"	"Spelersrooster"
"DOTA_TeamInvitePlayer"	"Speler uitnodigen"
"DOTA_TeamLeaveTeam"	"Dit team verlaten"
"DOTA_TeamJoinTeam"	"Aan team deelnemen"
"DOTA_TeamDisbandTeam"	"Team opheffen"
"DOTA_TeamDisbandTeamTooltip"	"Het teamrooster moet leeg zijn om het team op te heffen"
"DOTA_TeamInviteAPlayer"	"Typ de naam van een vriend in..."
"DOTA_GameMode_1"	"Kies een held"
"DOTA_GameMode_2"	"Aanvoerdersmodus"
"DOTA_GameMode_3"	"Willekeurige trekking"
"DOTA_GameMode_5"	"Alles willekeurig"
"DOTA_GameMode_12"	"Minst gespeeld"
"DOTA_GameMode_16"	"Aanvoerderstrekking"
"DOTA_GameMode_18"	"Vaardigheidstrekking"
"DOTA_JoinChatChannel_ChannelDistance"	"Afstand"
"DOTA_JoinChatChannel_Regional"	"Regionaal"
"DOTA_JoinChatChannel_Custom"	"Gebruiker"
"DOTA_JoinChatChannel_CustomGame"	"Aangepaste spellen"
"DOTA_JoinChatChannel_Locked"	"Regionale kanalen in dit gebied zijn momenteel uitgeschakeld."
"DOTA_Chat_ChannelDistance"	"{s:channel_distance} km"
"DOTA_Chat_CustomGameChannelName"	"{g:dota_custom_game_name:channel_name}"
"DOTA_ChatTarget_Prompt_CustomGame"	"Aan [{g:dota_custom_game_name:custom_game_id}]:"
"DOTA_ChatTarget_Format_CustomGame"	"{g:dota_custom_game_name:custom_game_id}"
"DOTA_ChatCommand_ShareProfile"	"shareprofile"
"DOTA_ChatCommand_ShareProfile_Name"	"Profiel delen"
"DOTA_ChatCommand_ShareProfile_Description"	"Deel een link naar je profiel in de huidige chat."
"DOTA_ChatCommand_FlipCoin"	"flip"
"DOTA_ChatCommand_FlipCoin_Name"	"Munt opgooien"
"DOTA_ChatCommand_FlipCoin_Description"	"Gooi een munt willekeurig om kop of munt te krijgen."
"DOTA_Chat_UnableToShareProfile"	"Kan je profiel niet delen in dit chatkanaal."
"DOTA_CoinFlip_Heads"	"heeft een munt opgegooid: <span class=\"CoinFlipResult\">KOP</span>"
"DOTA_CoinFlip_Tails"	"heeft een munt opgegooid: <span class=\"CoinFlipResult\">MUNT</span>"
"DOTA_CoinFlip_UnableToFlip"	"Kan geen munt opgooien in dit chatkanaal."
"DOTA_Chat_ShareProfileMessage"	"Mijn profiel: <span class=\"ShareChatPersona\">[{s:share_persona}]</span>"
"DOTA_PlayerContextMenu_Ignore"	"Gebruiker negeren"
"DOTA_Frontpage_LastMatch_Title"	"Je laatste spel"
"DOTA_Frontpage_LastMatch_Mode"	"Modus"
"DOTA_Frontpage_LastMatch_Duration"	"Duur"
"DOTA_Frontpage_LastMatch_Result"	"Resultaat"
"DOTA_Frontpage_LastMatch_Items"	"Items"
"DOTA_Frontpage_WatchLive_Title"	"Meest bekeken spel op dit moment"
"DOTA_Frontpage_FriendCustom_Title"	"Aangepast spel"
"DOTA_Frontpage_FriendCustom_IsPlaying"	"speelt"
"dota_settings_chat_join_regional"	"Aan regionaal chatkanaal deelnemen bij opstarten"
"DOTA_Teams_NoInfo"	"Geen informatie ingevoerd"
"DOTA_Armory_Category_ScratchPad"	"Verzameling"
"dota_profile_oi_cancel"	"Annuleren"
"DOTA_tooltip_econ_item_tournament_drop"	"Toernooivondst"
"DOTA_tooltip_econ_item_leaguename"	"{s:league_name}"
"DOTA_tooltip_econ_item_matchevent"	"{s:tournament_event}"
"DOTA_tooltip_econ_item_matchid"	"SPEL-ID: {s:tournament_matchID}"
"DOTA_tooltip_econ_item_matchdate"	"ONTVANGEN: {t:l:tournament_date}"
"DOTA_tooltip_econ_item_team1_name"	"{s:team1_name}"
"DOTA_tooltip_econ_item_unknown_team"	"Onbekend team"
"DOTA_tooltip_econ_item_team2_name"	"{s:team2_name}"
"DOTA_tooltip_econ_item_event_description"	"{s:event_description}"
"DOTA_Compendium_Coins_Increased"	"Je compendiummunten zijn verhoogd"
"DOTA_Compendium_Coin_Bank"	"{d:coin_bank}"
"DOTA_Compendium_Coin_Plus"	"+"
"DOTA_Compendium_Coins_Gained"	"{d:coins_gained}"
"DOTA_Workshop_Imported_S1NormalOverwrite_Title"	"Bestand overschrijven?"
"DOTA_Workshop_ItemImport_HeroName_Label"	"Held:"
"DOTA_Workshop_ItemImport_CreateItem_Name"	"Itemnaam:"
"DOTA_Workshop_ItemImport_CreateItem_Description"	"Beschrijving:"
"DOTA_Workshop_ItemImport_UpdateItem_Label"	"Bestaande itemdefinities"
"DOTA_Workshop_ItemImport_UpdateItem_Find_Label"	"Zoeken:"
"DOTA_Workshop_ItemImport_LoadItems_Progress"	"%1 itemdefinities"
"DOTA_Workshop_ItemImport_CreateNewItem_ReserveTestItemIndex_Failed"	"Geen lokale indices van testitems beschikbaar!"
"DOTA_Workshop_ItemSubmit_CreateItem_WaitingForGC_Title"	"GC-verzoek"
"DOTA_Workshop_ItemSubmit_CreateItem_WaitingForGC"	"Wachten op de GC..."
"DOTA_Workshop_ItemSubmit_Create_Button"	"Maken"
"DOTA_Workshop_ItemSubmit_Update_Button"	"Bijwerken"
"DOTA_Workshop_ItemSubmit_Create_IDLabel"	"Nieuw item: %1 '%2'"
"DOTA_Workshop_ItemSubmit_Update_IDLabel"	"Item bijwerken: %1 '%2'"
"DOTA_Workshop_ItemSubmit_Update_UICheckBox_Particles"	"Deeltjes"
"DOTA_Workshop_ItemSubmit_Update_UICheckBox_Portrait"	"Portret"
"DOTA_Workshop_ItemSubmit_Update_UICheckBox_Wearable"	"Draagbaar"
"DOTA_Workshop_ItemSubmit_FileName_Created"	"Item gemaakt: %1"
"DOTA_Workshop_ItemSubmit_FileName_Updated"	"Item bijgewerkt: %1"
"DOTA_Workshop_Items_Loading"	"Laden..."
"DOTA_Workshop_Items_No_Free_Item_Index_Title"	"Geen open itemindex!"
"DOTA_Workshop_Items_No_Free_Item_Index_Label"	"Er is geen item-index beschikbaar om aan dit item toe te wijzen!"
"DOTA_Workshop_Items_Duplicate_Item_Title"	"Dit item bestaat al!"
"DOTA_Workshop_Items_Duplicate_Item_Label"	"Je kunt geen item maken dat al bestaat. (De items hebben dezelfde naam.)"
"DOTA_ItemPicker_Title"	"Item selecteren"
"DOTA_ItemPicker_Action"	"Selecteren"
"DOTA_ItemRedemption_Title"	"{g:dota_item_name:header_item_def}-inlossing"
"DOTA_ItemRedemption_Action"	"Inwisselen"
"DOTA_ItemRedemption_ConfirmTitle"	"Item-inlossing"
"DOTA_ItemRedemption_ConfirmMessage"	"Weet je zeker dat je je {g:dota_item_name:redeem_item_def} wilt inlossen voor een {g:dota_item_name:selected_item_def}?"
"DOTA_ItemRedemption_Error"	"Item inlossen mislukt."
"DOTA_StyleUnlock_Action"	"Ontgrendelen"
"DOTA_StyleUnlock_ConfirmTitle"	"Stijl ontgrendelen"
"DOTA_StyleUnlock_ConfirmMessage"	"Weet je zeker dat je je {g:dota_item_name:redeem_item_def} wilt verbruiken om een stijl op je {g:dota_item_name:selected_item_def} te ontgrendelen?"
"DOTA_StyleUnlock_Error"	"Stijl op dit item ontgrendelen mislukt."
"DOTA_StyleUnlock_Text"	"Selecteer een item om deze stijlontgrendeling op toe te passen"
"DOTA_StyleUnlock_NoValidItems"	"Je hebt geen items in je arsenaal waar je deze stijlontgrendeling op toe kunt passen."
"Dota_Test_Build"	"Testbuild"
"DOTA_Workshop_SubmissionType_League_Ticket"	"League-ticket"
"DOTA_GameMode_AllDraft"	"Kies een held"
"DOTA_GameMode_22"	"Kies een held"
"DOTA_PlayerContextMenu_Unignore"	"Gebruiker niet meer negeren"
"DOTA_WatchTournaments_Search"	"Toernooien zoeken..."
"DOTA_ProfileCard_Event_ComingSoon"	"Herfstcompendium 2015 laden"
"DOTA_ProfileCard_Event_NotOwned"	"Herfstcompendium 2015 niet in bezit"
"DOTA_ProfileCard_Event_NeedsActivate"	"Activeer je Herfstcompendium 2015"
"DOTA_ProfileCard_Event_BuyCompendium"	"Herfstcompendium 2015 kopen"
"DOTA_ProfileCard_Event_Activate"	"Compendium activeren"
"DOTA_ProfileCard_Event_BuyLevels"	"Levels kopen"
"DOTA_ProfileCard_Event_SpendCoins"	"Munten besteden"
"DOTA_ProfileCard_CompendiumLevel"	"Compendiumlevel"
