"dota"
{
"DOTA_Accept"	"ยอมรับ"
"DOTA_PartyVisTooltip_NonLeaderNotOpen"	"เพื่อนของสมาชิกปาร์ตี้สามารถขอเข้าร่วมได้<br/>เฉพาะหัวหน้าปาร์ตี้เท่านั้นที่สามารถยอมรับคำขอเข้าร่วมได้<br/>คลิกเพื่อตั้งสถานะเปิดปาร์ตี้ ซึ่งจะเพิ่มการแสดงผลที่โดดเด่นให้เพื่อนเห็น"
"DOTA_TogglePartyOpenMic_Tooltip"	"เปิด/ปิดไมค์ปาร์ตี้"
"DOTA_PartySettings"	"การตั้งค่าปาร์ตี้"
"DOTA_PartySettings_OpenParty"	"เปิดปาร์ตี้นี้เพื่อให้ขอเข้าร่วมได้"
"DOTA_PartySettings_BroadcastToFriends"	"ให้เพื่อนของฉันเห็นเมื่อฉันอยู่ในปาร์ตี้"
"DOTA_PartySettings_OpenState_NotOpen"	"หัวหน้าปาร์ตี้ได้ตั้งปาร์ตี้เป็นเปิดเพื่อให้ขอเข้าร่วมได้"
"DOTA_PartySettings_OpenState_NotOpenLeader"	"ปาร์ตี้นี้ไม่ได้เปิดให้ขอเข้าร่วม"
"DOTA_PartySettings_OpenState_OpenButHiddenFromFriends"	"ปาร์ตี้นี้เปิดให้ขอเข้าร่วมได้ คุณไม่ได้แจ้งปาร์ตี้นี้ให้เพื่อนของคุณเห็น แต่เพื่อนของสมาชิกปาร์ตี้คนอื่นอาจมองเห็นได้"
"DOTA_PartySettings_OpenState_Open"	"ปาร์ตี้นี้เปิดให้ขอเข้าร่วมได้ และเพื่อนของคุณก็มองเห็นได้ และเพื่อนของสมาชิกปาร์ตี้คนอื่นก็อาจมองเห็นได้เช่นกัน"
"DOTA_LobbyInvite_Title"	"คำเชิญล็อบบี้"
"DOTA_LobbyInvite_Description"	"{g:dota_persona:inviter} ได้เชิญคุณเข้าร่วมล็อบบี้"
"DOTA_PartyJoinedLobby_Title"	"เข้าร่วมล็อบบี้"
"DOTA_PartyJoinedLobby_Generic"	"{s:party_leader} ได้ย้ายคุณเข้าสู่ล็อบบี้"
"DOTA_PartyJoinedLobby_Custom"	"{s:party_leader} ได้ย้ายคุณเข้าสู่ล็อบบี้ {s:custom_game}"
"DOTA_PartyLeader"	"หัวหน้าปาร์ตี้"
"DOTA_LobbyKicked_Header"	"ถูกเตะออกจากล็อบบี้"
"DOTA_LobbyKicked_Message"	"คุณถูกเตะออกจากล็อบบี้โดยหัวหน้าล็อบบี้"
"DOTA_PlayerContextMenu_ViewProfile"	"ดูโปรไฟล์"
"DOTA_PlayerContextMenu_ChatWithPlayer"	"ส่งข้อความ"
"DOTA_PlayerContextMenu_InviteToParty"	"เชิญเข้าสู่ปาร์ตี้"
"DOTA_PlayerContextMenu_SuggestInviteToParty"	"แนะนำให้เชิญเข้าสู่ปาร์ตี้"
"DOTA_PlayerContextMenu_KickFromParty"	"เตะออกจากปาร์ตี้"
"DOTA_PlayerContextMenu_SetPartyLeader"	"ตั้งเป็นหัวหน้าปาร์ตี้"
"DOTA_PlayerContextMenu_LeaveParty"	"ออกจากปาร์ตี้"
"DOTA_PlayerContextMenu_CoachParty"	"ฝึกสอนปาร์ตี้นี้"
"DOTA_PlayerContextMenu_StopCoachingParty"	"หยุดการฝึกสอนปาร์ตี้นี้"
"DOTA_PlayerContextMenu_AddFriend"	"เพิ่มเพื่อน"
"DOTA_PlayerContextMenu_RemoveFriend"	"ลบเพื่อน"
"DOTA_PlayerContextMenu_AcceptFriendRequest"	"ยอมรับคำขอเป็นเพื่อน"
"DOTA_PlayerContextMenu_IgnoreFriendRequest"	"ละเว้นคำขอเป็นเพื่อน"
"DOTA_PlayerContextMenu_Spectate"	"เข้าชมเกม"
"DOTA_PlayerContextMenu_InviteToLobby"	"เชิญเข้าสู่ล็อบบี้"
"DOTA_PlayerContextMenu_SuggestInviteToLobby"	"แนะนำให้เชิญเข้าสู่ล็อบบี้"
"DOTA_PlayerContextMenu_KickFromLobby"	"เตะออกจากล็อบบี้"
"DOTA_PlayerContextMenu_KickFromLobbyTeam"	"เตะออกจากทีมล็อบบี้"
"DOTA_FeaturedHero_UnableToLoad"	"ไม่สามารถโหลดฮีโร่ที่โดดเด่นได้"
"DOTA_FeaturedHero_ViewGrid"	"มุมมองแบบตาราง"
"DOTA_FeaturedHero_HeroName"	"{s:hero_name}"
"DOTA_FeaturedHero_ItemName"	"{g:dota_item_name:item_def}"
"DOTA_FeaturedHeroReason_NewHero"	"ฮีโร่ที่เพิ่งเปิดตัวใหม่"
"DOTA_FeaturedHeroReason_NewItem"	"{s:item_rarity} ใหม่"
"DOTA_FeaturedHeroReason_FrequentlyPlayedHero"	"เพราะคุณเพิ่งเล่น"
"DOTA_FeaturedHeroReason_FeaturedItem"	"ไอเท็มโดดเด่น"
"DOTA_FeaturedHeroReason_PopularItem"	"ขายดี"
"DOTA_FeaturedHeroReason_SaleItem"	"กำลังลดราคา"
"DOTA_NewFeaturedHero_WinterWyvern"	"ท่ามกลางวายุอันเหน็บหนาว มังกรโบราณได้ปรากฏตัวขึ้น"
"DOTA_HeroSelectorCategory_Default"	"ฮีโร่ทั้งหมด"
"DOTA_HeroSelectorCategory_NewItems"	"ที่มีไอเท็มใหม่"
"DOTA_HeroSelectorCategory_Favorites"	"ที่ชื่นชอบ"
"DOTA_HeroSelectorCategory_MostPlayed"	"ที่ฉันเล่นบ่อยที่สุด"
"DOTA_HeroSelectorCategory_LeastPlayed"	"ที่ฉันเล่นน้อยที่สุด"
"DOTA_HeroSelectorCategory_HaveItems"	"ที่ฉันมีไอเท็มใส่"
"DOTA_HeroSelectorCategory_PrimaryAttribute_Strength"	"Strength"
"DOTA_HeroSelectorCategory_PrimaryAttribute_Agility"	"Agility"
"DOTA_HeroSelectorCategory_PrimaryAttribute_Intelligence"	"Intelligence"
"DOTA_HeroSelectorCategory_AttackRange_Melee"	"ระยะประชิด"
"DOTA_HeroSelectorCategory_AttackRange_Ranged"	"ระยะไกล"
"DOTA_HeroSelector_SelectHero_Label"	"เลือก"
"DOTA_HeroSelector_ClearFilters"	"ล้างตัวกรอง"
"DOTA_OwnedItemSet_Selector_Title"	"เป็นเจ้าของแล้ว"
"DOTA_EquippedItemSet_Selector_Title"	"สวมใส่อยู่"
"DOTA_OwnedItemSet_Available_Title"	"พร้อมสวมใส่"
"DOTA_FeaturedItemSet_Selector_Title"	"โดดเด่น"
"DOTA_AllItemSet_Selector_Title"	"ทั้งหมด"
"DOTA_ConfirmLANLobby_title"	"ล็อบบี้ท้องถิ่น"
"DOTA_ConfirmLANLobby_desc"	"เกมท้องถิ่นจะถูกโฮสต์บนเครื่องของคุณ ความต้องการของระบบจะมากขึ้นบนเครื่องนี้"
"DOTA_ConfirmLANLobbyDisconnect_title"	"ออกจากล็อบบี้ท้องถิ่น?"
"DOTA_ConfirmLANLobbyDisconnect_desc"	"เกมล็อบบี้นี้จะถูกโฮสต์บนเครื่องของคุณ การตัดการเชื่อมต่อจะยุติเกมสำหรับผู้เล่นทุกคน ดำเนินการต่อหรือไม่?"
"DOTA_ConfirmLANLobbyDisconnect_ok"	"ใช่ ตัดการเชื่อมต่อ"
"DOTA_Lobby_Settings_General"	"การตั้งค่าล็อบบี้ทั่วไป"
"DOTA_Lobby_Settings_Required"	"จำเป็น"
"DOTA_Lobby_Settings_Confirm"	"{s:lobby_confirm_label}"
"DOTA_Lobby_Settings_Game_Mode"	"โหมดเกม"
"DOTA_Lobby_Settings_Region"	"สถานที่ตั้งเซิร์ฟเวอร์"
"DOTA_Lobby_Settings_Password"	"รหัสผ่านล็อบบี้"
"DOTA_Lobby_Settings_Game_Name"	"ชื่อเกม"
"DOTA_Lobby_Settings_Advanced"	"การตั้งค่าล็อบบี้ขั้นสูง"
"DOTA_Lobby_Settings_Competitive"	"การแข่งขัน"
"DOTA_Lobby_Settings_Starting_Team"	"ทีมที่เริ่มก่อน"
"DOTA_Lobby_Settings_Starting_Team_Random"	"สุ่ม"
"DOTA_Lobby_Settings_Starting_Team_Radiant"	"RADIANT"
"DOTA_Lobby_Settings_Starting_Team_Dire"	"DIRE"
"DOTA_Lobby_Settings_Penalty_Radiant"	"การลงโทษ - RADIANT"
"DOTA_Lobby_Settings_Penalty_Dire"	"การลงโทษ - DIRE"
"DOTA_Lobby_Settings_Penalty_Level_0"	"ไม่มีการลงโทษ"
"DOTA_Lobby_Settings_Penalty_Level_1"	"ระยะเวลาแบน -30 วินาที"
"DOTA_Lobby_Settings_Penalty_Level_2"	"ระยะเวลาแบน -70 วินาที"
"DOTA_Lobby_Settings_Penalty_Level_3"	"ระยะเวลาแบน -110 วินาที"
"DOTA_Lobby_Settings_Penalty_Tooltip"	"เมื่ออยู่ใน Captain's Mode สิ่งนี้จะลดระยะเวลาช่วงแบนของทีมนี้"
"DOTA_Lobby_Settings_Series_Type"	"รูปแบบการแข่งขัน"
"DOTA_Lobby_Settings_No_Series"	"เกมเดียว"
"DOTA_Lobby_Settings_Series_Best_of_3"	"BEST OF 3"
"DOTA_Lobby_Settings_Series_Best_of_5"	"BEST OF 5"
"DOTA_Lobby_Settings_Gameplay_Rules"	"กฎในการเล่น"
"DOTA_Lobby_Settings_Enable_Cheats"	"เปิดการใช้สูตรโกง"
"DOTA_Lobby_Settings_All_Chat"	"สนทนากับทุกคน"
"DOTA_Lobby_Settings_Fill_Bots"	"เติมช่องว่างด้วยบอท"
"DOTA_Lobby_Settings_Bot_Difficulty"	"ระดับความยากของบอท"
"DOTA_Lobby_Settings_Bot_Difficulty_Passive"	"ตั้งรับ"
