"dota"
{
"DOTA_Accept"	"Kabul Et"
"dota_ready_up_count"	"{s:ready_up_ready} / {s:ready_up_lobby_members}"
"dota_play_normal_match"	"Normal Maç"
"dota_play_ranked_match"	"Dereceli Maç"
"dota_play_practice_1v1"	"1v1 Alıştırma"
"dota_play_practice_with_bots"	"Botlarla Alıştırma"
"dota_play_practice_1v1_playtab"	"1v1 ALIŞTIRMA"
"dota_play_1v1_desc"	"Düşman oyuncuya karşı orta solo mücadelesine girin. Karşılaşma, oyunculardan herhangi birisi iki kez öldüğünde ya da kule kaybettiğinde sona erer."
"dota_play_practice_1v1_party_warning"	"1v1 eşleştirmelerde partilere izin verilmez"
"dota_play_button_label"	"{s:play_button_label}"
"dota_play"	"Dota Oyna"
"dota_play_searching"	"Maç Bulunuyor"
"dota_play_connecting"	"Sunucu Yükleniyor..."
"dota_play_lobby_find_server"	"Sunucu Bulunuyor"
"dota_play_find_match_label"	"{s:find_match_label}"
"dota_reconnect"	"Yeniden Bağlan"
"dota_abandon_game"	"Oyunu Terk Et"
"dota_safe_leave_game"	"Oyundan Ayrıl"
"dota_disconnect"	"Bağlantıyı Kes"
"dota_play_unavailable"	"Erişilemiyor"
"dota_leaver_consequence_tooltip_header"	"Sonuçlar"
"dota_leaver_consequences"	"{s:leaver_consequences}"
"dota_leaver_consequences_details"	"{s:leaver_consequences_details}"
"dota_leaver_view_tooltip"	"Detayları Görüntüle"
"dota_leaver_consequence_header_failure_to_reconnect"	"Geri bağlanmamak aşağıdaki sonuçlara neden olacaktır:"
"dota_leaver_consequence_header_leave_match"	"Bu maçı terk etmek aşağıdaki sonuçlara neden olacaktır:"
"dota_leaver_consequence_LetDownTeammates"	"Takım arkadaşların dezavantajlı oynayacak."
"dota_leaver_consequence_SmallMatchmakingCooldown"	"Bir süre için eşleştirmeye alınmayacaksın."
"dota_leaver_consequence_CreditWithAbandon"	"Bir terketme sayısı alacaksın."
"dota_leaver_consequence_ForcedLossForLeaver"	"Bir yenilgi alacaksın."
"dota_leaver_consequence_ForcedLossForLeaversParty"	"<b>Partindeki herkes</b> yenilgi alacak."
"dota_leaver_consequence_ForcedLossForLeaversTeam"	"<b>Senin takımın</b>, %s1, yenilgi alacak."
"dota_leaver_consequence_MMRLossForLeaver"	"Eşleştirme derecen azalacak."
"dota_leaver_consequence_MMRLossForLeaversParty"	"<b>Partindeki herkesin</b> eşleştirme derecesi azalacak."
"dota_leaver_consequence_MMRLossForLeaversTeam"	"<b>Takımının</b> eşleştirme derecesi, %s1 düşecek."
"dota_leaver_consequence_MatchDiscardedForOtherPlayers"	"Diğer oyuncular için maç skoru tutulmayacak."
"dota_leaver_consequence_NotDecrementLowPriGamesRemaining"	"Bu maçı tamamlamış sayılmayacaksın."
"dota_reconnect_popup_title"	"Yeniden Bağlanılsın mı?"
"dota_reconnect_popup_message"	"Geçici Yazı - oyuna tekrar bağlanmak istiyor musun?"
"dota_matchmaking_regions_refresh"	"Pingleri Yenile"
"dota_matchmaking_region_ping"	"{s:region_ping}"
"dota_matchmaking_region_offline"	"Bakım için Çevrimdışı"
"dota_matchmaking_region_unknown_ping"	"Ping: Bilinmiyor"
"dota_matchmaking_region_ping_time"	"Ping: {i:ping_ms}ms"
"DOTA_VAC_Verification_Header"	"Valve Anti Hile (VAC)"
"DOTA_VAC_Verification_Header_Solo"	"Bilgisayarınızda bulunan bir problem VAC sistemini engellediği için eşleştirmeye katılamadın. Lütfen VAC'a müdahale edebilecek bir program kullanmadığınızdan ve Steam'in düzgün yüklendiğinden emin olun."
"DOTA_VAC_Verification_Header_Party"	"Bilgisayarınızda bulunan bir problem bir veya daha fazla parti üyesinin VAC sistemini engellediği için eşleştirmeye katılamadınız. Lütfen parti üyelerinin VAC'a müdahale edebilecek bir program kullanmadığından ve Steam'in düzgün yüklenmiş olduğundan emin olun."
"DOTA_VAC_Verification_Button1"	"Daha Fazla Bilgi"
"DOTA_VAC_Verification_Button2"	"Kapat"
"dota_matchmaking_regions_button"	"{s:regions_selected}"
"dota_region_automatic"	"Bölge: Otomatik"
"dota_regions_selected"	"Bölgeler: "
"dota_lobby_region_invalid"	"Hiçbiri"
"dota_play_no_language_selected"	"DİL SEÇ"
"dota_play_language"	"{s:match_language}"
"dota_play_language_many"	"DİLLER: {i:match_language_count}"
"dota_ready_fail"	"HAZIR OLAMADIN"
"dota_ready_fail_desc"	"Maçın hazırdı, fakat cevap vermediğin için eşleştirme havuzundan çıkarıldın."
"dota_all_chat_label"	"[HERKES]"
"dota_chatwheel_label_Ok"	"Tamam"
"dota_chatwheel_label_Care"	"Dikkat"
"dota_chatwheel_label_GetBack"	"Geri çekilin"
"dota_chatwheel_label_NeedWards"	"Göz Lazım"
"dota_chatwheel_label_Stun"	"Sersemletin"
"dota_chatwheel_label_Help"	"Yardım"
"dota_chatwheel_label_Push"	"İttirin"
"dota_chatwheel_label_GoodJob"	"Çok iyiydi"
"dota_chatwheel_label_Missing"	"Eksik"
"dota_chatwheel_label_Missing_Top"	"Üst eksik"
"dota_chatwheel_label_Missing_Mid"	"Orta eksik"
"dota_chatwheel_label_Missing_Bottom"	"Alt eksik"
"dota_chatwheel_label_Go"	"İlerle!"
"dota_chatwheel_label_Initiate"	"Başlat!"
"dota_chatwheel_label_Follow"	"Beni takip edin"
"dota_chatwheel_label_Group_Up"	"Toplanın"
"dota_chatwheel_label_Spread_Out"	"Yayılın"
"dota_chatwheel_label_Split_Farm"	"Ayrılıp kas"
"dota_chatwheel_label_Attack"	"Şimdi saldırın!"
"dota_chatwheel_label_BRB"	"Hemen döneceğim"
"dota_chatwheel_label_Dive"	"Dalın!"
"dota_chatwheel_label_OMW"	"Yoldayım"
"dota_chatwheel_label_Get_Ready"	"Hazır ol"
"dota_chatwheel_label_Bait"	"Tuzak"
"dota_chatwheel_label_Heal"	"İyileştir"
"dota_chatwheel_label_Mana"	"Mana"
"dota_chatwheel_label_OOM"	"Mana bitti"
"dota_chatwheel_label_Skill_Cooldown"	"Doluyor"
"dota_chatwheel_label_Ulti_Ready"	"Son yetenek hazır"
"dota_chatwheel_label_Enemy_Returned"	"Döndü"
"dota_chatwheel_label_All_Missing"	"Hepsi eksik"
"dota_chatwheel_label_Enemy_Incoming"	"Geliyor"
"dota_chatwheel_label_Invis_Enemy"	"Görünmez düşman"
"dota_chatwheel_label_Enemy_Had_Rune"	"Düşmanda rün var"
"dota_chatwheel_label_Split_Push"	"Ayrık ittirme"
"dota_chatwheel_label_Coming_To_Gank"	"Pusu kurmaya geliyorum"
"dota_chatwheel_label_Request_Gank"	"Pusu kurmalıyız"
"dota_chatwheel_label_Fight_Under_Tower"	"Kule altında"
"dota_chatwheel_label_Deny_Tower"	"Kuleyi reddet"
"dota_chatwheel_label_Buy_Courier"	"Kurye satın al"
"dota_chatwheel_label_Upgrade_Courier"	"Kuryeyi yükselt"
"dota_chatwheel_label_Need_Detection"	"Görünmezleri tespit etmemiz gerek"
"dota_chatwheel_label_They_Have_Detection"	"Görünmezleri görüyorlar"
"dota_chatwheel_label_Buy_TP"	"TP satın al"
"dota_chatwheel_label_Reuse_Courier"	"Kuryeyi tekrar kullan"
"dota_chatwheel_label_Deward"	"Gözü kır"
"dota_chatwheel_label_Building_Mek"	"Mek yapıyorum"
"dota_chatwheel_label_Building_Pipe"	"Pipe yapıyorum"
"dota_chatwheel_label_Stack_And_Pull"	"İstifle ve çek"
"dota_chatwheel_label_Pull"	"Yaratıkları çek"
"dota_chatwheel_label_Pulling"	"Yaratıkları çekiyorum"
"dota_chatwheel_label_Stack"	"Tarafsızları istifle"
"dota_chatwheel_label_Jungling"	"Ormanda"
"dota_chatwheel_label_Roshan"	"Roshan"
"dota_chatwheel_label_Affirmative"	"Olumlu"
"dota_chatwheel_label_Wait"	"Bekle"
"dota_chatwheel_label_Pause"	"Duraklat"
"dota_chatwheel_label_Current_Time"	"Şu Anki Zaman"
"dota_chatwheel_label_Check_Runes"	"Rünleri kontrol et"
"dota_chatwheel_label_Smoke_Gank"	"Smoke pususu kuralım!"
"dota_chatwheel_label_GLHF"	"Bol şans"
"dota_chatwheel_label_Nice"	"Güzel"
"dota_chatwheel_label_Thanks"	"Teşekkürler"
"dota_chatwheel_label_Sorry"	"Üzgünüm"
"dota_chatwheel_label_No_Give_Up"	"Pes etme"
"dota_chatwheel_label_Just_Happened"	"Bu az önce oldu"
"dota_chatwheel_label_Game_Is_Hard"	"Oyun zor"
"dota_chatwheel_label_New_Meta"	"Yeni meta"
"dota_chatwheel_label_My_Bad"	"Benim hatam"
"dota_chatwheel_label_Regret"	"Pişmanlık"
"dota_chatwheel_label_Relax"	"Sakin ol"
"dota_chatwheel_label_GG"	"GG"
"dota_chatwheel_label_GGWP"	"GGWP"
"dota_chatwheel_label_All_GG"	"(Herkes) GG"
"dota_chatwheel_label_All_GGWP"	"(Herkes) GGWP"
"dota_chatwheel_label_What_To_Buy"	"Ne almalıyım?"
"dota_chatwheel_label_Im_Retreating"	"Geri çekiliyorum"
"dota_chatwheel_label_Space_Created"	"Alan oluşturuldu"
"dota_chatwheel_label_Whoops"	"Hay Allah"
"dota_chatwheel_label_Tower_then_Back"	"Kuleyi alıp geri çekilin"
"dota_chatwheel_label_Barracks_then_Back"	"Barakayı alıp geri çekilin"
"dota_chatwheel_label_Ward_Bottom_Rune"	"Alt rüne göz koyun"
"dota_chatwheel_label_Ward_Top_Rune"	"Üst rüne göz koyun"
"dota_chatwheel_label_Zeus_Ult"	"Zeus Ulti"
"dota_chatwheel_header_positioning"	"Pozisyon alıyorum"
"dota_chatwheel_header_status"	"Durum"
"dota_chatwheel_header_enemy"	"Düşman"
"dota_chatwheel_header_lane"	"Kulvar"
"dota_chatwheel_header_items"	"Eşyalar"
"dota_chatwheel_header_neutrals"	"Tarafsızlar"
"dota_chatwheel_header_misc"	"DİĞER"
"dota_chatwheel_header_flavor"	"Tat"
"dota_chatwheel_message_Ok"	"Tamam. "
"dota_chatwheel_message_Care"	"Dikkat!"
"dota_chatwheel_message_GetBack"	"Geri çekilin!"
"dota_chatwheel_message_NeedWards"	"Gözlere ihtiyacımız var."
"dota_chatwheel_message_Stun"	"Şimdi sersemlet!"
"dota_chatwheel_message_Help"	"İmdat!"
"dota_chatwheel_message_Push"	"Şimdi ittirin"
"dota_chatwheel_message_GoodJob"	"Çok iyiydi!"
"dota_chatwheel_message_Missing"	"Eksik!"
"dota_chatwheel_message_Missing_Top"	"Üst eksik!"
"dota_chatwheel_message_Missing_Mid"	"Orta eksik!"
"dota_chatwheel_message_Missing_Bottom"	"Alt eksik!"
"dota_chatwheel_message_Go"	"İlerle!"
"dota_chatwheel_message_Initiate"	"Başlat!"
"dota_chatwheel_message_Follow"	"Beni takip edin"
"dota_chatwheel_message_Group_Up"	"Toplanın"
"dota_chatwheel_message_Spread_Out"	"Yayılın"
"dota_chatwheel_message_Split_Farm"	"Ayrılıp kasın"
"dota_chatwheel_message_Attack"	"Şimdi saldırın!"
"dota_chatwheel_message_BRB"	"Hemen döneceğim"
"dota_chatwheel_message_Dive"	"Dalın!"
"dota_chatwheel_message_OMW"	"Yoldayım"
"dota_chatwheel_message_Get_Ready"	"Hazır olun"
"dota_chatwheel_message_Bait"	"Tuzak"
"dota_chatwheel_message_Heal"	"İyileştir"
"dota_chatwheel_message_Mana"	"Mana"
"dota_chatwheel_message_OOM"	"Mana bitti"
"dota_chatwheel_message_Skill_Cooldown"	"Yetenekler doluyor"
"dota_chatwheel_message_Ulti_Ready"	"Son yetenek hazırda"
"dota_chatwheel_message_Enemy_Returned"	"Düşman döndü"
"dota_chatwheel_message_All_Missing"	"Tüm düşman kahramanlar eksik!"
"dota_chatwheel_message_Enemy_Incoming"	"Düşman geliyor!"
"dota_chatwheel_message_Invis_Enemy"	"Yakınlarda görünmez düşman var!"
"dota_chatwheel_message_Enemy_Had_Rune"	"Düşmanda rün var"
"dota_chatwheel_message_Split_Push"	"Ayrılıp ittir"
"dota_chatwheel_message_Coming_To_Gank"	"Pusuya geliyorum"
"dota_chatwheel_message_Request_Gank"	"Bir pusu istiyorum"
"dota_chatwheel_message_Fight_Under_Tower"	"Kule altında savaşın"
"dota_chatwheel_message_Deny_Tower"	"Kuleyi reddedin!"
"dota_chatwheel_message_Buy_Courier"	"Kurye alın lütfen"
"dota_chatwheel_message_Upgrade_Courier"	"Biri kuryeyi yükseltebilir mi?"
"dota_chatwheel_message_Need_Detection"	"Görünmezleri tespit etmemiz gerek"
"dota_chatwheel_message_They_Have_Detection"	"Görünmezleri görüyorlar"
"dota_chatwheel_message_Buy_TP"	"Teleport Scroll satın alın"
"dota_chatwheel_message_Reuse_Courier"	"Kuryeyi tekrar kullan"
"dota_chatwheel_message_Deward"	"Gözleri kırın lütfen"
"dota_chatwheel_message_Building_Mek"	"Mekansm yapıyorum"
"dota_chatwheel_message_Building_Pipe"	"Pipe yapıyorum"
"dota_chatwheel_message_Stack_And_Pull"	"İstifleyip çekin lütfen"
"dota_chatwheel_message_Pull"	"Yaratıkları çekin lütfen"
"dota_chatwheel_message_Pulling"	"Yaratıkları çekiyorum"
"dota_chatwheel_message_Stack"	"Tarafsızları istifleyin"
"dota_chatwheel_message_Jungling"	"Ormanda"
"dota_chatwheel_message_Roshan"	"Roshan"
"dota_chatwheel_message_Affirmative"	"Olumlu"
"dota_chatwheel_message_Wait"	"Bekle"
"dota_chatwheel_message_Pause"	"Duraklatın lütfen!"
"dota_chatwheel_message_Current_Time"	"Şu Anki Oyun Zamanı"
"dota_chatwheel_message_Check_Runes"	"Rünleri kontrol edin lütfen"
"dota_chatwheel_message_Smoke_Gank"	"Hadi smoke pususu yapalım!"
"dota_chatwheel_message_GLHF"	"Bol şans, iyi eğlenceler"
"dota_chatwheel_message_Nice"	"Güzel"
"dota_chatwheel_message_Thanks"	"Teşekkürler!"
"dota_chatwheel_message_Sorry"	"Üzgünüm"
"dota_chatwheel_message_No_Give_Up"	"Pes etme!"
"dota_chatwheel_message_Just_Happened"	"Bu az önce oldu"
"dota_chatwheel_message_Game_Is_Hard"	"Oyun zor"
"dota_chatwheel_message_New_Meta"	"Yeni meta"
"dota_chatwheel_message_My_Bad"	"Benim hatam"
"dota_chatwheel_message_Regret"	"Kararımdan anında pişman oldum"
"dota_chatwheel_message_Relax"	"Sakin ol, iyi gidiyorsun"
"dota_chatwheel_message_MissingHero"	"%s1 eksik!"
"dota_chatwheel_message_ReturnedHero"	"%s1 geri döndü!"
"dota_chatwheel_message_GG"	"İyi oyun"
"dota_chatwheel_message_GGWP"	"İyi oyun, güzel oynadınız"
"dota_chatwheel_message_All_GG"	"İyi oyun"
"dota_chatwheel_message_All_GGWP"	"İyi oyun, güzel oynadınız"
"dota_chatwheel_message_What_To_Buy"	"Ne satın almalıyım?"
"dota_chatwheel_message_Im_Retreating"	"Geri çekiliyorum"
"dota_chatwheel_message_Space_Created"	"Alan oluşturuldu"
"dota_chatwheel_message_Whoops"	"Hay Allah"
"dota_chatwheel_message_Tower_then_Back"	"Kuleyi yok et sonra geri dön"
"dota_chatwheel_message_Barracks_then_Back"	"Barakaları yok et sonra geri dön"
"dota_chatwheel_message_Ward_Bottom_Rune"	"Alt rüne göz koyun"
"dota_chatwheel_message_Ward_Top_Rune"	"Üst rüne göz koyun"
"dota_chatwheel_message_Zeus_Ult"	"Zeus Şimdi Ulti!"
"dota_settings_hotkeys"	"Kısayollar"
"dota_settings_options"	"Seçenekler"
"dota_settings_audio"	"Ses"
"dota_settings_voice"	"Sesli İletişim"
"dota_settings_voice_level"	"Mevcut kayıt seviyesi"
"dota_settings_voice_steam_link"	"Kayıt aygıtı ayarları <a href=\"event:DOTAShowSteamVoiceSettings()\">Steam ses ayarları</a> kullanılarak yapılabilir."
"dota_settings_volume"	"Ses"
"dota_settings_video"	"Görüntü"
"dota_settings_resetkeys"	"Kısayolları Sıfırla..."
"dota_settings_legacykeys"	"Eski Tip Tuşları Kullan"
"dota_settings_abilities"	"Yetenekler"
"dota_settings_abilities_hero"	"Kahraman"
"dota_settings_abilities_neutrals"	"Tarafsızlar"
"dota_settings_abilities_courier"	"Kurye"
"dota_settings_abilities_primary1"	"1"
"dota_settings_abilities_primary2"	"2"
"dota_settings_abilities_primary3"	"3"
"dota_settings_abilities_secondary1"	"4"
"dota_settings_abilities_secondary2"	"5"
"dota_settings_abilities_neutral1"	"1"
"dota_settings_abilities_neutral2"	"2"
"dota_settings_abilities_neutral3"	"3"
"dota_settings_abilities_neutral4"	"4"
"dota_settings_abilities_courier1"	"1"
"dota_settings_abilities_courier2"	"2"
"dota_settings_abilities_courier3"	"3"
"dota_settings_abilities_courier4"	"4"
"dota_settings_abilities_courier5"	"5"
"dota_settings_abilities_courier6"	"6"
"dota_settings_abilities_ultimate"	"N"
"dota_settings_cast"	"Kullan"
"dota_settings_autocast"	"Oto Kullan"
"dota_settings_quickcast"	"Hızlı Kullan"
"dota_settings_mirror"	"Kahraman Panelinden Kısayolları Göster"
"dota_settings_abilitylearn"	"Yetenek Öğren"
"dota_settings_upgradestats"	"Özelliklerini Yükselt"
"dota_settings_unitactions"	"Birim Eylemleri"
"dota_settings_attack"	"Hücum Et / Saldırıya Zorla"
"dota_settings_move"	"Hareket Et"
"dota_settings_stop"	"Dur"
"dota_settings_holdposition"	"Konumunu Koru"
"dota_settings_selecthero"	"Kahramanı Seç"
"dota_settings_selectall"	"Tüm Birimleri Seç"
"dota_settings_selectallothers"	"Diğer Tüm Birimleri Seç"
"dota_settings_selectcourier"	"Kuryeyi Seç"
"dota_settings_courierdeliver"	"Kurye Eşyaları Teslim Et"
"dota_settings_courierhaste"	"Kurye Hızlandırma"
"dota_settings_useactionitem"	"Eylem Eşyası"
"dota_settings_herotaunt"	"Alay Eşyası"
"dota_settings_items"	"Eşyalar"
"dota_settings_openshop"	"Dükkanı Aç"
"dota_settings_purchasequickbuy"	"Hızlı Alım"
"dota_settings_purchasesticky"	"Sabiti Satın Al"
"dota_settings_grabstashitems"	"Zuladaki Eşyaları Al"
"dota_settings_camera"	"Kamera"
"dota_settings_cameraactions"	"Kamera Eylemleri"
"dota_settings_cameraup"	"Kamera İleri"
"dota_settings_cameradown"	"Kamera Geri"
"dota_settings_cameraleft"	"Kamera Sola"
"dota_settings_cameraright"	"Kamera Sağa"
"dota_settings_cameragrip"	"Kamerayı Tut"
"dota_settings_recentevent"	"Son Etkinlikleri Göster"
"dota_settings_inspectheroinworld"	"Vitrin Görünümü"
"dota_settings_chat"	"Sohbet"
"dota_settings_phrases"	"Yazılar"
"dota_settings_chatwheel_page"	"Sohbet Çarkı"
"dota_settings_chatteam"	"Takıma Yaz"
"dota_settings_chatglobal"	"Herkese Yaz"
"dota_settings_chatvoice_party"	"Sesli İletişim (parti)"
"dota_settings_chatvoice_team"	"Sesli İletişim (takım)"
"dota_settings_chatwheel_show"	"SohbetÇarkı"
"dota_settings_playeractions"	"Oyuncu Eylemleri"
"dota_settings_activateglyph"	"Kalkanı Etkinleştir"
"dota_settings_scoreboardtoggle"	"Skor Tabelası"
"dota_settings_pause"	"Duraklat"
"dota_settings_screenshot"	"Ekran Görüntüsü"
"dota_settings_console"	"Konsol"
"dota_settings_controlgroups"	"Kontrol Grupları"
"dota_settings_controlgroupsadditional"	"Daha Fazla Kontrol Grubu"
"dota_settings_controlgroupcycle"	"Kontrol Grubu Değiştir"
"dota_settings_group1"	"Grup 1"
"dota_settings_group2"	"Grup 2"
"dota_settings_group3"	"Grup 3"
"dota_settings_group4"	"Grup 4"
"dota_settings_group5"	"Grup 5"
"dota_settings_group6"	"Grup 6"
"dota_settings_group7"	"Grup 7"
"dota_settings_group8"	"Grup 8"
"dota_settings_group9"	"Grup 9"
"dota_settings_group10"	"Grup 10"
"dota_settings_advancedpanel_goto"	"Gelişmiş"
"dota_settings_standardpanel_goto"	"Standart"
"dota_settings_spectatorandreplay"	"İzleyici/Tekrar Kontrolleri"
"dota_settings_spectatorandreplay_pt2"	"İzleyici/Tekrar Kontrolleri Devamı"
"dota_settings_spectatorcameraup"	"İzleyici Kamerası İleri"
"dota_settings_spectatorcameradown"	"İzleyici Kamerası Geri"
"dota_settings_spectatorcameraleft"	"İzleyici Kamerası Sola"
"dota_settings_spectatorcameraright"	"İzleyici Kamerası Sağa"
"dota_settings_spectatorcameragrip"	"İzleyici Kamerasını Tut"
"dota_settings_spectatorpause"	"İzleyici Duraklatma"
"dota_settings_spectatorchat"	"İzleyici Sohbeti"
"dota_settings_spectatorscoreboard"	"İzleyici Skor Tabelası"
"dota_settings_spectatorbroadcastermenu"	"Spiker Menüsünü Aç"
"dota_settings_spectatorincreasereplayspeed"	"Tekrar Hızını Arttır"
"dota_settings_spectatordecreasereplayspeed"	"Tekrar Hızını Azalt"
"dota_settings_spectatorstatsharvest"	"İzleyici Toplama İstatistikleri"
"dota_settings_spectatorstatsitem"	"İzleyici Eşya İstatistikleri"
"dota_settings_spectatorstatsgold"	"İzleyici Altın Grafiği"
"dota_settings_spectatorstatsxp"	"İzleyici Tecrübe Puanı Grafiği"
"dota_settings_spectatorstatsfantasy"	"İzleyici Fantezi İstatistikleri"
"dota_settings_spectatorfowboth"	"İzleyici Savaş Sisi: Her İki Takım"
"dota_settings_spectatorfowradient"	"İzleyici Savaş Sisi: Radiant"
"dota_settings_spectatorfowdire"	"İzleyici Savaş Sisi: Dire"
"dota_settings_statsdropdown"	"Açılır İstatistikler"
"dota_settings_spectatordropdown_sort"	"Sıralamayı Değiştir"
"dota_settings_spectatordropdown_close"	"Kategoriyi Temizle"
"dota_settings_spectatordropdown_kda"	"Leş/Ölüm/Asist"
"dota_settings_spectatordropdown_lasthits_denies"	"Son Vuruş/Reddetme"
"dota_settings_spectatordropdown_level"	"Kahraman Seviyesi"
"dota_settings_spectatordropdown_xp_per_min"	"Dakika Başına Tecrübe"
"dota_settings_spectatordropdown_gold"	"Mevcut Altın"
"dota_settings_spectatordropdown_totalgold"	"Net Değer"
"dota_settings_spectatordropdown_gold_per_min"	"Dakika Başına Altın"
"dota_settings_spectatordropdown_buyback"	"Anında Canlanma"
"dota_settings_spectatordropdown_fantasy"	"Fantezi Skorları"
"dota_settings_coaching"	"Koçluk"
"dota_settings_spectatorcoach_viewtoggle"	"Koç Öğrenci Bakışı Değiştirme"
"dota_settings_keyboardtemplate"	"Klavye Şablonu Seç"
"dota_settings_or"	"Veya"
"dota_settings_cancel"	"İptal"
"dota_settings_apply"	"Uygula"
"dota_settings_game"	"Oyun"
"dota_settings_autoattack"	"Otomatik Saldırı"
"dota_settings_attackafterspell"	"Büyüden Sonra Otomatik Saldır"
"dota_settings_autopurchase"	"Eşyaları Otomatik Satın Al"
"dota_settings_autoselect"	"Çağrılan Birimleri Otomatik Seç"
"dota_settings_doubletapself"	"Çift Tıklayarak Üzerinde Kullan"
"dota_settings_unifiedorders"	"Birleştirilmiş Birim Emirleri"
"dota_settings_teleportrequireshalt"	"Işınlanmayı Sadece Durdurmayla İptal Et"
"dota_settings_herofinder"	"ALT'a Basılı Tutmak Kahramanı Gösterir"
"dota_settings_alwaysshownames"	"Sağlık Çubuğunda Oyuncu İsimlerini Göster"
"dota_settings_showhitpoints"	"Sağlık Çubuğunda Sağlık Puanını Göster"
"dota_settings_forceshophotkeys"	"Dükkan Her Zaman Kısayolları Kullanır"
"dota_settings_usebroadcastermenu"	"Spiker İstatistiklerini Kullan"
"dota_settings_colorblind"	"Renk Körü Modu"
"dota_settings_reducedflash"	"Azaltılmış Flaş"
"dota_settings_minimap"	"Mini Harita"
"dota_settings_minimapsimplecolors"	"Mini Haritada Basit Renkleri Kullan"
"dota_settings_minimaphidebackground"	"Mini Harita Arka Planını Gizle"
"dota_settings_minimapshowheroicon"	"Mini Haritada Kahraman Simgelerini Göster"
"dota_settings_minimapalwaysshowname"	"Mini Haritada İsim/Simgeleri Her Zaman Göster"
"dota_settings_minimapflip"	"Mini Harita Sağda"
"dota_settings_cameradecel"	"Kamera Hız Azalması"
"dota_settings_cameraspeed"	"Kamera Hızı"
"dota_settings_camerareversegrip"	"Ters Kamera Kavrayışı"
"dota_settings_cameraedgepan"	"Kenarlardan Hareket"
"dota_settings_camerascreenshake"	"Ekran Sallanmasını Aç"
