"dota"
{
"DOTA_Accept"	"Akceptuj"
"DOTA_Custom_Lobby_Join_Failed_Reason"	"{s:join_error}"
"DOTA_Custom_Lobby_Join_Failed_Prompt"	"Chcesz teraz poszukać otwartej poczekalni trybu {s:game_name}?"
"DOTA_Lobby_Failed_Pings"	"Nie udało się zebrać informacji o pingu.  Sprawdź poprawność działania połączenia internetowego i czy serwery Dota 2 są online."
"DOTA_Custom_Lobby_Create_Private_Button"	"Stwórz prywatną poczekalnię"
"DOTA_Custom_Lobby_Find_Private_Button"	"Znajdź poczekalnię"
"DOTA_Custom_Lobby_Find_Private_Title"	"Znajdź prywatną poczekalnię"
"DOTA_Custom_Lobby_Find_Private_Desc"	"Wprowadź hasło, by znaleźć prywatną poczekalnię:"
"DOTA_Custom_Lobby_List_Game_Header"	"Gra"
"DOTA_Custom_Lobby_List_Name_Header"	"Opis"
"DOTA_Custom_Lobby_List_Players_Header"	"Graczy"
"DOTA_Custom_Lobby_List_Map_Header"	"Mapa"
"DOTA_Custom_Lobby_List_Region_Header"	"Region"
"DOTA_Custom_Lobby_List_Connection_Header"	"Połączenie"
"DOTA_Custom_Lobby_List_Status_Header"	"Stan instalacji"
"DOTA_Custom_Lobby_List_Game"	"{s:lobby_game}"
"DOTA_Custom_Lobby_List_Lobby_Name"	"{s:lobby_name}"
"DOTA_Custom_Lobby_List_Players"	"{s:lobby_players} / {s:lobby_max_players}"
"DOTA_Custom_Lobby_List_Map"	"{s:lobby_map}"
"DOTA_Custom_Lobby_List_Region"	"{s:lobby_region}"
"DOTA_Custom_Lobby_List_Connection"	"..."
"DOTA_Custom_Lobby_List_Status"	"{s:lobby_status}"
"DOTA_Custom_Lobby_List_Connect"	"{s:connect_button_text}"
"DOTA_Custom_Lobby_Game_Name"	"{s:game_name}"
"DOTA_Custom_Lobby_Map_Name"	"Mapa: {s:map_name}"
"DOTA_Custom_Lobby_Player_Count"	"Gracze: {d:player_count} / {d:max_player_count}"
"DOTA_Custom_Lobby_Player_Count_Short"	"{d:player_count} / {d:max_player_count}"
"DOTA_Custom_Lobby_Visibility"	"Widoczność poczekalni"
"DOTA_Custom_Join_Chat"	"Dołącz do czatu"
"DOTA_Custom_Join_Chat_Member_Count"	"({d:ChatMemberCount})"
"DOTA_Custom_Leave_Chat"	"Opuść czat"
"DOTA_Custom_Game_Vote_Up_Tooltip"	"Kliknij, by zagłosować za tą grą w Warsztacie Steam."
"DOTA_Page_Number"	"Strona: {d:current_page} / {d:num_pages}"
"DOTA_TabName_ModsOverview"	"Ogółem"
"DOTA_TabName_ModsSubscribed"	"Biblioteka"
"DOTA_TabName_ModsWorkshop"	"Warsztat"
"DOTA_TabName_ModsBrowse"	"Przeglądaj"
"DOTA_WatchTabName_Live"	"Na żywo"
"DOTA_WatchTabName_Featured"	"Wyróżnione"
"DOTA_WatchTabName_Replays"	"Powtórki"
"DOTA_WatchTabName_Tournaments"	"Turnieje"
"DOTA_WatchTabName_Downloads"	"Pobieranie"
"DOTA_WatchLive_Search"	"Szukaj bohaterów do oglądania"
"DOTA_WatchLive_DataPending"	"Szukanie gier na żywo..."
"DOTA_WatchLive_DataError"	"Błąd ładowania gier na żywo"
"DOTA_WatchLive_NoGames"	"Nie ma obecnie rozgrywanych gier na żywo"
"DOTA_WatchLive_Connecting"	"Oczekiwanie na dane gry..."
"DOTA_WatchLive_HeroFilter"	"Filtr: {s:hero_filter_name}"
"DOTA_WatchLive_CountSpec"	"{i:num_spectating} oglądających"
"DOTA_WatchLive_CountSpecFriend"	"{i:num_friends_spectating} znajomy i {i:num_spectating} oglądających"
"DOTA_WatchLive_CountSpecFriends"	"{i:num_friends_spectating} znajomych i {i:num_spectating} oglądających"
"DOTA_WatchLive_CountFriends"	"{i:num_friends_playing} znajomych gra"
"DOTA_WatchLive_ParticipantsVs"	"<font color='#ffffff'>{s:team_1}</font> <font color='#888888'>kontra</font> <font color='#ffffff'>{s:team_2}</font>"
"DOTA_WatchLive_ParticipantsMMR"	"<font color='#888888'>Średni MMR:</font> <font color='#ffffff'>{i:mmr}</font>"
"DOTA_WatchLive_ParticipantsUnranked"	"Nierankingowy"
"DOTA_WatchLive_Participants1"	"{s:friend_1}"
"DOTA_WatchLive_Participants2"	"{s:friend_1} i {s:friend_2}"
"DOTA_WatchLive_Participants3"	"{s:friend_1}, {s:friend_2} i {s:friend_3}"
"DOTA_WatchLive_Participants4Plus"	"{s:friend_1}, {s:friend_2}, {s:friend_3} i jeszcze {i:friend_count_over_3}..."
"DOTA_WatchLive_MatchType_MM_Kills"	"{s:game_mode}"
"DOTA_WatchLive_MatchType_MM"	"{s:game_mode}"
"DOTA_WatchLiveDotaTV"	"Oglądaj w DotaTV"
"DOTA_WatchLivePurchase"	"Zdobądź przepustkę turniejową {g:dota_item_price:ticket_itemdef}"
"DOTA_WatchLiveSpectatorFriends1"	"{g:dota_persona:spectator_friend_1} ogląda"
"DOTA_WatchLiveSpectatorFriends2"	"{g:dota_persona:spectator_friend_1} i {g:dota_persona:spectator_friend_2} oglądają"
"DOTA_WatchLiveSpectatorFriends3"	"{g:dota_persona:spectator_friend_1}, {g:dota_persona:spectator_friend_2} i {g:dota_persona:spectator_friend_3} oglądają"
"DOTA_WatchLiveSpectatorFriends4Plus"	"{g:dota_persona:spectator_friend_1}, {g:dota_persona:spectator_friend_2}, {g:dota_persona:spectator_friend_3} i jeszcze {i:spectator_friend_count_over_3} ogląda"
"DOTA_WatchLiveSpectatorCount"	"{i:spectator_count} oglądających"
"DOTA_WatchLivePreGame"	"Rozgrzewka"
"DOTA_WatchLive_ElapsedTime"	"Upłynięty czas:"
"DOTA_WatchLive_Spectating"	"Oglądających:"
"DOTA_WatchReplays_TournamentsHeader"	"POPULARNE MECZE TURNIEJOWE"
"DOTA_WatchReplays_FriendsHeader"	"MECZE ZNAJOMYCH"
"DOTA_WatchReplays_Popular"	"POPULARNE MECZE"
"DOTA_WatchReplays_SavedForLater"	"ZAPISANE NA PÓŹNIEJ"
"DOTA_WatchReplays_ParticipantsVs"	"{s:team_1} kontra {s:team_2}"
"DOTA_WatchReplays_MatchType_League"	"{s:league_name}"
"DOTA_WatchReplays_MatchType_Public"	"Mecz {s:match_id} - {s:game_mode}"
"DOTA_WatchReplays_Recommendations"	"{i:recommendations}"
"DOTA_WatchReplays_Recommendations1"	"{g:dota_persona:friend_1} + {i:recommendations}"
"DOTA_WatchReplays_Recommendations2"	"{g:dota_persona:friend_1}, {g:dota_persona:friend_2} + {i:recommendations}"
"DOTA_WatchReplays_Recommendations3Plus"	"{g:dota_persona:friend_1} + jeszcze {i:friend_count_over_1} znajomych + {i:recommendations}"
"DOTA_WatchReplays_Friends1"	"{g:dota_persona:b:friend_1} grał(a)"
"DOTA_WatchReplays_Friends2"	"{g:dota_persona:b:friend_1} i {g:dota_persona:b:friend_2} grali"
"DOTA_WatchReplays_Friends3Plus"	"{g:dota_persona:b:friend_1}, {g:dota_persona:b:friend_2} i jeszcze {i:friend_count_over_2} znajomych"
"DOTA_WatchReplays_Views"	"{i:views} wyświetleń"
"DOTA_WatchReplays_Price"	"{g:dota_item_price:ticket_itemdef}"
"DOTA_WatchReplays_SharedMatch"	"Gracz {g:dota_persona:shared_by} podzielił się - „{s:shared_text}”"
"DOTA_WatchReplays_SharedHighlight"	"Gracz {g:dota_persona:shared_by} podzielił się ważnym momentem"
"DOTA_WatchReplays_Duration"	"{s:minutes}:{s:seconds}"
"DOTA_WatchReplays_Tag"	"„{s:recommendation_text}”"
"DOTA_WatchTournaments_FeaturedTitle"	"{s:tournament_featured_title}"
"DOTA_WatchTournaments_FeaturedDates"	"{s:tournament_featured_start} - {s:tournament_featured_end}"
"DOTA_WatchTournaments_FeaturedDescription"	"{s:tournament_featured_description}"
"DOTA_WatchTournaments_FeaturedTeams"	"Drużyny"
"DOTA_WatchTournaments_PrizePool"	"Pula nagród:"
"DOTA_WatchTournaments_PrizePoolAmt"	"{s:tournament_featured_prize_pool}"
"DOTA_WatchTournaments_Purchase"	"Przepustka turniejowa - {s:tournament_featured_price}"
"DOTA_WatchTournament_TournamentName"	"{s:tournament_name}"
"DOTA_WatchTournament_Price"	"{s:price}"
"DOTA_Replays_Search"	"Wyszukaj MatchID"
"DOTA_Watch_GameStatus"	"Status oglądanej gry"
"DOTA_Watch_Pending"	"Oczekiwanie na oglądanie gry..."
"DOTA_Watch_GameServerNotFound"	"Serwer hostujący tę grę nie został odnaleziony."
"DOTA_Watch_Unavailable"	"W danym momencie nie można oglądać tej gry."
"DOTA_Watch_LobbyNotFound"	"Poczekalnia nie została znaleziona."
"DOTA_Watch_MissingLeagueSubscription"	"Ta gra jest grą ligową, która wymaga subskrypcji, by ją oglądać."
"vs"	"KONTRA"
"dota_matchmaking_language_title"	"Wybierz język wyszukiwania gier"
"dota_matchmaking_language_primary_label"	"Twój podstawowy język wyszukiwania gier to:"
"dota_matchmaking_language_primary"	"{s:environment_language}"
"dota_matchmaking_language_primary_invalid"	"Twój język, {s:environment_language}, nie jest dostępny jako język wyszukiwania gier w Dota 2"
"dota_matchmaking_language_select_secondary"	"Jeśli chcesz, możesz wybrać drugi język:"
"dota_matchmaking_language_select_primary"	"Wybierz język wyszukiwanej rozgrywki:"
"dota_matchmaking_language_no_selection"	"Nie wybrano"
"dota_matchmaking_language_english"	"angielski"
"dota_matchmaking_language_russian"	"rosyjski"
"dota_matchmaking_language_chinese"	"chiński"
"dota_matchmaking_language_schinese"	"chiński"
"dota_matchmaking_language_korean"	"koreański"
"dota_matchmaking_language_koreana"	"koreański"
"dota_matchmaking_language_spanish"	"hiszpański"
"dota_matchmaking_language_portuguese"	"portugalski"
"GameUI_Language_English"	"angielski"
"GameUI_Language_German"	"niemiecki"
"GameUI_Language_French"	"francuski"
"GameUI_Language_Italian"	"włoski"
"GameUI_Language_Korean"	"koreański"
"GameUI_Language_Spanish"	"hiszpański"
"GameUI_Language_Simplified_Chinese"	"chiński uproszczony"
"GameUI_Language_Traditional_Chinese"	"chiński tradycyjny"
"GameUI_Language_Russian"	"rosyjski"
"GameUI_Language_Thai"	"tajski"
"GameUI_Language_Japanese"	"japoński"
"GameUI_Language_Portuguese"	"portugalski"
"GameUI_Language_Polish"	"polski"
"GameUI_Language_Danish"	"duński"
"GameUI_Language_Dutch"	"holenderski"
"GameUI_Language_Finnish"	"fiński"
"GameUI_Language_Norwegian"	"norweski"
"GameUI_Language_Swedish"	"szwedzki"
"GameUI_Language_Hungarian"	"węgierski"
"GameUI_Language_Czech"	"czeski"
"GameUI_Language_Romanian"	"rumuński"
"GameUI_Language_Turkish"	"turecki"
"GameUI_Language_Brazilian"	"portugalski brazylijski"
"GameUI_Language_Bulgarian"	"bułgarski"
"GameUI_Language_Greek"	"grecki"
"GameUI_Language_Ukrainian"	"ukraiński"
"client_version_out_of_date_title"	"Wymagana aktualizacja"
"client_version_out_of_date"	"Klient gry jest nieaktualny. Wyłącz Dota 2 i uruchom ją ponownie, aby pobrać najnowszą wersję gry."
"dota_matchmaking_region_title"	"Wybierz regiony wyszukiwania"
"dota_matchmaking_region_auto"	"Wybierz automatycznie najlepszy region dla mojej lokacji."
"dota_matchmaking_region_select"	"Zaznacz do trzech regionów wyszukiwania. Dla najlepszych wrażeń prosimy wybrać region znajdujący się najbliżej twojej lokalizacji."
"limited_heroes_abandon_header"	"Tryb Limited Heroes"
"limited_heroes_abandon_explanation"	"Nie ma kar za porzucenie gry w trybie Limited Heroes, ponieważ twój bohater zostanie zastąpiony botem. Opuszczenie gry w jakimkolwiek innym trybie może zostać ukaranie umieszczeniem w kolejce z niskim priorytetem."
"dota_abandon_dialog_title"	"Porzuć grę"
"dota_abandon_dialog_confirm"	"Czy na pewno chcesz porzucić tę grę?"
"dota_abandon_dialog_yes"	"Tak, porzuć grę."
"dota_leave_dialog_title"	"Opuść grę"
"dota_leave_dialog_confirm"	"Czy na pewno chcesz opuścić tę grę?"
"dota_leave_dialog_yes"	"Tak, opuść grę."
"dota_accept_match_title"	"Twoja gra jest gotowa"
"dota_accept_match_readyup_title"	"Oczekiwanie na graczy"
"dota_accept_match_accept"	"Akceptuj"
"dota_accept_match_accept_low_pri"	"Zaakceptuj mecz o niskim priorytecie"
"dota_accept_match_accept_button"	"{s:accept}"
"dota_accept_match_decline"	"Odrzuć"
"dota_accept_match_subtitle"	"{s:subtitle}"
"dota_finding_match_players"	"(%s1 szukających)"
"dota_finding_match_time"	"Czas odnalezienia meczu: {s:find_match_time}"
"dota_finding_match_accept_count"	"Zaakceptowano mecz: {s:match_num_accepted} / {s:match_num_total}"
"dota_finding_match_generic"	"Normalny mecz"
"dota_finding_match_ranked"	"Rankingowy mecz"
"dota_finding_match_bot"	"Mecz z botami"
"dota_finding_match_bot_passive"	"Mecz z botami (Pasywne)"
"dota_finding_match_bot_easy"	"Mecz z botami (Łatwe)"
"dota_finding_match_bot_medium"	"Mecz z botami (Średnie)"
"dota_finding_match_bot_hard"	"Mecz z botami (Trudne)"
"dota_finding_match_bot_unfair"	"Mecz z botami (Nieuczciwe)"
"dota_finding_match_team"	"Drużynowy rankingowy mecz"
"dota_finding_1v1_match_casual"	"Mecz 1 na 1"
"dota_finding_match_practice_lobby"	"Poczekalnia gry"
"dota_safe_to_abandon_inline"	"Można bezpiecznie opuścić rozgrywkę"
"dota_match_connected"	"Połączono z grą"
"dota_match_local_game"	"Połączono z grą lokalną"
"dota_match_connecting"	"Łączenie z grą..."
"dota_match_in_progress"	"Gra w toku"
"dota_match_finished"	"Gra została zakończona"
"matchmaking_waiting_for_players"	"Oczekiwanie na innych graczy"
"matchmaking_player_declined"	"Gracz odmówił dołączenia do gry"
"dota_match_wait_for_host"	"Oczekiwanie na hosta"
"dota_match_find_server"	"Wyszukiwanie serwera"
"ranked_disabled"	"Mecze rankingowe są tymczasowo wyłączone."
"ranked_mmr"	"Twój ranking"
"ranked_mmr_solo_label"	"Solo"
"ranked_mmr_solo_value"	"{i:solo_mmr}"
"ranked_mmr_solo_calibrating"	"Do ustalenia - Pozostało gier: {i:solo_calibrating_games}"
"ranked_mmr_solo_no_data"	"Pozostało gier do kalibracji: {i:solo_calibrating_required_games}"
"ranked_mmr_party_label"	"Zespół"
"ranked_mmr_party_value"	"{i:party_mmr}"
"ranked_mmr_party_calibrating"	"Do ustalenia - Pozostało gier: {i:party_calibrating_games}"
"ranked_mmr_party_no_data"	"Pozostało gier do kalibracji: {i:party_calibrating_required_games}"
"ranked_mmr_locked_explain"	"Gry rankingowe:\nOdblokowane przy 50. poziomie Trofeum Doświadczenia.\nTryb o charakterze turniejowym, który nalicza i wyświetla MMR (ocenę rankingową) każdego gracza."
"matchmaking_account_disabled"	"Przez twoje nieodpowiednie zachowanie została ci odebrana możliwość korzystania z czatu oraz dołączania do kolejki tworzenia meczu. Pozostały czas: {t:r:match_denied_time}"
"matchmaking_match_disabled_party"	"Drużyna nie będzie mogła zagrać, gdyż gracz {s:match_denied_player_name} opuścił ostatni mecz lub nie udało mu się do niego dołączyć. Pozostały czas: {t:r:match_denied_time}"
"matchmaking_low_priority_party"	"Z powodu liczby opuszczonych przez gracza {s:match_denied_player_name} gier lub złożonych na niego skarg zespół będzie umieszczany w kolejce o niskim priorytecie. Pozostało gier: {d:match_denied_games}"
"matchmaking_match_disabled_local"	"Nie możesz zagrać, gdyż ostatni mecz został przez ciebie opuszczony lub nie udało ci się do niego dołączyć. Pozostały czas: {t:r:match_denied_time}		"
"matchmaking_low_priority_local"	"Jesteś w kolejce o niskim priorytecie za porzucanie gier lub otrzymanie znaczącej liczby skarg od innych graczy. Pozostało gier: {d:match_denied_games}"
"dota_ready_up_count"	"{s:ready_up_ready} / {s:ready_up_lobby_members}"
"dota_play_normal_match"	"Normalny mecz"
"dota_play_ranked_match"	"Rankingowy mecz"
"dota_play_practice_1v1"	"Trening 1 na 1"
"dota_play_practice_with_bots"	"Trening z botami"
"dota_play_practice_1v1_playtab"	"TRENING 1 NA 1"
"dota_play_1v1_desc"	"Poćwicz grę na środkowej ścieżce przeciwko innemu graczowi. Trening kończy się, kiedy jeden z graczy zginie dwa razy albo straci wieżę."
"dota_play_practice_1v1_party_warning"	"Zespoły nie mogą szukać meczu 1v1."
"dota_play_button_label"	"{s:play_button_label}"
"dota_play"	"Graj w Dota"
"dota_play_searching"	"Szukanie meczu"
"dota_play_connecting"	"Ładowanie hosta..."
"dota_play_lobby_find_server"	"Wyszukiwanie serwera"
"dota_play_find_match_label"	"{s:find_match_label}"
"dota_reconnect"	"Połącz ponownie"
"dota_abandon_game"	"Opuść"
"dota_safe_leave_game"	"Opuść grę"
"dota_disconnect"	"Rozłącz"
"dota_play_unavailable"	"Niedostępne"
"dota_leaver_consequence_tooltip_header"	"Konsekwencje"
"dota_leaver_consequences"	"{s:leaver_consequences}"
"dota_leaver_consequences_details"	"{s:leaver_consequences_details}"
"dota_leaver_view_tooltip"	"Zobacz szczegóły"
"dota_leaver_consequence_header_failure_to_reconnect"	"Niepowodzenie w ponownym połączeniu będzie miało następujące skutki:"
"dota_leaver_consequence_header_leave_match"	"Opuszczenie tego meczu będzie miało następujące skutki:"
"dota_leaver_consequence_LetDownTeammates"	"Twoja drużyna będzie grała w osłabionym składzie."
"dota_leaver_consequence_SmallMatchmakingCooldown"	"Nie będziesz w stanie wyszukiwać rozgrywek przez krótki czas."
"dota_leaver_consequence_CreditWithAbandon"	"Zostanie ci naliczone porzucenie rozgrywki."
"dota_leaver_consequence_ForcedLossForLeaver"	"Zostanie ci naliczona przegrana."
"dota_leaver_consequence_ForcedLossForLeaversParty"	"Wszystkim w twoim zespole zostanie naliczona przegrana."
"dota_leaver_consequence_ForcedLossForLeaversTeam"	"Twojej drużynie %s1 zostanie naliczona przegrana."
"dota_leaver_consequence_MMRLossForLeaver"	"Twój MMR zostanie obniżony."
"dota_leaver_consequence_MMRLossForLeaversParty"	"MMR wszystkich osób z twojego zespołu zostanie obniżony."
"dota_leaver_consequence_MMRLossForLeaversTeam"	"MMR twojej drużyny %s1 zostanie obniżony."
"dota_leaver_consequence_MatchDiscardedForOtherPlayers"	"Pozostałym graczom nie zostaną zapisane statystyki tego meczu."
"dota_leaver_consequence_NotDecrementLowPriGamesRemaining"	"Nie otrzymasz nagrody po ukończeniu meczu."
"dota_reconnect_popup_title"	"Połączyć ponownie?"
"dota_reconnect_popup_message"	"Czy chcesz połączyć się ponownie z grą?"
"dota_matchmaking_regions_refresh"	"Odśwież pingi"
"dota_matchmaking_region_ping"	"{s:region_ping}"
"dota_matchmaking_region_offline"	"Wyłączony - konserwacja"
"dota_matchmaking_region_unknown_ping"	"Ping: nieznany"
"dota_matchmaking_region_ping_time"	"Ping: {i:ping_ms} ms"
"DOTA_VAC_Verification_Header"	"Valve Anti-Cheat (VAC)"
"DOTA_VAC_Verification_Header_Solo"	"Połączenie z systemem wyszukiwania meczy nie powiodło się, ponieważ system VAC nie został zainicjowany poprawnie. Upewnij się, że w tle nie pracują programy, które mogą wpływać na działanie VAC i że Steam został zainstalowany poprawnie."
"DOTA_VAC_Verification_Header_Party"	"Połączenie z systemem wyszukiwania meczy nie powiodło się, ponieważ system VAC nie został zainicjowany poprawnie u jednego lub więcej członków drużyny. Upewnij się, że na komputerach drużyny nie pracują programy, które mogą wpływać na działanie VAC i że u wszystkich Steam został zainstalowany poprawnie."
"DOTA_VAC_Verification_Button1"	"Więcej informacji"
"DOTA_VAC_Verification_Button2"	"Zamknij"
"dota_matchmaking_regions_button"	"{s:regions_selected}"
"dota_region_automatic"	"Region: Automatycznie"
"dota_regions_selected"	"Regiony: "
"dota_lobby_region_invalid"	"Brak"
"dota_play_no_language_selected"	"WYBIERZ JĘZYK"
"dota_play_language"	"{s:match_language}"
"dota_play_language_many"	"JĘZYKI: {i:match_language_count}"
"dota_ready_fail"	"BRAK GOTOWOŚCI"
"dota_ready_fail_desc"	"Usunięto cię z kolejki z powodu braku deklaracji gotowości do gry po znalezieniu rozgrywki."
"dota_all_chat_label"	"[WSZYSCY]"
"dota_chatwheel_label_Ok"	"Ok"
"dota_chatwheel_label_Care"	"Ostrożnie"
"dota_chatwheel_label_GetBack"	"Wycofajcie się"
"dota_chatwheel_label_NeedWards"	"Wardy"
"dota_chatwheel_label_Stun"	"Ogłusz"
"dota_chatwheel_label_Help"	"Pomocy"
"dota_chatwheel_label_Push"	"Nacieramy"
"dota_chatwheel_label_GoodJob"	"Dobra robota"
"dota_chatwheel_label_Missing"	"Brak bohaterów"
"dota_chatwheel_label_Missing_Top"	"Brakuje na górnej"
"dota_chatwheel_label_Missing_Mid"	"Brakuje na środkowej"
"dota_chatwheel_label_Missing_Bottom"	"Brakuje bohaterów na dolnej ścieżce"
"dota_chatwheel_label_Go"	"Naprzód!"
"dota_chatwheel_label_Initiate"	"Zaczynajmy walkę!"
"dota_chatwheel_label_Follow"	"Za mną"
"dota_chatwheel_label_Group_Up"	"Zbierzmy się"
"dota_chatwheel_label_Spread_Out"	"Rozproszmy się"
"dota_chatwheel_label_Split_Farm"	"Rozdzielić się i farmić"
"dota_chatwheel_label_Attack"	"Atakujmy!"
"dota_chatwheel_label_BRB"	"Zaraz wracam"
"dota_chatwheel_label_Dive"	"Za ich wieżę!"
"dota_chatwheel_label_OMW"	"Już idę"
"dota_chatwheel_label_Get_Ready"	"Przygotujmy się"
"dota_chatwheel_label_Bait"	"Przynęta"
"dota_chatwheel_label_Heal"	"Leczenie"
"dota_chatwheel_label_Mana"	"Mana"
"dota_chatwheel_label_OOM"	"Brakuje mi many"
"dota_chatwheel_label_Skill_Cooldown"	"Nie mogę użyć zdolności"
"dota_chatwheel_label_Ulti_Ready"	"Ulti gotowe"
"dota_chatwheel_label_Enemy_Returned"	"Wrócili"
"dota_chatwheel_label_All_Missing"	"Nie widać przeciwników"
"dota_chatwheel_label_Enemy_Incoming"	"Nadchodzą"
"dota_chatwheel_label_Invis_Enemy"	"Niewidzialny przeciwnik"
"dota_chatwheel_label_Enemy_Had_Rune"	"Przeciwnik ma runę"
"dota_chatwheel_label_Split_Push"	"Rozdzielić się i nacierać"
"dota_chatwheel_label_Coming_To_Gank"	"Idę gankować"
"dota_chatwheel_label_Request_Gank"	"Potrzebny gank"
"dota_chatwheel_label_Fight_Under_Tower"	"Pod wieżę"
"dota_chatwheel_label_Deny_Tower"	"Dobijcie wieżę"
"dota_chatwheel_label_Buy_Courier"	"Kupcie kuriera"
"dota_chatwheel_label_Upgrade_Courier"	"Ulepszcie kuriera"
"dota_chatwheel_label_Need_Detection"	"Potrzebna detekcja"
"dota_chatwheel_label_They_Have_Detection"	"Mają detekcję"
"dota_chatwheel_label_Buy_TP"	"Kup TP"
"dota_chatwheel_label_Reuse_Courier"	"Ponownie użyj kuriera"
"dota_chatwheel_label_Deward"	"Zniszczmy wardy"
"dota_chatwheel_label_Building_Mek"	"Buduję Mek"
"dota_chatwheel_label_Building_Pipe"	"Buduję Pipe"
"dota_chatwheel_label_Stack_And_Pull"	"Stack i pull"
"dota_chatwheel_label_Pull"	"Zaciągnijcie creepy"
"dota_chatwheel_label_Pulling"	"Zaciągam creepy"
"dota_chatwheel_label_Stack"	"Zestackuj neutralne"
"dota_chatwheel_label_Jungling"	"Do dżungli"
"dota_chatwheel_label_Roshan"	"Roshan"
"dota_chatwheel_label_Affirmative"	"Potwierdzam"
"dota_chatwheel_label_Wait"	"Czekać"
"dota_chatwheel_label_Pause"	"Pauza"
"dota_chatwheel_label_Current_Time"	"Aktualny czas"
"dota_chatwheel_label_Check_Runes"	"Sprawdźcie runy"
"dota_chatwheel_label_Smoke_Gank"	"Gank z użyciem Smoke!"
"dota_chatwheel_label_GLHF"	"Powodzenia"
"dota_chatwheel_label_Nice"	"Nieźle"
"dota_chatwheel_label_Thanks"	"Dzięki"
"dota_chatwheel_label_Sorry"	"Przepraszam"
"dota_chatwheel_label_No_Give_Up"	"Nie poddawajmy się"
"dota_chatwheel_label_Just_Happened"	"Bywa i tak"
"dota_chatwheel_label_Game_Is_Hard"	"Jest ciężko"
"dota_chatwheel_label_New_Meta"	"Nowy styl gry"
"dota_chatwheel_label_My_Bad"	"Mój błąd"
