"dota"
{
"DOTA_Accept"	"Приемане"
"dota_matchmaking_region_ping_time"	"Пинг: {i:ping_ms} мс"
"DOTA_VAC_Verification_Header"	"Valve Anti-Cheat (VAC)"
"DOTA_VAC_Verification_Header_Solo"	"Невъзможно присъединяване към търсенето на мачове, защото има проблем с компютъра Ви, който блокира VAC системата. Моля, уверете се, че не използвате програми, които може да пречат на VAC. Също се уверете, че Steam е инсталиран правилно."
"DOTA_VAC_Verification_Header_Party"	"Невъзможно присъединяване към търсенето на мачове, защото има проблем с компютъра Ви, който блокира VAC системата. Моля, уверете се, че членовете на екипа Ви не използват програми, които може да пречат на VAC. Също се уверете, че са инсталирали Steam правилно."
"DOTA_VAC_Verification_Button1"	"Още информация"
"DOTA_VAC_Verification_Button2"	"Затваряне"
"dota_matchmaking_regions_button"	"{s:regions_selected}"
"dota_region_automatic"	"Регион: Автоматичен"
"dota_regions_selected"	"Региони: "
"dota_lobby_region_invalid"	"Никакъв"
"dota_play_no_language_selected"	"ИЗБИРАНЕ НА ЕЗИК"
"dota_play_language"	"{s:match_language}"
"dota_play_language_many"	"ЕЗИЦИ: {i:match_language_count}"
"dota_ready_fail"	"НЕУСПЕХ ПРИ ЗАДАВАНЕ НА ГОТОВНОСТ"
"dota_ready_fail_desc"	"Мачът Ви беше готов, но не успяхте да се отзовете и бяхте премахнат от търсенето на мачове."
"dota_all_chat_label"	"[ВСИЧКИ]"
"dota_chatwheel_label_Ok"	"Добре"
"dota_chatwheel_label_Care"	"Внимателно"
"dota_chatwheel_label_GetBack"	"Отстъпление"
"dota_chatwheel_label_NeedWards"	"Нужда от уардове"
"dota_chatwheel_label_Stun"	"Зашеметяване"
"dota_chatwheel_label_Help"	"Помощ"
"dota_chatwheel_label_Push"	"Избутване"
"dota_chatwheel_label_GoodJob"	"Добре изиграно"
"dota_chatwheel_label_Missing"	"Липсващ герой"
"dota_chatwheel_label_Missing_Top"	"Липсващ герой в горната алея"
"dota_chatwheel_label_Missing_Mid"	"Липсващ герой в средната алея"
"dota_chatwheel_label_Missing_Bottom"	"Липсващ герой в долната алея"
"dota_chatwheel_label_Go"	"Давай!"
"dota_chatwheel_label_Initiate"	"Иницииране!"
"dota_chatwheel_label_Follow"	"След мен"
"dota_chatwheel_label_Group_Up"	"Групирайте се"
"dota_chatwheel_label_Spread_Out"	"Разпръснете се"
"dota_chatwheel_label_Split_Farm"	"Разделено фермене"
"dota_chatwheel_label_Attack"	"Атакувай сега!"
"dota_chatwheel_label_BRB"	"Сега се връщам"
"dota_chatwheel_label_Dive"	"Впускане!"
"dota_chatwheel_label_OMW"	"На път съм"
"dota_chatwheel_label_Get_Ready"	"Пригответе се"
"dota_chatwheel_label_Bait"	"Примамка"
"dota_chatwheel_label_Heal"	"Лекуване"
"dota_chatwheel_label_Mana"	"Мана"
"dota_chatwheel_label_OOM"	"Нямам мана"
"dota_chatwheel_label_Skill_Cooldown"	"Време за изчакване"
"dota_chatwheel_label_Ulti_Ready"	"Ултиматът е готов"
"dota_chatwheel_label_Enemy_Returned"	"Завръщане"
"dota_chatwheel_label_All_Missing"	"Всички липсват"
"dota_chatwheel_label_Enemy_Incoming"	"Идващи"
"dota_chatwheel_label_Invis_Enemy"	"Невидим враг"
"dota_chatwheel_label_Enemy_Had_Rune"	"Врагът има руна"
"dota_chatwheel_label_Split_Push"	"Разделен натиск"
"dota_chatwheel_label_Coming_To_Gank"	"Идвам за Gank"
"dota_chatwheel_label_Request_Gank"	"Молба за Gank"
"dota_chatwheel_label_Fight_Under_Tower"	"Под кулата"
"dota_chatwheel_label_Deny_Tower"	"Откажете кулата"
"dota_chatwheel_label_Buy_Courier"	"Купете куриер"
"dota_chatwheel_label_Upgrade_Courier"	"Подобри куриера"
"dota_chatwheel_label_Need_Detection"	"Трябва ни разкриване"
"dota_chatwheel_label_They_Have_Detection"	"Те имат разкриване"
"dota_chatwheel_label_Buy_TP"	"Купете телепорт"
"dota_chatwheel_label_Reuse_Courier"	"Използвайте куриера отново"
"dota_chatwheel_label_Deward"	"Премахнете този ward"
"dota_chatwheel_label_Building_Mek"	"Правя Mek"
"dota_chatwheel_label_Building_Pipe"	"Правя Pipe"
"dota_chatwheel_label_Stack_And_Pull"	"Натрупайте и издърпайте"
"dota_chatwheel_label_Pull"	"Дърпай крийпове"
"dota_chatwheel_label_Pulling"	"Дърпам крийпове"
"dota_chatwheel_label_Stack"	"Натрупай неутрални"
"dota_chatwheel_label_Jungling"	"В джунглата"
"dota_chatwheel_label_Roshan"	"Roshan"
"dota_chatwheel_label_Affirmative"	"Разбрано"
"dota_chatwheel_label_Wait"	"Изчакайте"
"dota_chatwheel_label_Pause"	"Пауза"
"dota_chatwheel_label_Current_Time"	"Текущо време"
"dota_chatwheel_label_Check_Runes"	"Проверете руните"
"dota_chatwheel_label_Smoke_Gank"	"Smoke Gank!"
"dota_chatwheel_label_GLHF"	"Успех"
"dota_chatwheel_label_Nice"	"Добре"
"dota_chatwheel_label_Thanks"	"Благодаря"
"dota_chatwheel_label_Sorry"	"Съжалявам"
"dota_chatwheel_label_No_Give_Up"	"Не се предавайте"
"dota_chatwheel_label_Just_Happened"	"Случи се"
"dota_chatwheel_label_Game_Is_Hard"	"Играта е трудна"
"dota_chatwheel_label_New_Meta"	"Нова мета"
"dota_chatwheel_label_My_Bad"	"Моя грешка"
"dota_chatwheel_label_Regret"	"Съжалявам"
"dota_chatwheel_label_Relax"	"Отпуснете се"
"dota_chatwheel_label_GG"	"GG"
"dota_chatwheel_label_GGWP"	"GGWP"
"dota_chatwheel_label_All_GG"	"(Всички) GG"
"dota_chatwheel_label_All_GGWP"	"(Всички) GGWP"
"dota_chatwheel_label_What_To_Buy"	"Какво да си купя?"
"dota_chatwheel_label_Im_Retreating"	"Отстъпвам"
"dota_chatwheel_label_Space_Created"	"Осигурено е пространство"
"dota_chatwheel_label_Whoops"	"Опа"
"dota_chatwheel_label_Tower_then_Back"	"Кула, а после отстъпление"
"dota_chatwheel_label_Barracks_then_Back"	"Бараки, а после отстъпление"
"dota_chatwheel_label_Ward_Bottom_Rune"	"Ward на долната руна"
"dota_chatwheel_label_Ward_Top_Rune"	"Ward на горната руна"
"dota_chatwheel_label_Zeus_Ult"	"Zeus пусни ултимат"
"dota_chatwheel_header_positioning"	"Позициониране"
"dota_chatwheel_header_status"	"Статус"
"dota_chatwheel_header_enemy"	"Враг"
"dota_chatwheel_header_lane"	"Алея"
"dota_chatwheel_header_items"	"Предмети"
"dota_chatwheel_header_neutrals"	"Неутрални"
"dota_chatwheel_header_misc"	"Разни"
"dota_chatwheel_header_flavor"	"Разнообразие"
"dota_chatwheel_message_Ok"	"Добре."
"dota_chatwheel_message_Care"	"Внимателно!"
"dota_chatwheel_message_GetBack"	"Върни се!"
"dota_chatwheel_message_NeedWards"	"Нужни са ни wards."
"dota_chatwheel_message_Stun"	"Зашеметяване, сега!"
"dota_chatwheel_message_Help"	"Помощ!"
"dota_chatwheel_message_Push"	"Избутайте, сега!"
"dota_chatwheel_message_GoodJob"	"Добре изиграно!"
"dota_chatwheel_message_Missing"	"Липсва!"
"dota_chatwheel_message_Missing_Top"	"Липсващ герой в горната алея!"
"dota_chatwheel_message_Missing_Mid"	"Липсващ герой в средната алея!"
"dota_chatwheel_message_Missing_Bottom"	"Липсващ герой в долната алея!"
"dota_chatwheel_message_Go"	"Давай!"
"dota_chatwheel_message_Initiate"	"Иницииране!"
"dota_chatwheel_message_Follow"	"След мен"
"dota_chatwheel_message_Group_Up"	"Групирайте се"
"dota_chatwheel_message_Spread_Out"	"Разпръснете се"
"dota_chatwheel_message_Split_Farm"	"Разделете се и фермете"
"dota_chatwheel_message_Attack"	"Атакувай сега!"
"dota_chatwheel_message_BRB"	"Сега се връщам"
"dota_chatwheel_message_Dive"	"Впускане!"
"dota_chatwheel_message_OMW"	"На път съм"
"dota_chatwheel_message_Get_Ready"	"Приготви се"
"dota_chatwheel_message_Bait"	"Примамка"
"dota_chatwheel_message_Heal"	"Лекуване"
"dota_chatwheel_message_Mana"	"Мана"
"dota_chatwheel_message_OOM"	"Нямам мана"
"dota_chatwheel_message_Skill_Cooldown"	"Уменията ми са на изчакване"
"dota_chatwheel_message_Ulti_Ready"	"Ултиматът е готов"
"dota_chatwheel_message_Enemy_Returned"	"Врагът се завърна"
"dota_chatwheel_message_All_Missing"	"Всички вражески герои липсват!"
"dota_chatwheel_message_Enemy_Incoming"	"Врагът идва!"
"dota_chatwheel_message_Invis_Enemy"	"Невидим враг наблизо!"
"dota_chatwheel_message_Enemy_Had_Rune"	"Врагът има руна"
"dota_chatwheel_message_Split_Push"	"Разделен натиск"
"dota_chatwheel_message_Coming_To_Gank"	"Идвам за Gank"
"dota_chatwheel_message_Request_Gank"	"Моля за Gank"
"dota_chatwheel_message_Fight_Under_Tower"	"Бийте се под кулата"
"dota_chatwheel_message_Deny_Tower"	"Откажете кулата!"
"dota_chatwheel_message_Buy_Courier"	"Моля, купете куриер"
"dota_chatwheel_message_Upgrade_Courier"	"Някой може ли да подобри куриера?"
"dota_chatwheel_message_Need_Detection"	"Трябва ни разкриване"
"dota_chatwheel_message_They_Have_Detection"	"Те имат разкриване"
"dota_chatwheel_message_Buy_TP"	"Купете Teleport Scroll"
"dota_chatwheel_message_Reuse_Courier"	"Използвайте куриера отново"
"dota_chatwheel_message_Deward"	"Моля, премахнете wards"
"dota_chatwheel_message_Building_Mek"	"Правя Mekansm"
"dota_chatwheel_message_Building_Pipe"	"Правя Pipe"
"dota_chatwheel_message_Stack_And_Pull"	"Моля, натрупайте и издърпайте"
"dota_chatwheel_message_Pull"	"Моля, дръпнете крийповете"
"dota_chatwheel_message_Pulling"	"Дърпам крийпове"
"dota_chatwheel_message_Stack"	"Натрупай неутрални"
"dota_chatwheel_message_Jungling"	"В джунглата"
"dota_chatwheel_message_Roshan"	"Roshan"
"dota_chatwheel_message_Affirmative"	"Разбрано"
"dota_chatwheel_message_Wait"	"Изчакайте"
"dota_chatwheel_message_Pause"	"Моля за пауза!"
"dota_chatwheel_message_Current_Time"	"Текущо игрово време"
"dota_chatwheel_message_Check_Runes"	"Моля, проверете руните"
"dota_chatwheel_message_Smoke_Gank"	"Да направим Smoke Gank!"
"dota_chatwheel_message_GLHF"	"Успех и приятна игра"
"dota_chatwheel_message_Nice"	"Добре"
"dota_chatwheel_message_Thanks"	"Благодаря!"
"dota_chatwheel_message_Sorry"	"Съжалявам"
"dota_chatwheel_message_No_Give_Up"	"Не се предавайте!"
"dota_chatwheel_message_Just_Happened"	"Случи се"
"dota_chatwheel_message_Game_Is_Hard"	"Играта е трудна"
"dota_chatwheel_message_New_Meta"	"Нова мета"
"dota_chatwheel_message_My_Bad"	"Моя грешка"
"dota_chatwheel_message_Regret"	"Съжалявам за решението си"
"dota_chatwheel_message_Relax"	"\\r\nСпокойно, справяш се добре"
"dota_chatwheel_message_MissingHero"	"%s1 липсва!"
"dota_chatwheel_message_ReturnedHero"	"%s1 се завърна!"
