"dota"
{
"DOTA_Accept"	"Αποδοχή"
"dota_leaver_consequence_CreditWithAbandon"	"Θα λάβετε μια εγκατάλειψη."
"dota_leaver_consequence_ForcedLossForLeaver"	"Θα λάβετε μια ήττα."
"dota_leaver_consequence_ForcedLossForLeaversParty"	"Όλοι στην παρέα σας θα λάβουν μια ήττα."
"dota_leaver_consequence_ForcedLossForLeaversTeam"	"Η ομάδα σας, %s1, θα λάβει μία ήττα."
"dota_leaver_consequence_MMRLossForLeaver"	"Η κατάταξή σας θα μειωθεί."
"dota_leaver_consequence_MMRLossForLeaversParty"	"Η κατάταξη όλων στην παρέα σας θα μειωθεί."
"dota_leaver_consequence_MMRLossForLeaversTeam"	"Η κατάταξη της ομάδας σας, %s1, θα μειωθεί."
"dota_leaver_consequence_MatchDiscardedForOtherPlayers"	"Αυτό το παιχνίδι δε θα καταγραφεί για τους άλλους παίκτες."
"dota_leaver_consequence_NotDecrementLowPriGamesRemaining"	"Δεν θα καταγραφεί ότι ολοκληρώσατε τον αγώνα."
"dota_reconnect_popup_title"	"Επανασύνδεση;"
"dota_matchmaking_regions_refresh"	"Ανανέωση ping"
"dota_matchmaking_region_ping"	"{s:region_ping}"
"dota_matchmaking_region_offline"	"Εκτός σύνδεσης για συντήρηση"
"dota_matchmaking_region_unknown_ping"	"Ping: Άγνωστο"
"dota_matchmaking_region_ping_time"	"Ping: {i:ping_ms}ms"
"DOTA_VAC_Verification_Header"	"Valve Anti-Cheat (VAC)"
"DOTA_VAC_Verification_Header_Solo"	"Αδυναμία εύρεσης παιχνιδιού επειδή ένα θέμα με τον υπολογιστή σας εμποδίζει το σύστημα VAC. Σιγουρευτείτε ότι δε χρησιμοποιείτε κάποιο πρόγραμμα που επηρεάζει το VAC και επιβεβαιώστε ότι το Steam είναι σωστά εγκατεστημένο."
"DOTA_VAC_Verification_Header_Party"	"Αδύνατη η είσοδος στο matchmaking επειδή ένα ζήτημα με τον υπολογιστή σας μπλοκάρει το σύστημα VAC. Σιγουρευτείτε ότι τα μέλη της παρέας σας δε χρησιμοποιούν κάποιο πρόγραμμα που επηρεάζει το VAC και επιβεβαιώστε ότι έχουν το Steam σωστά εγκατεστημένο."
"DOTA_VAC_Verification_Button1"	"Περισσότερες πληροφορίες"
"DOTA_VAC_Verification_Button2"	"Κλείσιμο"
"dota_matchmaking_regions_button"	"{s:regions_selected}"
"dota_region_automatic"	"Περιοχή: Αυτόματη"
"dota_regions_selected"	"Περιοχές: "
"dota_lobby_region_invalid"	"Καμία"
"dota_play_no_language_selected"	"ΕΠΙΛΟΓΗ ΓΛΩΣΣΑΣ"
"dota_play_language"	"{s:match_language}"
"dota_play_language_many"	"ΓΛΩΣΣΕΣ: {i:match_language_count}"
"dota_ready_fail"	"ΑΠΟΤΥΧΙΑ ΑΠΟΔΟΧΗΣ ΠΑΙΧΝΙΔΙΟΥ"
"dota_ready_fail_desc"	"Το παιχνίδι σας ήταν έτοιμο, αλλά δεν απαντήσατε και αφαιρεθήκατε από την εύρεση παιχνιδιού."
"dota_all_chat_label"	"[ΟΛΟΙ]"
"dota_chatwheel_label_Ok"	"Εντάξει"
"dota_chatwheel_label_Care"	"Προσοχή"
"dota_chatwheel_label_GetBack"	"Υποχώρηση"
"dota_chatwheel_label_NeedWards"	"Χρειαζόμαστε Ward"
"dota_chatwheel_label_Stun"	"Σάστισμα"
"dota_chatwheel_label_Help"	"Βοήθεια"
"dota_chatwheel_label_Push"	"Πιέστε"
"dota_chatwheel_label_GoodJob"	"Καλή δουλειά"
"dota_chatwheel_label_Missing"	"Λείπει"
"dota_chatwheel_label_Missing_Top"	"Λείπει από πάνω"
"dota_chatwheel_label_Missing_Mid"	"Λείπει από κέντρο"
"dota_chatwheel_label_Missing_Bottom"	"Λείπει από κάτω"
"dota_chatwheel_label_Go"	"Πάμε!"
"dota_chatwheel_label_Initiate"	"Ξεκινήστε τη μάχη!"
"dota_chatwheel_label_Follow"	"Ακολουθήστε με"
"dota_chatwheel_label_Group_Up"	"Πάμε μαζί"
"dota_chatwheel_label_Spread_Out"	"Απλωθείτε"
"dota_chatwheel_label_Split_Farm"	"Χωριστείτε και αποκτήστε χρυσό"
"dota_chatwheel_label_Attack"	"Επίθεση τώρα!"
"dota_chatwheel_label_BRB"	"Επιστρέφω αμέσως"
"dota_chatwheel_label_Dive"	"Χωθείτε στη μάχη!"
"dota_chatwheel_label_OMW"	"Καταφθάνω"
"dota_chatwheel_label_Get_Ready"	"Ετοιμαστείτε"
"dota_chatwheel_label_Bait"	"Δόλωμα"
"dota_chatwheel_label_Heal"	"Θεραπεία"
"dota_chatwheel_label_Mana"	"Ενέργεια"
"dota_chatwheel_label_OOM"	"Μη επαρκής ενέργεια"
"dota_chatwheel_label_Skill_Cooldown"	"Σε επαναφόρτιση"
"dota_chatwheel_label_Ulti_Ready"	"Έτοιμη απόλυτη ικανότητα"
"dota_chatwheel_label_Enemy_Returned"	"Ο εχθρός επέστρεψε"
"dota_chatwheel_label_All_Missing"	"Όλοι οι εχθροί λείπουν"
"dota_chatwheel_label_Enemy_Incoming"	"Ο εχθρός καταφθάνει"
"dota_chatwheel_label_Invis_Enemy"	"Αόρατος εχθρός"
"dota_chatwheel_label_Enemy_Had_Rune"	"Ο εχθρός έχει Rune"
"dota_chatwheel_label_Split_Push"	"Επίθεση από πολλαπλά μέτωπα"
"dota_chatwheel_label_Coming_To_Gank"	"Έρχομαι για επίθεση"
"dota_chatwheel_label_Request_Gank"	"Ελάτε να τους επιτεθούμε"
"dota_chatwheel_label_Fight_Under_Tower"	"Μάχη κάτω από τον πύργο"
"dota_chatwheel_label_Deny_Tower"	"Αρνηθείτε τον πύργο"
"dota_chatwheel_label_Buy_Courier"	"Αγοράστε μεταφορέα"
"dota_chatwheel_label_Upgrade_Courier"	"Αναβάθμιση μεταφορέα"
"dota_chatwheel_label_Need_Detection"	"Χρειαζόμαστε ανίχνευση αορατότητας"
"dota_chatwheel_label_They_Have_Detection"	"Μπορούν να ανιχνεύσουν αορατότητα"
"dota_chatwheel_label_Buy_TP"	"Αγοράστε Town Portal Scroll"
"dota_chatwheel_label_Reuse_Courier"	"Επαναχρησιμοποίηση μεταφορέα"
"dota_chatwheel_label_Deward"	"Ξεφορτωθείτε τα εχθρικά Ward"
"dota_chatwheel_label_Building_Mek"	"Φτιάχνω Mekansm"
"dota_chatwheel_label_Building_Pipe"	"Φτιάχνω Pipe of Insight"
"dota_chatwheel_label_Stack_And_Pull"	"Στοιβάξτε και τραβήξτε ουδέτερες μονάδες"
"dota_chatwheel_label_Pull"	"Τραβήξτε ουδέτερες μονάδες"
"dota_chatwheel_label_Pulling"	"Τραβάω ουδέτερες μονάδες"
"dota_chatwheel_label_Stack"	"Στοιβάξτε ουδέτερες μονάδες"
"dota_chatwheel_label_Jungling"	"Επιτίθεμαι σε ουδέτερες μονάδες"
"dota_chatwheel_label_Roshan"	"Roshan"
"dota_chatwheel_label_Affirmative"	"Σύμφωνοι"
"dota_chatwheel_label_Wait"	"Περιμένετε"
"dota_chatwheel_label_Pause"	"Παύση"
"dota_chatwheel_label_Current_Time"	"Τρέχων χρόνος"
"dota_chatwheel_label_Check_Runes"	"Ελέγξτε τα rune"
"dota_chatwheel_label_Smoke_Gank"	"Επίθεση με Smoke of Deceit!"
"dota_chatwheel_label_GLHF"	"Καλή τύχη"
"dota_chatwheel_label_Nice"	"Ωραία"
"dota_chatwheel_label_Thanks"	"Ευχαριστώ"
"dota_chatwheel_label_Sorry"	"Συγγνώμη"
"dota_chatwheel_label_No_Give_Up"	"Μην τα παρατάτε"
"dota_chatwheel_label_Just_Happened"	"Το είδαμε κι αυτό"
"dota_chatwheel_label_Game_Is_Hard"	"Δύσκολο παιχνίδι"
"dota_chatwheel_label_New_Meta"	"Νέα διάσταση"
"dota_chatwheel_label_My_Bad"	"Λάθος μου"
"dota_chatwheel_label_Regret"	"Μετανόηση"
"dota_chatwheel_label_Relax"	"Ηρεμία"
"dota_chatwheel_label_GG"	"GG"
"dota_chatwheel_label_GGWP"	"GGWP"
"dota_chatwheel_label_All_GG"	"(Όλοι) GG"
"dota_chatwheel_label_All_GGWP"	"(Όλοι) GGWP"
"dota_chatwheel_label_What_To_Buy"	"Τι να αγοράσω;"
"dota_chatwheel_label_Im_Retreating"	"Υποχωρώ"
"dota_chatwheel_label_Space_Created"	"Δημιουργήθηκε χώρος"
"dota_chatwheel_label_Whoops"	"Ουπς"
"dota_chatwheel_label_Tower_then_Back"	"Πύργος και πίσω"
"dota_chatwheel_label_Barracks_then_Back"	"Στρατώνες και πίσω"
"dota_chatwheel_label_Ward_Bottom_Rune"	"Ward στο κάτω rune"
"dota_chatwheel_label_Ward_Top_Rune"	"Ward στο πάνω rune"
"dota_chatwheel_label_Zeus_Ult"	"Zeus Ulti"
"dota_chatwheel_header_positioning"	"Κινήσεις"
"dota_chatwheel_header_status"	"Καταστάσεις"
"dota_chatwheel_header_enemy"	"Εχθρός"
"dota_chatwheel_header_lane"	"Μέτωπο επίθεσης"
"dota_chatwheel_header_items"	"Αντικείμενα"
"dota_chatwheel_header_neutrals"	"Ουδέτερες μονάδες"
"dota_chatwheel_header_misc"	"Διάφορα"
"dota_chatwheel_header_flavor"	"Κουβέντα"
"dota_chatwheel_message_Ok"	"Εντάξει."
"dota_chatwheel_message_Care"	"Προσοχή!"
"dota_chatwheel_message_GetBack"	"Υποχώρηση!"
"dota_chatwheel_message_NeedWards"	"Χρειαζόμαστε Ward."
"dota_chatwheel_message_Stun"	"Σάστισμα τώρα!"
"dota_chatwheel_message_Help"	"Βοήθεια!"
"dota_chatwheel_message_Push"	"Πιέστε τώρα"
"dota_chatwheel_message_GoodJob"	"Καλή δουλειά!"
"dota_chatwheel_message_Missing"	"Λείπει!"
"dota_chatwheel_message_Missing_Top"	"Λείπει από πάνω!"
"dota_chatwheel_message_Missing_Mid"	"Λείπει από κέντρο!"
"dota_chatwheel_message_Missing_Bottom"	"Λείπει από κάτω!"
"dota_chatwheel_message_Go"	"Πάμε!"
"dota_chatwheel_message_Initiate"	"Ξεκινήστε τη μάχη!"
"dota_chatwheel_message_Follow"	"Ακολουθήστε με"
"dota_chatwheel_message_Group_Up"	"Πάμε μαζί"
"dota_chatwheel_message_Spread_Out"	"Απλωθείτε"
"dota_chatwheel_message_Split_Farm"	"Χωριστείτε και αποκτήστε χρυσό"
"dota_chatwheel_message_Attack"	"Επίθεση τώρα!"
"dota_chatwheel_message_BRB"	"Επιστρέφω αμέσως"
"dota_chatwheel_message_Dive"	"Χωθείτε στη μάχη!"
"dota_chatwheel_message_OMW"	"Καταφθάνω"
"dota_chatwheel_message_Get_Ready"	"Ετοιμαστείτε"
"dota_chatwheel_message_Bait"	"Δόλωμα"
"dota_chatwheel_message_Heal"	"Θεραπεία"
"dota_chatwheel_message_Mana"	"Ενέργεια"
"dota_chatwheel_message_OOM"	"Δεν έχω ενέργεια"
"dota_chatwheel_message_Skill_Cooldown"	"Οι ικανότητες είναι σε επαναφόρτιση"
"dota_chatwheel_message_Ulti_Ready"	"Η απόλυτη ικανότητα είναι έτοιμη"
"dota_chatwheel_message_Enemy_Returned"	"Ο εχθρός επέστρεψε"
"dota_chatwheel_message_All_Missing"	"Όλοι οι εχθροί λείπουν!"
"dota_chatwheel_message_Enemy_Incoming"	"Ο εχθρός καταφθάνει!"
"dota_chatwheel_message_Invis_Enemy"	"Αόρατος εχθρός κοντά!"
"dota_chatwheel_message_Enemy_Had_Rune"	"Ο εχθρός έχει Rune"
"dota_chatwheel_message_Split_Push"	"Χωριστείτε και πιέστε"
"dota_chatwheel_message_Coming_To_Gank"	"Έρχομαι για επίθεση"
"dota_chatwheel_message_Request_Gank"	"Χρειάζομαι βοήθεια για επίθεση"
"dota_chatwheel_message_Fight_Under_Tower"	"Πολεμήστε κάτω από τον πύργο"
"dota_chatwheel_message_Deny_Tower"	"Αρνηθείτε τον πύργο!"
"dota_chatwheel_message_Buy_Courier"	"Αγοράστε ένα μεταφορέα"
"dota_chatwheel_message_Upgrade_Courier"	"Μπορεί κανείς να αναβαθμίσει τον μεταφορέα;"
"dota_chatwheel_message_Need_Detection"	"Χρειαζόμαστε ανίχνευση αορατότητας"
"dota_chatwheel_message_They_Have_Detection"	"Έχουν ανίχνευση αορατότητας"
"dota_chatwheel_message_Buy_TP"	"Αγοράστε Town Portal Scroll"
"dota_chatwheel_message_Reuse_Courier"	"Χρησιμοποιήστε το μεταφορέα ξανά"
"dota_chatwheel_message_Deward"	"Ξεφορτωθείτε τα εχθρικά Ward"
"dota_chatwheel_message_Building_Mek"	"Φτιάχνω Mekansm"
"dota_chatwheel_message_Building_Pipe"	"Φτιάχνω Pipe of Insight"
"dota_chatwheel_message_Stack_And_Pull"	"Στοιβάξτε και τραβήξτε ουδέτερες μονάδες"
"dota_chatwheel_message_Pull"	"Τραβήξτε ουδέτερες μονάδες"
"dota_chatwheel_message_Pulling"	"Τραβάω ουδέτερες μονάδες"
"dota_chatwheel_message_Stack"	"Στοιβάξτε ουδέτερες μονάδες"
"dota_chatwheel_message_Jungling"	"Επιτίθεμαι σε ουδέτερες μονάδες"
"dota_chatwheel_message_Roshan"	"Roshan"
"dota_chatwheel_message_Affirmative"	"Σύμφωνοι"
"dota_chatwheel_message_Wait"	"Περιμένετε"
"dota_chatwheel_message_Pause"	"Παύση παρακαλώ!"
"dota_chatwheel_message_Current_Time"	"Τρέχων χρόνος παιχνιδιού"
"dota_chatwheel_message_Check_Runes"	"Ελέγξτε τα rune"
"dota_chatwheel_message_Smoke_Gank"	"Ελάτε για Smoke of Deceit!"
"dota_chatwheel_message_GLHF"	"Καλή τύχη, καλή διασκέδαση"
"dota_chatwheel_message_Nice"	"Ωραία"
"dota_chatwheel_message_Thanks"	"Ευχαριστώ!"
"dota_chatwheel_message_Sorry"	"Συγγνώμη"
"dota_chatwheel_message_No_Give_Up"	"Μην τα παρατάτε!"
"dota_chatwheel_message_Just_Happened"	"Το είδαμε κι αυτό"
"dota_chatwheel_message_Game_Is_Hard"	"Δύσκολο παιχνίδι"
"dota_chatwheel_message_New_Meta"	"Νέα διάσταση"
"dota_chatwheel_message_My_Bad"	"Λάθος μου"
"dota_chatwheel_message_Regret"	"Μετάνιωσα ήδη την απόφασή μου"
"dota_chatwheel_message_Relax"	"Χαλάρωσε, τα πας μια χαρά"
"dota_chatwheel_message_MissingHero"	"Αγνοείται %s1!"
"dota_chatwheel_message_ReturnedHero"	"Επέστρεψε %s1!"
"dota_chatwheel_message_GG"	"Καλό παιχνίδι"
"dota_chatwheel_message_GGWP"	"Ωραίο παιχνίδι, καλή δουλειά"
"dota_chatwheel_message_All_GG"	"Καλό παιχνίδι"
"dota_chatwheel_message_All_GGWP"	"Ωραίο παιχνίδι, καλή δουλειά"
"dota_chatwheel_message_What_To_Buy"	"Τι να αγοράσω;"
"dota_chatwheel_message_Im_Retreating"	"Υποχωρώ"
"dota_chatwheel_message_Space_Created"	"Δημιουργήθηκε χώρος"
"dota_chatwheel_message_Whoops"	"Ουπς"
"dota_chatwheel_message_Tower_then_Back"	"Καταστρέψτε τον πύργο και γυρίστε πίσω"
"dota_chatwheel_message_Barracks_then_Back"	"Καταστρέψτε στρατώνες και γυρίστε πίσω"
"dota_chatwheel_message_Ward_Bottom_Rune"	"Τοποθετήστε Ward στο κάτω rune"
"dota_chatwheel_message_Ward_Top_Rune"	"Τοποθετήστε Ward στο πάνω rune"
"dota_chatwheel_message_Zeus_Ult"	"Zeus Ulti τώρα!"
"dota_settings_hotkeys"	"ΠΛΗΚΤΡΑ"
"dota_settings_options"	"ΕΠΙΛΟΓΕΣ"
"dota_settings_audio"	"ΗΧΟΣ"
"dota_settings_voice"	"ΟΜΙΛΙΑ"
"dota_settings_voice_level"	"Τρέχον επίπεδο καταγραφής"
"dota_settings_volume"	"ΕΝΤΑΣΗ"
"dota_settings_video"	"ΓΡΑΦΙΚΑ"
"dota_settings_resetkeys"	"Επαναφορά πλήκτρων συντόμευσης..."
"dota_settings_legacykeys"	"Χρήση παραδοσιακών πλήκτρων"
"dota_settings_abilities"	"ΙΚΑΝΟΤΗΤΕΣ"
"dota_settings_abilities_hero"	"ΗΡΩΑΣ"
"dota_settings_abilities_neutrals"	"ΜΟΝΑΔΕΣ"
"dota_settings_abilities_courier"	"ΜΕΤΑΦΟΡΕΑΣ"
"dota_settings_abilities_primary1"	"1"
"dota_settings_abilities_primary2"	"2"
"dota_settings_abilities_primary3"	"3"
"dota_settings_abilities_secondary1"	"4"
"dota_settings_abilities_secondary2"	"5"
"dota_settings_abilities_neutral1"	"1"
"dota_settings_abilities_neutral2"	"2"
"dota_settings_abilities_neutral3"	"3"
"dota_settings_abilities_neutral4"	"4"
"dota_settings_abilities_courier1"	"1"
"dota_settings_abilities_courier2"	"2"
"dota_settings_abilities_courier3"	"3"
"dota_settings_abilities_courier4"	"4"
"dota_settings_abilities_courier5"	"5"
"dota_settings_abilities_courier6"	"6"
"dota_settings_abilities_ultimate"	"Α"
"dota_settings_cast"	"ΕΚΤΕΛΕΣΗ"
"dota_settings_autocast"	"Αυτόματη εκτέλεση"
"dota_settings_quickcast"	"ΓΡΗΓΟΡΗ ΕΚΤΕΛΕΣΗ"
"dota_settings_abilitylearn"	"Εκμάθηση ικανότητας"
"dota_settings_upgradestats"	"Αναβάθμιση στατιστικών"
"dota_settings_unitactions"	"Ενέργειες μονάδων"
"dota_settings_attack"	"Επίθεση"
"dota_settings_move"	"Κίνηση"
"dota_settings_stop"	"Διακοπή"
"dota_settings_holdposition"	"Στάση"
"dota_settings_selecthero"	"Επιλογή ήρωα"
"dota_settings_selectall"	"Επιλογή όλων των μονάδων"
"dota_settings_selectallothers"	"Επιλογή όλων των άλλων μονάδων"
"dota_settings_selectcourier"	"Επιλογή μεταφορέα"
"dota_settings_courierdeliver"	"Παράδοση αντικειμένων μεταφορέα"
"dota_settings_courierhaste"	"Speed Burst"
"dota_settings_useactionitem"	"Αντικείμενο ενέργειας"
"dota_settings_herotaunt"	"Αντικείμενο χλευασμού"
"dota_settings_items"	"ΑΝΤΙΚΕΙΜΕΝΑ"
"dota_settings_openshop"	"Άνοιγμα μαγαζιού"
"dota_settings_purchasequickbuy"	"Άμεση αγορά"
"dota_settings_purchasesticky"	"Μόνιμο αντικείμενο"
"dota_settings_grabstashitems"	"Λήψη αντικειμένων φύλαξης"
"dota_settings_camera"	"Κάμερα"
"dota_settings_cameraactions"	"ΕΝΕΡΓΕΙΕΣ ΚΑΜΕΡΑΣ"
"dota_settings_cameraup"	"Κάμερα μπροστά"
"dota_settings_cameradown"	"Κάμερα πίσω"
"dota_settings_cameraleft"	"Κάμερα αριστερά"
"dota_settings_cameraright"	"Κάμερα δεξιά"
"dota_settings_cameragrip"	"Λαβή κάμερας"
"dota_settings_recentevent"	"Εμφάνιση πρόσφατου συμβάντος"
"dota_settings_inspectheroinworld"	"Προβολή προθήκης"
"dota_settings_chat"	"ΣΥΝΟΜΙΛΙΑ"
"dota_settings_phrases"	"ΦΡΑΣΕΙΣ"
"dota_settings_chatwheel_page"	"ΡΟΔΕΛΑ ΜΗΝΥΜΑΤΩΝ"
"dota_settings_chatteam"	"Συνομιλία με ομάδα"
"dota_settings_chatglobal"	"Συνομιλία με όλους"
"dota_settings_chatvoice_party"	"Ομιλία (παρέα)"
