"novel"
{
	"DOTA_VisualNovel_seasonal_quartero_Actor_Quartero"		"Kvarten"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm01_Quartero_3"		"Tja ... jo."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm01_Galdron_6"		"Vi sier jo det samme. Her er kjøkkenet, la meg sette på vannet for kakaoen og finne en skarp kniv for å stikke og drepe dere."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm02_Galdron_0"		"Helten, vær så god, ta disse. Det som er mitt, er ditt. Dette er giftvisiret. Skulpturert ansiktsbeskytter, prydet med edelsteiner."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm02_Galdron_1"		"Og revet av ansiktet til grandonkel, trollmannen Paladir den grusomme, av eieren din her."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm02_Galdron_2"		"Apropos: Hvem vil ha kakao? Jeg håper noen vil ha, ellers er det rett til drepingen, er jeg redd."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm02_Quintessa_0"		"Jeg ... tar gjerne litt kakao, Griff. Forresten, siden vi er innom det, du MÅ faktisk ikke drepe oss. "
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm02_Galdron_3"		"Ha! Å, det var snilt sagt. Nei, jeg kjenner meg ikke TVUNGET til det, så klart, men jeg VIL."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm02_Galdron_4"		"Jeg er et eldgammelt onde i menneskelig form. Å forårsake lidelse er bokstavelig talt det jeg gjør."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm02_Galdron_5"		"Vanligvis med magi, men jeg har ikke tryllestaven på meg, så i dette tilfellet blir det mye stikking."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm02_Galdron_6"		"Og, det er flisespikkeri, men når jeg sa tidligere at jeg skulle drepe dere, var det tydelig at jeg mente gjennom tortur?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm02_Quartero_0"		"Det var ikke det, nei."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm02_Galdron_7"		"Vel, bra at jeg nevnte det igjen, for jeg mente ABSOLUTT gjennom tortur."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm02_Quintessa_1"		"Å! Jeg er glad vi fikk oppklart det."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm03_Galdron_0"		"Å, har du sett. Ilden sluknet. Ble ikke noe kakao, da. La meg se hva annet jeg har. Hmm. Vann, ser det ut til. Noen som vil ha?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm03_Galdron_1"		"Nei, kan ikke klandre dere. Det er vann fra brønnen også. Jeg ... Jeg pleier vanligvis å koke det først. Det spiller for så vidt ingen rolle for dere ..."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm03_Galdron_2"		"Men vet dere hva? Jeg kunne virkelig tenkt meg en varm ovn til den torturen senere. Jeg skal hente litt ved."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm03_Galdron_3"		"Ikke gå noe sted! Jeg tuller bare, dere er fanget her for alltid. Inntil jeg dreper dere! Greit, jeg kommer straks tilbake."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm03_Quartero_0"		"Han er borte. Her, ta denne kjapt. Det er giftvernet. Innlagte juveler i et skall av ..."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm03_Quintessa_0"		"Bror, kan det vente? Vi må komme oss vekk herfra før han tar livet av oss!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm03_Sextus_0"		"Ingen drar. Hvor er Galdron?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm03_Quintessa_1"		"Å, Blake, gudskjelov. Han gikk nettopp for å hente ved, så han kan torturere oss til døde med ild."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm03_Sextus_1"		"Bra."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm03_Quintessa_2"		"Er ... ER det bra?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm03_Sextus_2"		"La meg finne et våpen. Bli her på kjøkkenet og hold ham opptatt."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm04_Galdron_0"		"Greit, da har jeg veden."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm04_Galdron_1"		"Åh! Jeg har også noe i ryggen, det føles ut som ... er det visnetryllestaven?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm04_Sextus_0"		"Jeg vet ikke hva det er. Jeg bare tok det fra en pult."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm04_Galdron_2"		"Hvilken pult? Den i gangen? Det er i så fall visnestaven. Jeg lakkerte den i går. Er det en liten treknute nær håndtaket?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm04_Sextus_1"		"Vent litt, la meg, eh ..."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm04_Sextus_2"		"Øh, ja."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm04_Galdron_3"		"Fint. Ikke legg tommelen på den, det sender en visneformel inn i ryggen på meg."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm04_Sextus_3"		"Ta meg til hvelvet, så slipper jeg å gjøre det."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm04_Galdron_4"		"Det er en god idé, jeg skulle akkurat til å foreslå det. Kan jeg sette fra meg veden først?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm04_Sextus_4"		"Kjør på."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm04_Galdron_5"		"Takk. Å. Kan jeg også ta med meg staven – spaserstaven? SPASERSTOKKEN, mener jeg. Denne ... ååå, denne gamle skrotten ..."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm04_Sextus_5"		"Ingen våpen."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm04_Galdron_6"		"Jeg skjønner det. Av ren nysgjerrighet, hvis jeg bare hadde kalt det spaserstokk, hadde du latt meg få den?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm04_Sextus_6"		"Av sted!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01_Quartero_0"		"Her, helten. En klesdrakt."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01_Quartero_1"		"Uff, jeg føler meg fortsatt FORFERDELIG. Hvorfor FUNGERER det ikke?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01_Galdron_0"		"Å, det vet jeg. Obelisken er en forbannelsesforsterker. Det er ganske fascinerende, faktisk. Hver forbannelse har en naturlig entropisk lekkasje – det vi kaller nidildtapskonstant, eller NTK, du vet hva NTK er. Det er derfor jeg foreslo en fireplansavsmalning, det gir deg den loddrette skråstillingen du vil ha i heksefeltet. Jeg kjeder dere ikke, gjør jeg?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01_Sextus_0"		"Det gjør du. Hold kjeft."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01_Sextus_1"		"Vi er her. Kvarten, si formelen."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01_Quartero_2"		"Blake, jeg ... jeg føler meg faktisk ikke så bra her ..."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01_Sextus_2"		"Så si formelen! Vi er ved HVELVET, Kvarten. Det er nok uvurderlige gjenstandssett der inne til å gi bort fra nå til tidenes ende, bare si de fordømte ORDENE."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01_Quartero_3"		"MASCUS ... PARIA ... BARATO ... FATUM!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01_Quintessa_0"		"Ingenting skjedde. Blake? Hvorfor skjedde ingenting?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01_Galdron_1"		"Jo, det er et gammelt passord. Hvorfor gir jeg dere ikke bare det nye? Det er hvelv én to tre fire."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01__popup_0"		"KNIRK!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01_Sextus_3"		"Haugevis. Det er gull i HAUGEVIS her inne!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01_Galdron_2"		"Fra alle epoker! Jeg er en slags myntsamler."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01_Sextus_4"		"Dette er ... tusen ganger mer enn jeg forestilte meg ..."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01_Sextus_5"		"Kvarten, gi meg den bunnløse sekken din!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01_Quintessa_1"		"Blake?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01_Sextus_6"		"Hold kjeft. Vent. Hva."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01_Quintessa_2"		"Hvis du skufler gull inn i Kvartens bunnløse sekk ..."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01_Quintessa_3"		"Hvem holder Galdron i sjakk?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm01_Galdron_3"		"Ingen, er jeg redd."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm02_Quartero_0"		"Du må ... gi ... helten ... en gjenstand ... ellers dør jeg."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm02_Galdron_0"		"Hvorfor? Å ja, forbannelsen. Så hvis jeg bare gir helten dette hodeplagget, så føler du deg bedre?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm02_Quartero_1"		"Å! UMIDDELBART."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm02_Galdron_1"		"Har du sett. Vil du at jeg bare skal bli kvitt den forbannelsen, forresten?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm02_Quartero_2"		"Du kan GJØRE det?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm02_Galdron_2"		"Jeg mener ... Jeg oppfant forbannelsen, jeg skulle tro det. Her."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm02__popup_0"		"SVISJ!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm02_Quartero_3"		"Å ... guder! ENDELIG! Beinmargen! Beinmargen min føles FANTASTISK!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm02_Quartero_4"		"Og GRÅDIGHETEN min! Å å, jeg føler meg GRÅDIG igjen! Jeg – å nei!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm02_Quartero_5"		"[hulking]"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm02_Sextus_0"		"Hvorfor i helvete gråter han? Du hevet forbannelsen."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm02_Galdron_3"		"Jeg ... jeg er også forvirret."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm02_Quartero_6"		"Jeg bare tenker på alle de uvurderlige gjenstandssettene jeg har GITT til denne idioten helt GRATIS! Det tar KNEKKEN på meg bare å tenke på det!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm02_Galdron_4"		"Skjønner. Du, øh ... Du må nok slutte å gråte."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm02_Quartero_7"		"[hulking]"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm02_Galdron_5"		"Alle er flaue. Det hadde vært veldig fint om du sluttet."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm03_Galdron_0"		"Jeg kan ikke la være å legge merke til at du fortsatt hulker som et barn, og det blir ikke mindre flaut med tiden."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm03_Quartero_0"		"Beklager. Jeg er bare ... så glad for at jeg ikke trenger å gi denne idioten gratis gjenstandssett lenger."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm03_Galdron_1"		"Helten, ta dette halestykket. Det er ditt. Du fortjener det. Heh. Ikke egentlig. Ta det likevel."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm03_Quartero_1"		"Vent, Galdron, stopp! Selg det til dem i stedet! Med en fortjeneste på 500 prosent ..."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm03_Quartero_2"		"Å, akkurat. Det ser bra ut på dem."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm03_Quintessa_0"		"Du vet aldri, bror! Kanskje du kommer til å gi gjenstandssettet til helten UTEN forbannelsen!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm03_Quartero_3"		"Heh. Å, det er ... det dummeste du noensinne har sagt, søster."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm04_Galdron_0"		"Så. Begge to, inn i hvelvet."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm04_Quintessa_0"		"Oss? Altså meg og Blake Sextus?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm04_Sextus_0"		"Hvorfor vil du ha oss der inne?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm04_Galdron_1"		"Fordi jeg skal låse dere inne. Bare til jeg kommer tilbake med helten og Kvarten her. Det er noe de må gjøre for meg."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm04_Quintessa_1"		"Kan vi få mat? Så vi ikke ... du vet, sulter i hjel?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm04_Galdron_2"		"Selvfølgelig. La meg bare låse dere inne først, så kommer jeg STRAKS tilbake med et STORT festmåltid for dere begge. Heh heh heh."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm04_Quintessa_2"		"Hm. Du hadde en ond latter når du sa det."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm04_Galdron_3"		"Hadde jeg?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm04_Quintessa_3"		"Ja visst. Det gjør det vanskelig å stole på det du sier."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm04_Sextus_1"		"Ja, jeg tror ikke på deg."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm04_Galdron_4"		"Ser den. Nei, jeg forsikrer dere om at tilbudet var helt genuint. La meg bare låse dere inn i hvelvet, så kommer jeg tilbake før dere aner det."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm04_Galdron_5"		"Heh heh heh."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm04_Quintessa_4"		"Du gjør det igj..."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm04__popup_0"		"SMELL!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set04_itm04_Galdron_6"		"Å ja. Er dere to klare? Hvorfor spør jeg? Dere har ikke noe valg. Kom igjen, jeg skal forklare på veien."
	"DOTA_VisualNovel_seasonal_fall_2026_Actor_Quintessa"		"Kvintessa"
	"DOTA_VisualNovel_seasonal_fall_2026_Actor_BlakeSextus"		"Blake Sextus"
	"DOTA_VisualNovel_seasonal_fall_2026_Actor_BlakeSextus2"		"Blake Sextus"
	"DOTA_VisualNovel_seasonal_fall_2026_Actor_Balthazar"		"Baltasar"
	"DOTA_VisualNovel_seasonal_fall_2026_Actor_SpectralVoice"		"Spøkelsesstemme"
	"DOTA_VisualNovel_seasonal_fall_2026_Actor_TransferClerk"		"Overføringsbehandler"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_Quintessa_0"		"Jeg er i sjokk."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_BlakeSextus_0"		"Jeg tenker."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_Quintessa_1"		"Jeg er i SJOKK."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_BlakeSextus_1"		"Tenker fortsatt. A-HA."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_Quintessa_2"		"Hva? Fant du en vei ut?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_BlakeSextus_2"		"En lysestake. Jeg tror jeg kan flytte d..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_BlakeSextus_3"		"Å nei, den rikker seg ikke. Nei, glem det."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_Quintessa_3"		"Jeg kan ikke tro at den ... TROLLMANNEN nettopp LÅSTE oss inne i HVELVET sitt!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_Quintessa_4"		"Og JA! Vi PRØVDE faktisk å stjele det som var i hvelvet! Men det er da ingen grunn til å låse oss INNE i det!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_Quintessa_5"		"Og ikke fortelle oss når han kommer TILBAKE! Eller OM han i det hele tatt kommer tilbake!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_BlakeSextus_4"		"Vi har heller ikke mat."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_Quintessa_6"		"Vi har ... heller ikke MAT!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_BlakeSextus_5"		"Vi går selvfølgelig tom for luft lenge før vi sulter i hjel."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_Quintessa_7"		"Vi går tom for luft LENGE før vi sulter i hjel!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_BlakeSextus_6"		"Du gjentar alt jeg sier."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_Quintessa_8"		"Å, herregud! Jeg tror jeg hyperventilerer."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_BlakeSextus_7"		"Gjør det roligere. Du bruker opp all luften vår."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_BlakeSextus_8"		"A-HA!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_BlakeSextus_9"		"Nei. Nei, feil igjen."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm01_Quintessa_9"		"Kan du VÆRE SÅ SNILL å slutte med det."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm02_Quintessa_0"		"Greit. Slapp av, Kvintessa. Ja. Vi er innesperret. Og ja, vi KAN sulte i hjel."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm02_BlakeSextus_0"		"Å, vi kommer DEFINITIVT til å sulte i hjel."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm02_Quintessa_1"		"Ja, vi kommer DEFINITIVT til å sulte i hjel, men!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm02_Quintessa_2"		"HVIS vi klarer å finne en vei ut av dette, Blake ... så kommer vi til å være rike!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm02_Quintessa_3"		"Det er mer gull i dette hvelvet enn jeg noen gang har SETT!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm02_Quintessa_4"		"Gullmynter! Gullsepter! Gullkroner!"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm02_BlakeSextus_1"		"Jeg ville tatt til takke med et GULLVINDU. Jeg tror ikke det finnes noen vei ut herfra."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm02_SpectralVoice_0"		"Ja, døren forsvinner på innsiden når den lukkes. Ingen luftekanaler heller."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm02_SpectralVoice_1"		"Dere er ... dere er som forseglet her inne."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm02_Quintessa_5"		"Hva? Hvem sa det?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm02_SpectralVoice_2"		"Å. Unnskyld. Det ... det er meg. Jeg ville bare påpeke at dere kommer til å gå tomme for LUFT."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm02_Quintessa_6"		"Vi vet det. Jeg mente HVEM var det som sa det?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm02_BlakeSextus2_0"		"Vis deg."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm02_SpectralVoice_3"		"Greit. Er du sikker? Jeg ER et spøkelse."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm02_SpectralVoice_4"		"Jeg vil bare opplyse om det, så det ikke blir skummelt når du sier «vis deg» og jeg plutselig dukker opp foran dere og en av dere får hjerteanfall, er du klar over den pulserende åren i pannen din?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm02_BlakeSextus2_1"		"Kan du vise deg?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm03_Balthazar_0"		"Sånn. Ser dere?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm03_Balthazar_1"		"Spøkelse."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm03_Quintessa_0"		"Flott. Nå er vi sperret inne her med et ondt spøkelse."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm03_Balthazar_2"		"Jeg ... sa ikke «ondt spøkelse»."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm03_Quintessa_1"		"Beklager. Du bare ser ond ut."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm03_Balthazar_3"		"Å nei, jeg ER et ondt spøkelse. Jeg mener, du har INGEN aning."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm03_Balthazar_4"		"Jeg bare synes det var frekt av deg. Jeg mener, hva blir det neste? Kommer du til å kalle meg en kannibal?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm03_Quintessa_2"		"Hvorfor spør du? Er du det?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm03_Balthazar_5"		"Selvsagt ikke! Vel, ok, greit, jo."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm03_Quintessa_3"		"Åh, herregud."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm03_Balthazar_6"		"Nei, nei, nei, ta det med ro. Jeg er bare en kannibal TEKNISK sett."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm03_Balthazar_7"		"Teknisk sett så åt jeg ... tja, ganske MYE menneskekjøtt mens jeg var i live. Men LIKTE jeg det?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm03_Balthazar_8"		"Ja. Ja, det gjorde jeg. Men OPPSØKTE jeg det?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm03_Balthazar_9"		"Noen ganger ... ja. Jeg skal ikke nekte for det."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm03_Quintessa_4"		"Åh, herregud."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm03_Balthazar_10"		"Men ... og her er den viktige delen ... spøkelse. Jeg er et spøkelse."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm03_Balthazar_11"		"Jeg har ikke spist noe, eller noen, som helst på ti tusen år. Dere er trygge."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm03_Balthazar_12"		"Vel, utenom å sulte i hjel mens dere går tomme for luft. Trenger dere forresten hjelp med det?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm04_BlakeSextus_0"		"Så hva er greia med deg? Er du et slags spøkelsesbasert sikkerhetssystem?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm04_Balthazar_0"		"Hæ. Jeg tror ikke jeg hørte deg. HVA var det du nettopp sa?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm04_BlakeSextus_1"		"Jeg, øh, spurte om du var et ..."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm04_Balthazar_1"		"Å, jeg VET. Jeg hørte deg. Tror du jeg er en sikkerhetsvakt?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm04_Quintessa_0"		"Blake mente bare, er det din jobb å, du vet, vokte obelisken mens Galdron er borte?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm04_Balthazar_2"		"Nå omformulerer du bare det en sikkerhetsvakt GJØR."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm04_Quintessa_1"		"Stemmer. Stemmer."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm05_Balthazar_0"		"Jeg heter ... Baltasar Svartspiret."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm05_Balthazar_1"		"Jeg ... er en nekrolittisk ktonisk arkitekt."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm05_Balthazar_2"		"Verdens fremste autoritet innen avgrunnskartografi."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm05_Balthazar_3"		"Kort fortalt en geomantiker. Litt lengre fortalt en geomantiker og ikke den hersens nattevakten."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm05_Balthazar_4"		"Jeg ... BYGDE dette kyklopiske hvelvet."
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm05_Quintessa_0"		"Kyklopisk! Du vet, jeg har alltid lurt på hva det betyr?"
	"DOTA_VisualNovel_seasonal_fall_2026_Dialogue_q05_set01_itm05_Balthazar_5"		"Du ville blitt overrasket over hvor ofte jeg blir spurt om det. Det er bare en byggestil av svære, ujevne kampesteiner som er satt sammen uten mørtel."
