"lang"
{ 
	"Language" "portuguese" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"de vida"					// $health
		"dota_ability_variable_mana"				"de mana"						// $mana
		"dota_ability_variable_armor"				"de armadura"						// $armor
		"dota_ability_variable_damage"				"de dano"					// $damage
		"dota_ability_variable_str"					"de Força"					// $str
		"dota_ability_variable_int"					"de Inteligência"				// $int
		"dota_ability_variable_agi"					"de Agilidade"					// $agi
		"dota_ability_variable_all"					"a todos os atributos"			// $all
		"dota_ability_variable_primary_attribute"	"ao atributo principal"			// $primary_attribute
		"dota_ability_variable_attack"				"de rapidez de ataque"				// $attack
		"dota_ability_variable_attack_pct"			"de rapidez de ataque base"	// $attack_pct
		"dota_ability_variable_hp_regen"			"de regeneração de vida"		// $hp_regen
		"dota_ability_variable_lifesteal"			"de roubo de vida"					// $lifesteal
		"dota_ability_variable_mana_regen"			"de regeneração de mana"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"de regeneração de mana (aura)"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"de dano de feitiços"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"à duração de debuffs"			// $debuff_amp
		"dota_ability_variable_move_speed"			"de rapidez de movimento"			// $move_speed
		"dota_ability_variable_evasion"				"de evasão"					// $evasion
		"dota_ability_variable_spell_resist"		"de resistência a magia"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"de roubo de vida por habilidades"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_creep"	"de roubo de vida por habilidades (creeps)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"de roubo de vida por habilidades (heróis)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"ao atributo selecionado"		// $selected_attribute
		"dota_ability_variable_attack_range"		"de alcance de ataque <font color='#7d7d7d'>(Só à distância)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"de alcance de ataque <font color='#7d7d7d'>(Só corpo a corpo)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"de alcance de uso"				// $cast_range
		"dota_ability_variable_status_resist"		"de resistência a debuffs"			// $status_resist
		"dota_ability_variable_projectile_speed"	"à rapidez dos projéteis"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"de redução dos custos de mana"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"de redução de cooldowns"		// $cooldown_reduction 
		"dota_ability_variable_max_mana_percentage"	"de mana máxima"			// $max_mana_percentage
		"dota_ability_variable_slow_resistance"		"de resist. a abrandamentos"			// $slow_resistance
		"dota_ability_variable_aoe_bonus"			"de área de efeito adicional"					// $aoe_bonus

		"DOTA_Tooltip_ability_zuus_heavenly_jump_move_slow"								"%ABRANDAMENTO (MOVIMENTO):"
		"DOTA_Tooltip_ability_zuus_heavenly_jump_aspd_slow"								"ABRANDAMENTO (ATAQUE):"
		"DOTA_Tooltip_ability_zuus_heavenly_jump_range"									"ALCANCE:"
		"DOTA_Tooltip_ability_zuus_heavenly_jump_duration"								"DURAÇÃO:"
		"DOTA_Tooltip_ability_zuus_heavenly_jump_targets"								"ALVOS:"

		"DOTA_Tooltip_modifier_zuus_static_field"				"Static Field"
		"DOTA_Tooltip_modifier_zuus_static_field_Description"	"Sempre que Zeus atacar ou atingir um inimigo com uma habilidade, o alvo será eletrocutado e irá perder uma percentagem da sua vida atual."
		"DOTA_Tooltip_modifier_zuus_static_field_slow"			"Heavenly Jump"
		"DOTA_Tooltip_modifier_zuus_static_field_slow_Description"	"Rapidez de movimento reduzida em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_zuus_heavenly_jump_boost"								"Bónus de Heavenly Jump"
		"DOTA_Tooltip_modifier_zuus_heavenly_jump_boost_Description"					"Rapidez de movimento aumentada em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%."

		"DOTA_Tooltip_ability_zuus_thunder_trail"						"Thunder Trail"
		"DOTA_Tooltip_ability_zuus_thunder_trail_Description"			"Zeus lança um projétil elétrico e lento numa direção, causando dano a todos os inimigos que atravessar. Se atingir um herói inimigo, este ficará visível para Zeus e irá sofrer dano mágico adicional durante breves momentos, com base na distância percorrida pelo projétil."
		"DOTA_Tooltip_ability_zuus_thunder_trail_damage"				"DANO:"
		"DOTA_Tooltip_ability_zuus_thunder_trail_projectile_speed"		"RAPIDEZ DO PROJÉTIL:"
		"DOTA_Tooltip_ability_zuus_thunder_trail_projectile_width"		"LARGURA DO PROJÉTIL:"
		"DOTA_Tooltip_ability_zuus_thunder_trail_projectile_range"		"ALCANCE DO PROJÉTIL:"
		"DOTA_Tooltip_ability_zuus_thunder_trail_debuff_duration"		"DURAÇÃO DO DEBUFF:"
		"DOTA_Tooltip_ability_zuus_thunder_trail_debuff_spell_amp_min"		"%AMP. DE FEITIÇOS MÍN.:"
		"DOTA_Tooltip_ability_zuus_thunder_trail_debuff_spell_amp_max"		"%AMP. DE FEITIÇOS MÁX.:"

		"DOTA_Tooltip_ability_zuus_lightning_hands"						"Lightning Hands"
		"DOTA_Tooltip_ability_zuus_lightning_hands_Description"			"Zeus ganha um bónus de rapidez de ataque e os seus ataques básicos criam raios como os da habilidade Arc Lightning que causam uma percentagem do dano original. A habilidade pode ser desselecionada manualmente para interromper este efeito."
		"DOTA_Tooltip_ability_zuus_lightning_hands_attack_speed_bonus"				"BÓNUS DE RAPIDEZ DE ATAQUE:"
		"DOTA_Tooltip_ability_zuus_lightning_hands_arc_lightning_damage_pct"		"%DANO DOS RAIOS ELÉTRICOS:"
		//"DOTA_Tooltip_ability_zuus_lightning_hands_arc_lightning_damage_illusion_pct"		"%ARC LIGHTNING DAMAGE ILLUSIONS:"

		//TINY
		"DOTA_Tooltip_ability_tiny_avalanche"											"Avalanche"
		"DOTA_Tooltip_ability_tiny_avalanche_Description"								"Bombardeia uma área com rochas, causando dano e atordoamento (stun) continuamente e em pequenos intervalos a unidades inimigas. A Avalanche causa mais %toss_damage_bonus_pct%%% do dano a unidades lançadas pela habilidade Toss."		
		"DOTA_Tooltip_ability_tiny_avalanche_Lore"										"Rocha inanimada torna-se animada quando chamada pelo gigante de pedra."
		"DOTA_Tooltip_ability_tiny_avalanche_radius"									"RAIO:"
		"DOTA_Tooltip_ability_tiny_avalanche_total_duration"							"DURAÇÃO DA AVALANCHE:"
		"DOTA_Tooltip_ability_tiny_avalanche_avalanche_damage"							"DANO DA AVALANCHE:"
		"DOTA_Tooltip_ability_tiny_craggy_exterior"										"Craggy Exterior"
		"DOTA_Tooltip_ability_tiny_craggy_exterior_Description"							"Os inimigos que atacarem o Tiny recebem um debuff acumulável que lhes reduz o dano dos ataques por cada acumulação."
		"DOTA_Tooltip_ability_tiny_craggy_exterior_Note0"								"O efeito Break impede que inimigos recebam novas acumulações."
		"DOTA_Tooltip_ability_tiny_craggy_exterior_Note1"								"O efeito Break não desativa o debuff de acumulações existentes."
		"DOTA_Tooltip_ability_tiny_craggy_exterior_debuff_duration"						"DURAÇÃO DO DEBUFF:"
		"DOTA_Tooltip_ability_tiny_craggy_exterior_max_stacks"							"MÁX. DE ACUMULAÇÕES:"
		"DOTA_Tooltip_ability_tiny_craggy_exterior_damage_reduction_per_stack"			"%REDUÇÃO DE DANO P/ ACUMULAÇÃO:"
		
		"DOTA_Tooltip_ability_tiny_toss"												"Toss"
		"DOTA_Tooltip_ability_tiny_toss_Description"									"Agarra na unidade mais próxima num raio de %grab_radius% à volta do Tiny, aliada ou inimiga, e lança-a para uma unidade ou runa alvo, causando dano onde aterrar."
		"DOTA_Tooltip_ability_tiny_toss_Facet_tiny_crash_landing"						"Unidades lançadas por Toss irão abrandar e causar dano adicional aos outros alvos no ponto de destino."
		"DOTA_Tooltip_ability_tiny_toss_bonus_land_damage_pct"							"%DANO DE IMPACTO ADICIONAL:"
		"DOTA_Tooltip_ability_tiny_toss_land_attack_slow"								"ABRANDAMENTO DE ATAQUE:"
		"DOTA_Tooltip_ability_tiny_toss_land_movement_slow"								"%ABRANDAMENTO DE MOVIMENTO:"
		"DOTA_Tooltip_ability_tiny_toss_land_debuff_duration"							"DURAÇÃO DO ABRANDAMENTO:"

		"DOTA_Tooltip_ability_tiny_toss_Lore"											"A estatura gigantesca de Tiny permite-lhe catapultar até os guerreiros mais robustos."
		"DOTA_Tooltip_ability_tiny_toss_Note0"											"Podes lançar aliados com esta habilidade, mas eles não sofrerão dano."
		"DOTA_Tooltip_ability_tiny_toss_Note1"											"Esta habilidade causa 33% do dano a edifícios."
		"DOTA_Tooltip_ability_tiny_toss_Note2"											"Unidades imunes a debuffs podem ser selecionadas mas não podem ser lançadas."
		"DOTA_Tooltip_ability_tiny_toss_radius"											"RAIO:"
		"DOTA_Tooltip_ability_tiny_toss_toss_damage"									"DANO:"
		"DOTA_Tooltip_modifier_tiny_toss_charge_counter"								"Cargas - Toss"
		"DOTA_Tooltip_modifier_tiny_toss_charge_counter_Description"					"O número de cargas restantes de Toss."
		"DOTA_Tooltip_ability_tiny_tree_grab"										"Tree Grab"
		"DOTA_Tooltip_ability_tiny_tree_grab_lore"									"Árvore não tão mole com pedra dura, tanto bate até que fura inimigos, torres e tudo o resto."
		"DOTA_Tooltip_ability_tiny_tree_grab_Facet_foundation"		"Já não existe um limite no número de ataques."
		"DOTA_Tooltip_ability_tiny_tree_grab_Description"							"O Tiny agarra numa árvore para atacar inimigos com ela um número limitado de vezes. Concede alcance de ataque adicional. Os ataques causam mais dano e passam a causar dano em unidades na área. A árvore pode ser lançada, para desferir o teu ataque numa unidade distante."
		"DOTA_Tooltip_ability_tiny_tree_grab_shard_description"							"Remove o limite de cargas de Tree Grab."
		"DOTA_Tooltip_ability_tiny_tree_grab_abilitydraft_note"							"<span class=\"ADBlue\">Aghanim's Scepter:</span> A habilidade <span class=\"ADWhite\"><b>Tree Volley</b></span> pode ser acedida ao ativar a opção de uso automático em <span class=\"ADWhite\"><b>Tree Grab</b></span>."
		"DOTA_Tooltip_ability_tiny_tree_grab_bonus_damage"				"BÓNUS DE DANO BASE:"
		"DOTA_Tooltip_ability_tiny_tree_grab_bonus_damage_buildings"				"%DANO ADICIONAL CONTRA EDIFÍCIOS:"
		"DOTA_Tooltip_ability_tiny_tree_grab_splash_pct"				"%DANO EM ÁREA:"
		"DOTA_Tooltip_ability_tiny_tree_grab_stun_duration"						"DURAÇÃO DO MINI-STUN:"
		"DOTA_Tooltip_ability_tiny_tree_grab_attack_range"						        "ALCANCE DE ATAQUE:"
		//"DOTA_Tooltip_ability_tiny_tree_grab_throw_splash_pct"						 "%THROW SPLASH:"
		"DOTA_Tooltip_ability_tiny_tree_grab_attack_count"						        "NÚMERO DE ATAQUES:"
		//"DOTA_Tooltip_ability_tiny_tree_grab_bat_increase"						"BASE ATTACK TIME PENALTY:"
		"DOTA_Tooltip_ability_tiny_tree_grab_Note0"								"Entra em cooldown quando a árvore é lançada."
		"DOTA_Tooltip_ability_tiny_toss_tree"											"Tree Throw"
		"DOTA_Tooltip_ability_tiny_toss_tree_Description"								"Lança a árvore à unidade selecionada, o que ativa o teu ataque nela e causa dano na área à volta do alvo."
		"DOTA_Tooltip_ability_tiny_toss_tree_shard_Description"								"Aumenta em %bonus_bonus_damage% o dano causado por árvores lançadas."
		"DOTA_Tooltip_ability_tiny_toss_tree_Lore"										"Até os inimigos podem partilhar do ardor arbóreo do Tiny."
		"DOTA_Tooltip_ability_tiny_toss_tree_range"										"ALCANCE DE USO:"
		"DOTA_Tooltip_ability_tiny_toss_tree_splash_radius"								"RAIO DO DANO:"	
		"DOTA_Tooltip_ability_tiny_toss_tree_movement_slow"								"%ABRANDAMENTO (MOVIMENTO):"	
		"DOTA_Tooltip_ability_tiny_toss_tree_slow_duration"								"DURAÇÃO DO ABRANDAMENTO:"	
		"DOTA_Tooltip_ability_tiny_toss_tree_splash_pct"								"%DANO NA ÁREA:"
		"DOTA_Tooltip_ability_tiny_grow"												"Grow"
		"DOTA_Tooltip_ability_tiny_grow_Description"									"O Tiny ganha massa rochosa que aumenta o dano dos seus ataques, a sua rapidez de movimento, o seu atributo de armadura e o dano de Toss, enquanto reduz a sua rapidez de ataque."
		"DOTA_Tooltip_ability_tiny_grow_Lore"											"Ver uma colina a transformar-se numa montanha é impressionante - especialmente se a montanha começar a destruir os seus adversários."
		"DOTA_Tooltip_ability_tiny_grow_bonus_armor"									"BÓNUS DE ARMADURA:"
		"DOTA_Tooltip_ability_tiny_grow_bonus_damage"									"BÓNUS DE DANO:"
		"DOTA_Tooltip_ability_tiny_grow_toss_bonus_damage"								"BÓNUS DE DANO DE TOSS:"
		"DOTA_Tooltip_ability_tiny_grow_attack_speed_reduction"							"%REDUÇÃO DE RAPIDEZ DE ATAQUE:"
		"DOTA_Tooltip_ability_tiny_grow_move_speed"										"BÓNUS DE RAPIDEZ DE MOVIMENTO:"
		
		"DOTA_Tooltip_ability_tiny_tree_channel"                                        "Tree Volley"
		"DOTA_Tooltip_ability_tiny_tree_channel_Description"							"<font color='#F2A93E'>REQUER CONCENTRAÇÃO</font> - O Tiny concentra-se e lança árvores aleatórias por perto para a área selecionada, causando dano a todos os inimigos atingidos. O dano é igual ao de um ataque básico do Tiny."
		"DOTA_Tooltip_ability_tiny_tree_channel_Lore"									"Isto sim, é que é pedra a dar com um pau."
        "DOTA_Tooltip_ability_tiny_tree_channel_splash_radius"                          "RAIO DA ÁREA:"
        "DOTA_Tooltip_ability_tiny_tree_channel_abilitychanneltime"			       		"TEMPO MÁX. DE CONCENTRAÇÃO:"
		"DOTA_Tooltip_ability_tiny_tree_channel_tree_grab_radius"   			    	"RAIO P/ AGARRAR ÁRVORE:"
		"DOTA_Tooltip_ability_tiny_tree_channel_interval"			        			"INTERVALO ENTRE LANÇAMENTOS:"
		

		"DOTA_Tooltip_modifier_tiny_craggy_exterior_debuff"								"Craggy Exterior"
		"DOTA_Tooltip_modifier_tiny_craggy_exterior_debuff_Description"								"O exterior rochoso do Tiny reduziu em %dMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%% o dano dos ataques desta unidade."

		"DOTA_Tooltip_ability_tiny_rocksteady"			        				"Rocksteady"
		"DOTA_Tooltip_ability_tiny_rocksteady_Description"	       				"A rapidez de ataque do Tiny nunca pode ser superior ou inferior a %max_attack_speed%, mas %attack_speed_to_damage%%% da rapidez de ataque proveniente de itens ou buffs do Tiny são convertidos em dano."	
		"DOTA_Tooltip_Facet_foundation"							"Foundation"
		"DOTA_Tooltip_Facet_foundation_Description"				"Tree Grab já não tem um limite de cargas."

		"DOTA_Tooltip_ability_tiny_insurmountable"			        				"Insurmountable"
		"DOTA_Tooltip_ability_tiny_insurmountable_Description"	       				"O Tiny ganha resistência a debuffs e a abrandamentos com base no atributo de Força."
		"DOTA_Tooltip_ability_tiny_insurmountable_str_to_status_resist_pct"	       	"%FORÇA P/ RESIST. A DEBUFFS:"
		"DOTA_Tooltip_ability_tiny_insurmountable_str_to_slow_resist_pct"	       	"%FORÇA P/ RESIST. A ABRANDAMENTOS:"
		"DOTA_Tooltip_Facet_tiny_crash_landing"							"Crash Landing"		
		"DOTA_Tooltip_Facet_tiny_crash_landing_Description"						"Unidades lançadas por Toss irão abrandar e causar dano adicional aos outros alvos no ponto de destino."

		
		"DOTA_Tooltip_modifier_tiny_avalanche_stun"				"Avalanche"
		"DOTA_Tooltip_modifier_tiny_avalanche_stun_Description"	"Atordoado pela queda de pedras."
		"DOTA_Tooltip_modifier_tiny_tree_grab"			"Tree Grab"
		"DOTA_Tooltip_modifier_tiny_tree_grab_Description"	"Ataques causam mais dano e dano na área. Alcance aumentado em %dMODIFIER_PROPERTY_ATTACK_RANGE_BONUS%."
		"DOTA_Tooltip_modifier_tiny_tosstree_slow"		"Atingido por árvore"
		"DOTA_Tooltip_modifier_tiny_tosstree_slow_Description"		"Com menos %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% de rapidez de movimento por ter sido atingido por uma árvore."
		"DOTA_Tooltip_modifier_tiny_toss_land_debuff"				"Crash Landing"
		"DOTA_Tooltip_modifier_tiny_toss_land_debuff_Description"	"Rapidez de movimento reduzida em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%. Rapidez de ataque reduzida em %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."

		//PUCK
		"DOTA_Tooltip_ability_puck_illusory_orb"										"Illusory Orb"
		"DOTA_Tooltip_ability_puck_illusory_orb_Description"							"Puck lança um orbe mágico que flutua em linha reta, causando dano a unidades inimigas no seu caminho. A qualquer momento, Puck pode-se teletransportar para a localização do orbe usando Ethereal Jaunt."
		"DOTA_Tooltip_ability_puck_illusory_orb_Facet_puck_curveball"					"Illusory Orb é agora uma habilidade que é usada ao clicar e arrastar para manipular a trajetória do orbe. O orbe é mais rápido e dura mais tempo, mas será destruído se exceder o alcance máximo de conjuração."
		"DOTA_Tooltip_ability_puck_illusory_orb_abilitydraft_note"						"No modo de Seleção de Habilidades, Illusory Orb torna-se em Ethereal Jaunt enquanto o orbe estiver a ser lançado."
		"DOTA_Tooltip_ability_puck_illusory_orb_Lore"									"Puck delicia-se em confundir os outros, desaparecendo e reaparecendo em locais inesperados."
		"DOTA_Tooltip_ability_puck_illusory_orb_Note0"									"O Illusory Orb concede visão desobstruída à volta da sua localização enquanto viaja."
		"DOTA_Tooltip_ability_puck_illusory_orb_Note1"									"Usar Ethereal Jaunt para voltar para o Orb irá fazer com que te desvies de projéteis inimigos."
		"DOTA_Tooltip_ability_puck_illusory_orb_max_distance"							"DISTÂNCIA MÁXIMA:"
		"DOTA_Tooltip_ability_puck_illusory_orb_damage"									"DANO:"
		"DOTA_Tooltip_ability_puck_illusory_orb_orb_speed"								"RAPIDEZ:"
		"DOTA_Tooltip_ability_puck_illusory_orb_curve_orb_duration_multiplier"			"%MULTIPLICADOR DE DURAÇÃO:"
		"DOTA_Tooltip_ability_puck_waning_rift"											"Waning Rift"
		"DOTA_Tooltip_ability_puck_waning_rift_Description"								"Puck teletransporta-se para o local selecionado e solta uma explosão de poeira mágica que causa dano e silencia unidades inimigas por perto."
		"DOTA_Tooltip_ability_puck_waning_rift_Facet_puck_jostling_rift"					"Waning Rift empurra inimigos. Se a habilidade estiver no estado de uso alternativo, irá puxá-los."
		"DOTA_Tooltip_ability_puck_waning_rift_scepter_description"						"Waning Rift agora tem %scepter_radius% de raio e alcance, para além de empurrar inimigos %scepter_pushback% unidades para trás ao longo de %scepter_pushback_duration% segundos (não interrompe). Revela wards e inimigos invisíveis na área durante %scepter_vision_duration% segundos."
		"DOTA_Tooltip_ability_puck_waning_rift_Lore"									"Com um sorriso malicioso, Puck espalha a sua poeira encantada que quebra o fluxo mágico."
		"DOTA_Tooltip_ability_puck_waning_rift_radius"									"RAIO:"
		"DOTA_Tooltip_ability_puck_waning_rift_max_distance"							"DISTÂNCIA MÁX.:"
		"DOTA_Tooltip_ability_puck_waning_rift_silence_duration"						"DURAÇÃO:"
		"DOTA_Tooltip_ability_puck_waning_rift_damage"									"DANO:"
		"DOTA_Tooltip_ability_puck_waning_rift_knock_distance"							"DISTÂNCIA DO EMPURRÃO/PUXÃO:"
		"DOTA_Tooltip_ability_puck_waning_rift_knock_duration"							"DURAÇÃO DO EMPURRÃO/PUXÃO:"

		"DOTA_Tooltip_Facet_puck_jostling_rift"												"Jostling Rift"		
		"DOTA_Tooltip_Facet_puck_jostling_rift_Description"									"Waning Rift pode empurrar ou atrair alvos."		
		"DOTA_Tooltip_Facet_puck_curveball"													"Curveball"		
		"DOTA_Tooltip_Facet_puck_curveball_Description"										"O projétil de Illusory Orb pode ser curvado em qualquer direção, é mais rápido e dura mais tempo."

		"DOTA_Tooltip_ability_puck_phase_shift"											"Phase Shift"
		"DOTA_Tooltip_ability_puck_phase_shift_Description"								"<font color='#F2A93E'>REQUER CONCENTRAÇÃO</font> - Por breves momentos, Puck muda de dimensão, onde fica imune a dano."
		"DOTA_Tooltip_ability_puck_phase_shift_shard_description"						"Os ataques do Puck passarão a causar dano mágico adicional. Sempre que o Puck usar Phase Shift, ele passará a atacar todos os inimigos dentro do seu alcance de ataque."
		"DOTA_Tooltip_ability_puck_phase_shift_shard_bonus_damage"						"DANO ADICIONAL:"
		"DOTA_Tooltip_ability_puck_phase_shift_Lore"									"Com uma observação sarcástica e um flash, Puck retorna para a dimensão alienígena de onde veio."
		"DOTA_Tooltip_ability_puck_phase_shift_Note0"									"Puck mantém o seu tamanho de colisão enquanto sob os efeitos de Phase Shift."
		"DOTA_Tooltip_ability_puck_phase_shift_Note1"									"Realizar qualquer ação irá cancelar Phase Shift."
		"DOTA_Tooltip_ability_puck_phase_shift_Note2"									"Puck é invulnerável durante Phase Shift."
		"DOTA_Tooltip_ability_puck_phase_shift_duration"								"DURAÇÃO:"
		"DOTA_Tooltip_ability_puck_dream_coil"											"Dream Coil"
		"DOTA_Tooltip_ability_puck_dream_coil_Description"								"Cria uma corda de magia volátil que causa dano a heróis inimigos e os acorrenta. Se o herói inimigo romper a corda ao afastar-se demasiado, ele ficará atordoado e sofrerá dano adicional."
		"DOTA_Tooltip_ability_puck_dream_coil_scepter_Description"						"Todos os inimigos afetados por Dream Coil serão atacados com uma frequência igual a %attack_rate_pct%%% da frequência de ataque do Puck. Os ataques não são interrompidos enquanto o alvo estiver atordoado por ter rompido a corda de Dream Coil."
		"DOTA_Tooltip_ability_puck_dream_coil_Lore"										"Puck semeia confusão ao forçar os seus inimigos em sonhar vividamente sobre a própria mortalidade deles."
		"DOTA_Tooltip_ability_puck_dream_coil_coil_duration"							"DURAÇÃO DA CORDA:"
		"DOTA_Tooltip_ability_puck_dream_coil_coil_initial_damage"							"DANO INICIAL:"
		"DOTA_Tooltip_ability_puck_dream_coil_coil_break_radius"						"RAIO DE QUEBRA:"
		"DOTA_Tooltip_ability_puck_dream_coil_coil_stun_duration"						"DURAÇÃO DO STUN DE QUEBRA:"
		"DOTA_Tooltip_ability_puck_dream_coil_coil_break_damage"						"DANO DE QUEBRA:"
		"DOTA_Tooltip_ability_puck_dream_coil_coil_duration_scepter"					"DURAÇÃO DA CORDA (SCEPTER):"
		"DOTA_Tooltip_ability_puck_dream_coil_coil_stun_duration_scepter"				"DURAÇÃO DO STUN DE QUEBRA (SCEPTER):"
		"DOTA_Tooltip_ability_puck_dream_coil_coil_break_damage_scepter"				"DANO DE QUEBRA (SCEPTER):"
		"DOTA_Tooltip_ability_puck_ethereal_jaunt"										"Ethereal Jaunt"
		"DOTA_Tooltip_ability_puck_ethereal_jaunt_Description"							"Teletransporta Puck para o local do orbe mágico da habilidade Illusory Orb."
		
		"DOTA_Tooltip_modifier_puck_phase_shift"				"Phase Shift"
		"DOTA_Tooltip_modifier_puck_phase_shift_Description"	"Deixou de existir temporariamente"
		"DOTA_Tooltip_modifier_puck_coiled"						"Dream Coil"
		"DOTA_Tooltip_modifier_puck_coiled_Description"			"Acorrentado à Dream Coil"
		"DOTA_Tooltip_modifier_puck_coil_break_stun"				"Dream Coil"
		"DOTA_Tooltip_modifier_puck_coil_break_stun_Description"	"Esta unidade está atordoada por ter rompido a corda de Dream Coil."

		"DOTA_Tooltip_ability_puck_puckish"						"Puckish"
		"DOTA_Tooltip_ability_puck_puckish_Description"			"Sempre que o Puck evitar um ataque, %mana_restore_pct%%% da sua mana máxima e %hp_restore_pct%%% da sua vida máxima são restauradas. Evitar um projétil de um feitiço lançado diretamente contra ele restaura %dodged_spell_multiplier%x o valor."

		//DAZZLE
		"DOTA_Tooltip_ability_dazzle_poison_touch"										"Poison Touch"
		"DOTA_Tooltip_ability_dazzle_poison_touch_Description"							"Lança veneno em forma de cone numa direção, afetando várias unidades inimigas. Causa dano ao longo do tempo e abranda os alvos. Sempre que os alvos forem atacados pelo Dazzle, a duração do debuff volta ao valor inicial e a potência do abrandamento aumenta."
